year,mmsi,transmitter_no,raw_registered_gear_type,positions,days,days_on_high_seas,fishing_days,fishing_days_on_high_seas,total_hours,total_fishing_hours,hours_on_high_seas,fishing_hours_on_high_seas
2015,1000087128,87128,Purse Seine Big Pelagics with one boat,3602,88,0,30,0,2018.9000000007993,255.0583333336,0,0
2016,1000074058,74058,Longline Tuna,16222,257,250,146,146,5758.399999993699,1241.0583333318007,5653.616666660791,1241.0583333318007
2016,1031060941,31060941,Purse Seine Small Pelagics,1653,119,0,47,0,2119.6000000021,471.6500000004998,0,0
2016,1004451892,4451892,Basic longline,1104,36,0,15,0,632.3666666662,156.7499999997001,0,0
2014,1004956259,4956259,Squid hooking,7056,309,0,70,0,7005.691666666193,488.04999999990025,0,0
2015,1004626965,4626965,Oceanic gillnet,3395,175,0,104,0,3587.266666666498,1160.5833333327005,0,0
2016,1004545349,4545349,Squid hooking,9667,251,0,118,0,5791.541666718204,1234.2750000107003,0,0
2016,1004690575,4690575,Hand Line Tuna,5029,218,0,100,0,5030.041666666198,1081.308333333,0,0
2016,1004552026,4552026,Stick-Held lift net,6168,309,0,131,0,6691.0500000004995,1403.7583333321993,0,0
2014,1004785099,4785099,Stick-Held lift net,3549,211,0,41,0,4011.066666668498,393.3083333335001,0,0
2014,1004949247,4949247,Longline Tuna,4751,206,177,73,69,4496.241666665202,655.4166666665002,3921.8666666653016,621.0583333332
2015,1000065227,65227,Purse Seine Big Pelagics with one boat,8879,225,0,121,0,4582.9749999999,1335.7249999990013,0,0
2016,1000103123,103123,Purse Seine Big Pelagics with one boat,6738,157,0,80,0,3414.5416666676,813.7500000009999,0,0
2014,1000124265,124265,Purse Seine Small Pelagics,11146,275,0,120,0,6096.533333336205,949.8083333352004,0,0
2015,1004718855,4718855,Purse Seine Small Pelagics,2727,161,0,97,0,3166.6083333330976,1039.2000000005005,0,0
2015,1004567845,4567845,Purse Seine Small Pelagics,762,57,0,29,0,1066.1666666661004,337.9999999996999,0,0
2015,1004958954,4958954,Longline Tuna,2019,93,0,69,0,2038.2749999997998,936.6249999999001,0,0
2014,NA,86811707390,Basic longline,4744,202,0,110,0,4499.999999995399,1626.441666665001,0,0
2015,1004640341,4640341,Purse Seine Small Pelagics,3614,197,0,93,0,3920.491666668298,1031.1416666676007,0,0
2014,1000047717,47717,Purse Seine Big Pelagics with one boat,13907,331,155,245,126,7026.258333336201,2935.0416666665974,3604.375000001403,1508.9583333340013
2016,1000073982,73982,Longline Tuna,17180,316,305,222,221,7336.550000001694,2168.2500000029013,7099.533333335096,2159.875000002801
2016,1004830034,4830034,Purse Seine Big Pelagics with one boat,2367,130,0,71,0,2394.3749999998004,669.7749999999,0,0
2014,1004957430,4957430,Squid hooking,6230,276,0,73,0,6269.9750000003005,533.5166666665999,0,0
2016,1000052582,52582,Purse Seine Big Pelagics with one boat,12323,287,0,213,0,6250.200000001811,2226.525000000299,0,0
2014,1004878139,4878139,Shrimp net,5088,240,0,200,0,5076.799999999899,3264.9499999996992,0,0
2014,1000049163,49163,Longline Tuna,17067,307,304,170,169,7099.966666673098,1456.6500000002982,7023.891666672995,1453.3250000002986
2014,1004553689,4553689,Oceanic gillnet,3499,157,0,44,0,3494.7166666666,238.9083333337,0,0
2016,1040511995,40511995,Stick-Held lift net,5979,269,0,30,0,5830.6000000064005,219.57499999989997,0,0
2015,1004956266,4956266,Squid hooking,6759,303,0,56,0,6958.333333333607,410.06666666670003,0,0
2016,1004480558,4480558,Purse Seine Small Pelagics,395,18,0,10,0,422.16666666670005,84.4916666667,0,0
2015,1004574385,4574385,Stick-Held lift net,3540,184,0,48,0,3676.8583333373003,525.3499999999004,0,0
2014,1004788544,4788544,Purse Seine Small Pelagics,4785,215,0,87,0,4877.366666666299,1188.8416666663002,0,0
2014,1000043943,43943,Longline Tuna,17202,312,302,180,180,7105.825000007109,976.1916666669995,6986.116666673411,976.1916666669995
2014,1004608868,4608868,Oceanic gillnet,4013,217,0,139,0,4073.333333333697,1919.9916666664988,0,0
2014,1000125037,125037,Purse Seine Group (2 boat) Big Pelagics,10111,214,0,147,0,4943.541666667397,1229.133333332599,0,0
2015,1004629062,4629062,Stick-Held lift net,5269,288,0,78,0,5613.041666666299,577.34166666629994,0,0
2015,1004616159,4616159,Stick-Held lift net,3092,213,0,79,0,4548.000000000801,998.7333333334001,0,0
2016,1000140629,140629,Purse Seine Small Pelagics,10733,265,0,81,0,5715.933333343798,694.0916666671999,0,0
2014,1004672251,4672251,Purse Seine Big Pelagics with one boat,3199,173,0,78,0,3265.433333333401,912.0499999999,0,0
2014,1000124807,124807,Purse Seine Small Pelagics,2920,146,0,69,0,1558.9333333331015,239.29166666690014,0,0
2015,1004647431,4647431,Purse Seine Small Pelagics,2057,179,0,88,0,2745.7166666635962,944.1749999986007,0,0
2014,1004583651,4583651,Stick-Held lift net,3194,122,0,35,0,2796.4666666661,241.89999999969984,0,0
2014,1004961352,4961352,Longline Tuna,4001,194,164,65,62,4258.708333333596,520.2083333335004,3573.433333333497,501.70833333350026
2016,1004926110,4926110,Squid hooking,5401,229,0,66,0,5343.6249999996935,635.533333333,0,0
2014,1004958153,4958153,Fish net/dragnet,6266,269,0,203,0,6068.616666666593,2591.0666666660995,0,0
2015,1004592650,4592650,Purse Seine Small Pelagics,1913,120,0,68,0,2038.9916666672991,560.9499999998003,0,0
2015,1000124689,124689,Purse Seine Small Pelagics,10514,252,0,114,0,5742.183333337692,910.6166666672001,0,0
2014,1004861512,4861512,Purse Seine Group (2 boat) Small Pelagics,3047,194,0,111,0,3411.0666666667967,1051.0916666668002,0,0
2014,1004964113,4964113,Purse Seine Small Pelagics,4557,213,0,169,0,4533.449999999801,2125.7166666667995,0,0
2015,1004520453,4520453,Anchored gillnets,5946,270,0,240,0,6196.558333333303,3424.5416666662995,0,0
2016,1031085979,31085979,Purse Seine Big Pelagics with one boat,1116,53,46,26,25,1089.7666666675009,334.9083333335999,953.5750000008003,319.90833333359984
2016,1040517584,40517584,Anchored gillnets,1216,54,0,33,0,1195.7583333314994,275.8416666659999,0,0
2016,1004564734,4564734,Purse Seine Small Pelagics,2328,127,0,45,0,2369.3999999966,359.4499999994,0,0
2015,1004517907,4517907,Anchored gillnets,975,86,0,41,0,1622.7166666673997,554.2833333333007,0,0
2015,1004961341,4961341,Squid hooking,5564,257,0,78,0,5608.608333332196,818.9083333331004,0,0
2014,1000116925,116925,Purse Seine Big Pelagics with one boat,2741,66,44,28,28,1450.1416666661,331.4916666663004,934.6833333327993,331.4916666663004
2014,1000074066,74066,Purse Seine Big Pelagics with one boat,2307,61,36,16,15,1148.1833333329996,127.25833333329999,766.6749999995995,126.25833333329999
2016,1031056669,31056669,Hand Line Tuna,4259,204,0,60,0,4125.4250000004995,573.1333333334,0,0
2015,1004941353,4941353,Longline Tuna,3713,168,159,112,112,3772.9499999998993,1128.2083333330002,3563.4749999998994,1128.2083333330002
2015,1004575820,4575820,Purse Seine Group (2 boat) Small Pelagics,687,75,0,15,0,1253.3833333326986,103.06666666649997,0,0
2015,1004555289,4555289,Purse Seine Small Pelagics,2835,143,0,51,0,3117.1166666668983,308.5666666668,0,0
2014,1004905100,4905100,Purse Seine Big Pelagics with one boat,1439,51,43,41,38,1138.9666666663,604.7583333327998,978.6666666661005,597.8083333328001
2016,1004962006,4962006,Squid hooking,3637,183,0,33,0,3647.5749999993977,247.1249999998,0,0
2016,1040408737,40408737,Purse Seine Small Pelagics,3450,151,0,7,0,3359.8749999997012,29.3083333334,0,0
2016,1031076466,31076466,Stick-Held lift net,1251,64,0,3,0,1198.8666666667,7,0,0
2016,1004468794,4468794,Purse Seine Small Pelagics,2124,158,0,75,0,2116.5583333331,521.4750000000998,0,0
2016,1000102793,102793,Longline Tuna,591,22,2,1,1,447.63333333389994,8.0000000001,32,1.5
2014,1004608867,4608867,Stick-Held lift net,656,43,0,6,0,713.8500000001003,26.466666666600002,0,0
2015,1000124861,124861,Purse Seine Small Pelagics,4355,171,0,80,0,3779.1333333329007,696.3499999999001,0,0
2015,1004887573,4887573,Longline Tuna,778,37,19,14,14,693.1999999996007,147.95000000009998,400.4416666666003,147.95000000009998
2014,1004887559,4887559,Purse Seine Small Pelagics,1463,76,0,34,0,1364.749999999399,374.87499999970015,0,0
2016,1004949322,4949322,Purse Seine Big Pelagics with one boat,303,17,2,6,0,304.76666666660003,91.95,18,0
2016,1040409941,40409941,Pole-and-line,831,91,0,38,0,859.1916666671997,217.2916666663999,0,0
2015,1000087078,87078,Purse Seine Big Pelagics with one boat,251,14,0,4,0,213.02499999970001,31.758333333300005,0,0
2015,1004842878,4842878,Purse Seine Small Pelagics,2378,253,0,37,0,2689.0416666673977,258.1666666662998,0,0
2015,1004554330,4554330,Purse Seine Small Pelagics,1659,93,0,52,0,1752.6916666664993,460.1083333334002,0,0
2015,1031051926,31051926,Stick-Held lift net,229,13,0,3,0,252.49166666669998,13,0,0
2016,1004449826,4449826,Oceanic gillnet,387,28,0,5,0,381.49166666670027,78.5416666667,0,0
2015,1000124622,124622,Pole-and-line,285,31,0,3,0,314.4666666672002,7.4750000000000005,0,0
2016,1140122008,140122008,Anchored gillnets,49,5,0,1,0,42.1916666667,3,0,0
2014,1000033659,33659,Purse Seine Small Pelagics,149,7,0,1,0,122.40833333310006,0.975,0,0
2014,1004649480,4649480,Purse Seine Small Pelagics,132,61,0,4,0,232.80833333299995,19.574999999900008,0,0
2014,1004752123,4752123,Purse Seine Big Pelagics with one boat,833,71,22,17,15,1083.658333332201,222.1666666664,453.90833333270035,204.39166666639997
2016,1040408233,40408233,Purse Seine Small Pelagics,3212,278,0,8,0,5908.316666666798,50.5083333335,0,0
2015,1004933511,4933511,Longline Tuna,5019,79,76,50,50,1744.7500000049986,577.6083333351999,1700.1333333381988,577.6083333351999
2016,1000124671,124671,Basic longline,10506,223,0,166,0,5032.950000000003,2271.0833333308988,0,0
2016,1031110080,31110080,Squid hooking,5459,254,0,33,0,5452.608333339903,315.6749999998999,0,0
2015,1000125323,125323,Basic longline,10120,242,0,161,0,5039.558333345999,1943.6916666711018,0,0
2014,1000081743,81743,Fish net/dragnet,15552,236,0,167,0,5258.775000000802,1790.9583333324995,0,0
2014,1004556773,4556773,Squid hooking,4364,204,0,95,0,4326.049999999598,593.0249999999,0,0
2016,1000124766,124766,Basic longline,5958,146,0,96,0,3048.350000002998,1326.9500000025998,0,0
2016,1004961341,4961341,Squid hooking,6730,299,0,99,0,6621.566666666202,942.8166666663001,0,0
2016,1004912796,4912796,Purse Seine Small Pelagics,2567,110,56,83,49,2431.174999999298,1328.0666666666991,1228.0333333325993,780.3999999996
2014,1004623994,4623994,Oceanic gillnet,5670,277,0,220,0,5703.241666666409,3130.4166666662004,0,0
2016,1004939765,4939765,Purse Seine Big Pelagics with one boat,1900,110,21,53,12,2134.941666667198,459.1750000000999,426.48333333370005,94.37500000010002
2014,NA,86811707379,Basic longline,3800,164,0,96,0,3624.416666656303,1384.1499999941016,0,0
2015,1004960947,4960947,Longline Tuna,7590,331,325,183,183,7704.541666666304,1632.7916666663991,7577.049999999604,1632.7916666663991
2014,1000087128,87128,Purse Seine Big Pelagics with one boat,9379,226,119,106,56,4979.516666665701,855.5000000005997,2682.7916666664996,487.95000000040005
2015,1004601999,4601999,Purse Seine Small Pelagics,3347,210,0,133,0,3653.974999999297,1627.8666666655981,0,0
2015,1000043926,43926,Purse Seine Big Pelagics with one boat,7005,150,0,115,0,3438.7750000015994,1567.6666666671015,0,0
2016,1004605004,4605004,Purse Seine Small Pelagics,811,70,0,37,0,1199.8916666671,473.7666666663999,0,0
2015,1004542326,4542326,Purse Seine Small Pelagics,2930,149,0,52,0,3122.558333332699,428.7749999996003,0,0
2014,NA,86811707395,Basic longline,4361,183,0,95,0,4034.174999996296,1486.0749999994,0,0
2014,1004629772,4629772,Basic longline,2853,216,0,132,0,4238.6666666657,1946.2583333327,0,0
2016,1004912944,4912944,Basic longline,5821,311,0,222,0,6135.541666664196,2071.2166666642984,0,0
2014,NA,86811034701,Shrimp net,4956,262,0,108,0,5653.1916666473,1317.4499999949003,0,0
2016,1004807268,4807268,Purse Seine Small Pelagics,4565,210,0,135,0,4626.983333332397,1418.6333333328994,0,0
2016,1004554620,4554620,Stick-Held lift net,4849,224,0,93,0,5098.874999999096,963.3166666659008,0,0
2016,1004602001,4602001,Longline Tuna,4951,241,131,108,93,5100.516666666001,875.9916666665004,2803.9583333325977,795.8833333331003
2014,1004887540,4887540,Stick-Held lift net,1862,166,0,9,0,2774.174999998998,79.125,0,0
2016,1040408369,40408369,Purse Seine Big Pelagics with one boat,4902,229,153,59,49,4947.791666665499,683.5083333319996,3417.8416666659014,566.5499999988
2014,1000059661,59661,Fish net/dragnet,15317,307,0,274,0,6996.725000000798,4395.425000001696,0,0
2016,1004493660,4493660,Stick-Held lift net,4396,193,0,41,0,3926.533333333001,289.9500000008,0,0
2016,1004541683,4541683,Purse Seine Small Pelagics,2974,200,0,99,0,2985.683333332598,896.6583333328003,0,0
2016,1004957412,4957412,Squid hooking,6415,277,0,65,0,6358.949999999708,525.5749999996999,0,0
2016,1000125532,125532,Longline Tuna,14063,298,283,206,206,6861.116666667596,2503.0083333341986,6534.200000000898,2503.0083333341986
2014,1000052573,52573,Purse Seine Small Pelagics,1322,40,0,9,0,714.6583333348997,100.59166666670002,0,0
2014,1004933490,4933490,Purse Seine Small Pelagics,3184,167,0,68,0,3380.791666667597,652.2833333335999,0,0
2015,NA,86811707414,Basic longline,4397,163,0,73,0,3437.516666663397,842.6166666652003,0,0
2016,1004547805,4547805,Purse Seine Small Pelagics,831,76,0,36,0,1151.9916666668007,399.8833333334002,0,0
2016,1004552110,4552110,Purse Seine Small Pelagics,5620,282,0,163,0,5905.758333333497,1434.3999999999999,0,0
2016,1000116640,116640,Stick-Held lift net,11643,294,0,63,0,6756.783333337305,515.4000000011999,0,0
2014,1000074289,74289,Purse Seine Big Pelagics with one boat,9650,232,2,124,0,5142.425000002896,1314.108333334,3.45,0
2016,1040510638,40510638,Stick-Held lift net,1796,79,0,4,0,1747.3750000037994,11.983333333400001,0,0
2014,1004572497,4572497,Purse Seine Small Pelagics,2774,147,0,67,0,2896.0499999998983,680.8083333328004,0,0
2014,1004693914,4693914,Fish net/dragnet,957,62,0,39,0,1131.1083333335005,642.2250000005002,0,0
2016,1004609895,4609895,Purse Seine Big Pelagics with one boat,2147,93,0,69,0,2127.0083333333,732.4583333336,0,0
2014,1000125389,125389,Pole-and-line,3106,122,0,38,0,1691.6833333323998,180.82499999969997,0,0
2016,1004449003,4449003,Basic longline,419,19,0,8,0,422.9916666667999,81.5166666666,0,0
2016,1004663261,4663261,Purse Seine Small Pelagics,601,30,0,4,0,630.8500000002,36.3666666667,0,0
2014,1004534399,4534399,Stick-Held lift net,1456,68,0,17,0,1471.7999999992992,174.9416666667,0,0
2015,1000087278,87278,Purse Seine Small Pelagics,8047,187,0,120,0,4015.4833333316983,1319.7666666649022,0,0
2016,1031051922,31051922,Stick-Held lift net,4180,192,0,36,0,4202.050000000299,196.4583333334,0,0
2015,1004597876,4597876,Purse Seine Big Pelagics with one boat,687,54,0,30,0,916.4416666671003,537.4166666671001,0,0
2014,NA,86811703459,Purse Seine Small Pelagics,5377,241,0,46,0,5169.691666657899,388.7833333326,0,0
2016,1004841658,4841658,Purse Seine Small Pelagics,2563,175,29,99,19,3249.5916666664966,1057.7833333333008,590.1750000001002,152.10000000019997
2014,1004575843,4575843,Purse Seine Big Pelagics with one boat,4281,198,0,122,0,4307.5416666666015,1304.0499999999995,0,0
2015,1004652024,4652024,Fish net/dragnet,1372,87,0,46,0,1532.8000000008997,725.7249999997001,0,0
2016,1040515048,40515048,Stick-Held lift net,2959,129,0,23,0,2906.2166666670037,234.1833333331999,0,0
2016,1004600122,4600122,Stick-Held lift net,934,51,0,4,0,889.3833333329007,52.883333333200014,0,0
2015,1000065239,65239,Purse Seine Small Pelagics,2874,71,9,50,9,1405.4416666650989,721.8833333324001,181.3750000003999,123.66666666680001
2016,1004926107,4926107,Squid hooking,4913,220,0,21,0,4873.899999999395,116.13333333330003,0,0
2015,1000073639,73639,Purse Seine Big Pelagics with one boat,7480,179,64,52,29,3956.3583333347992,361.37500000020003,1362.274999999901,166.608333333
2015,1004666882,4666882,Purse Seine Big Pelagics with one boat,7048,328,240,231,194,7445.91666666559,2688.4249999994995,5251.924999999295,2083.5583333331992
2015,1004532306,4532306,Purse Seine Small Pelagics,1430,135,0,40,0,1868.6749999996978,518.6166666666,0,0
2016,1031072293,31072293,Purse Seine Small Pelagics,4225,251,0,54,0,4601.733333334003,279.2333333324999,0,0
2014,1004861998,4861998,Squid hooking,5937,273,0,86,0,5866.408333333505,783.6916666666002,0,0
2016,1004911385,4911385,Purse Seine Small Pelagics,1212,160,0,4,0,2168.4000000004967,18.5583333334,0,0
2015,1004561322,4561322,Anchored gillnets,1448,63,0,45,0,1449.9583333331996,944.4333333329001,0,0
2016,1004564321,4564321,Purse Seine Small Pelagics,1017,98,0,48,0,1538.1416666666996,565.7083333336003,0,0
2015,1004961352,4961352,Longline Tuna,2856,134,110,23,23,2940.8166666668,200.9833333334,2428.1416666666996,200.9833333334
2014,1000124127,124127,Purse Seine Small Pelagics,3188,82,0,51,0,1790.4749999996,331.53333333310013,0,0
2016,1004450681,4450681,Squid hooking,3388,159,0,2,0,3562.2999999988956,9,0,0
2015,1004563511,4563511,Stick-Held lift net,3663,172,0,73,0,3801.4166666666993,563.2249999998,0,0
2016,1004614851,4614851,Purse Seine Big Pelagics with one boat,5234,280,4,153,3,5610.8666666653025,1841.5083333322991,26.4166666666,18.3
2016,1000065189,65189,Purse Seine Big Pelagics with one boat,1673,55,0,6,0,870.9083333326,5.9583333332,0,0
2016,1004615595,4615595,Stick-Held lift net,2234,136,0,37,0,2746.4416666659936,318.0333333333,0,0
2016,1004649482,4649482,Purse Seine Small Pelagics,1129,94,0,53,0,1238.9833333333981,257.9749999998,0,0
2016,1004777559,4777559,Pole-and-line,598,39,0,18,0,660.4083333326004,137.64166666650002,0,0
2016,1004572139,4572139,Purse Seine Small Pelagics,4331,207,0,151,0,4374.083333332997,1676.5416666656993,0,0
2015,1004652033,4652033,Fish net/dragnet,1914,83,0,60,0,1530.7750000004003,1158.3000000011007,0,0
2015,1000097272,97272,Purse Seine Small Pelagics,2271,63,0,2,0,1266.6583333324995,13.066666666600003,0,0
2016,1004608900,4608900,Stick-Held lift net,4634,246,0,83,0,4713.649999999896,718.1333333332002,0,0
2016,1004816209,4816209,Longline Tuna,3686,108,77,54,36,2403.925000024003,424.2416666693002,1614.2083333336996,296.84166666660013
2016,1004912789,4912789,Squid hooking,4871,229,0,90,0,4847.016666666298,754.2249999999001,0,0
2015,1004598759,4598759,Stick-Held lift net,3916,211,0,83,0,4315.233333331901,917.8166666662013,0,0
2016,1004573547,4573547,Purse Seine Small Pelagics,1243,67,0,50,0,1412.358333333499,527.4083333335002,0,0
2015,1004818920,4818920,Purse Seine Small Pelagics,3328,162,0,81,0,3436.1749999989956,603.5166666666003,0,0
2014,1004595634,4595634,Oceanic gillnet,800,78,0,46,0,1277.4749999999,471.13333333319997,0,0
2016,1031057395,31057395,Squid hooking,3684,163,0,11,0,3591.5833333371984,85.5083333333,0,0
2016,1040408424,40408424,Purse Seine Big Pelagics with one boat,2074,90,0,12,0,2029.3833333326006,81.09999999979999,0,0
2016,1031072271,31072271,Longline Tuna,133,20,2,1,1,124.99166666659998,2.0166666667,20.508333333299998,2.0166666667
2015,1004567485,4567485,Stick-Held lift net,145,20,0,5,0,157.2166666664,45.699999999899994,0,0
2016,1004887540,4887540,Stick-Held lift net,899,117,0,25,0,1540.8250000002984,216.78333333329994,0,0
2015,1004548842,4548842,Stick-Held lift net,2144,96,0,30,0,2135.7166666664975,302.64999999959997,0,0
2014,1004553613,4553613,Longline Tuna,1451,70,51,34,34,1414.6333333328002,474.55833333290013,1077.1583333329004,474.55833333290013
2015,1004727158,4727158,Purse Seine Group (2 boat) Big Pelagics,673,45,0,25,0,897.041666666701,395.8916666664,0,0
2016,1031058870,31058870,Purse Seine Small Pelagics,2126,92,0,47,0,2048.391666665001,286.44166666649994,0,0
2016,1004571988,4571988,Stick-Held lift net,434,27,0,3,0,446.4999999998,16,0,0
2014,1004731799,4731799,Purse Seine Big Pelagics with one boat,488,32,12,3,3,521.5249999995999,22.474999999900003,207.29166666639992,22.474999999900003
2016,1000040876,40876,Longline Tuna,406,11,3,2,0,211.4,16.308333333300002,37.750000000099995,0
2016,1004605005,4605005,Purse Seine Small Pelagics,1412,75,0,19,0,1612.2416666666993,99.5,0,0
2016,1004905098,4905098,Purse Seine Small Pelagics,278,16,0,9,0,291.9499999997999,57.374999999900005,0,0
2016,1004445002,4445002,Longline Tuna,421,18,18,6,6,422.1750000000002,81.48333333340001,422.1750000000002,81.48333333340001
2015,1004608901,4608901,Stick-Held lift net,569,35,0,9,0,604.7500000008007,68.26666666659999,0,0
2016,1040510485,40510485,Purse Seine Small Pelagics,238,14,0,1,0,232.08333333349995,4.9916666667000005,0,0
2015,1031100131,31100131,Purse Seine Big Pelagics with one boat,149,17,0,3,0,153.63333333340012,26.5166666666,0,0
2015,NA,86811707384,Basic longline,579,42,0,10,0,601.4166666666998,124.2833333332,0,0
2015,1004964837,4964837,Longline Tuna,9164,291,289,213,213,6767.958333315698,2187.0833333261016,6708.074999982396,2187.0833333261016
2015,1004619072,4619072,Stick-Held lift net,654,32,0,8,0,684.1749999999005,45.833333333400006,0,0
2016,1004626961,4626961,Oceanic gillnet,7655,230,0,139,0,4843.000000065305,1809.633333348901,0,0
2016,1004961352,4961352,Longline Tuna,3436,153,126,37,36,3460.6666666661004,389.61666666620005,2739.2083333329,374.6166666662
2016,1004460055,4460055,Stick-Held lift net,3438,167,0,56,0,3508.5916666666003,360.0500000000001,0,0
2016,1004625586,4625586,Basic longline,6145,293,0,230,0,6095.841666665904,3909.3416666653993,0,0
2016,1004964126,4964126,Longline Tuna,2524,111,104,76,74,2524.8999999998996,628.4499999997,2364.8999999999,620.4499999997
2015,1000125089,125089,Pole-and-line,4182,154,0,41,0,1914.7666666730984,208.5500000012001,0,0
2016,1000081486,81486,Purse Seine Small Pelagics,8759,191,33,126,15,4134.608333337497,864.6166666675002,453.5000000001,135.45833333350004
2014,1004878123,4878123,Stick-Held lift net,1850,105,0,38,0,2153.6666666664005,434.41666666630005,0,0
2016,1040510247,40510247,Stick-Held lift net,2134,100,0,11,0,2076.7166666663993,53.06666666660001,0,0
2014,1000125524,125524,Purse Seine Small Pelagics,3689,103,0,32,0,2009.225000000699,186.45,0,0
2016,1040514624,40514624,Purse Seine Big Pelagics with one boat,5809,254,0,66,0,5712.008333334099,520.7749999995,0,0
2016,1040513624,40513624,Purse Seine Small Pelagics,2449,137,0,41,0,2567.5916666670014,254.6083333332,0,0
2016,1000125539,125539,Basic longline,7277,168,0,105,0,3483.9916666684016,1101.1499999996995,0,0
2016,1004721117,4721117,Purse Seine Big Pelagics with one boat,5949,321,0,217,0,6606.2916666663,2873.549999999497,0,0
2016,1040511803,40511803,Anchored gillnets,1395,65,0,34,0,1426.3166666691016,684.4500000012993,0,0
2016,1004509085,4509085,Anchored gillnets,4298,83,0,56,0,1794.7500000453006,861.1250000062995,0,0
2014,1004634936,4634936,Purse Seine Small Pelagics,3596,252,0,127,0,3671.483333333399,1032.2583333330003,0,0
2016,1004481835,4481835,Longline Tuna,4686,212,159,66,63,4685.666666666197,617.8166666664,3349.2249999994992,592.8166666664001
2016,1004907136,4907136,Longline Tuna,1866,75,74,62,62,1639.4666666671003,776.4166666662001,1595.6833333335999,776.4166666662001
2015,1004627623,4627623,Stick-Held lift net,3696,172,0,19,0,3846.108333333697,77.3583333334,0,0
2016,1004926114,4926114,Longline Tuna,4241,197,195,150,150,4268.408333332499,1444.8583333331999,4220.983333332598,1444.8583333331999
2015,1004515115,4515115,Anchored gillnets,3411,156,0,117,0,3353.9916666659,1902.0999999994983,0,0
2016,1000070002,70002,Purse Seine Big Pelagics with one boat,12373,304,0,141,0,5887.341666670295,1491.975000000801,0,0
2016,1004663262,4663262,Purse Seine Big Pelagics with one boat,3217,149,65,76,45,3221.5000000006958,1182.2500000006996,1363.7583333334999,705.9583333335001
2016,1040511752,40511752,Anchored gillnets,1605,79,0,39,0,1609.1583333365002,466.2583333347999,0,0
2016,NA,86811707399,Basic longline,793,57,0,19,0,1126.8749999994,235.1333333329999,0,0
2016,1004493112,4493112,Stick-Held lift net,1199,61,0,35,0,1248.0916666668002,356.71666666659996,0,0
2016,1004613848,4613848,Stick-Held lift net,6314,275,0,115,0,6281.791666668301,949.2499999988001,0,0
2015,1004608400,4608400,Stick-Held lift net,2471,113,0,71,0,2504.4833333337997,1052.3083333332002,0,0
2016,1040511794,40511794,Anchored gillnets,4416,194,0,90,0,4351.300000001204,981.2750000005002,0,0
2016,1004558588,4558588,Purse Seine Big Pelagics with one boat,1028,56,30,28,23,1134.1000000001002,372.79166666670005,605.4833333334,288.4083333334
2014,1004949244,4949244,Longline Tuna,6556,289,277,160,157,6603.900000000096,1390.9583333328003,6354.3999999999005,1382.9583333328005
2015,1004861484,4861484,Purse Seine Small Pelagics,3646,223,0,76,0,4177.683333333099,883.1083333327999,0,0
2016,1040513982,40513982,Longline Tuna,2426,118,73,49,43,2459.0083333321004,837.6833333333002,1503.2499999998004,813.6916666666999
2016,1031072264,31072264,Longline Tuna,417,30,0,3,0,400.0666666663999,15,0,0
2016,1000140251,140251,Purse Seine Big Pelagics with one boat,9906,229,8,137,6,5048.275000006301,1669.9000000023998,144.64166666689994,46.3666666666
2014,1000056063,56063,Fish net/dragnet,5729,120,0,106,0,2731.3249999997,1583.6416666668986,0,0
2016,1040510475,40510475,Purse Seine Small Pelagics,4766,204,0,92,0,4634.624999996205,878.5666666664002,0,0
2015,1004620715,4620715,Purse Seine Small Pelagics,5275,293,0,167,0,5459.208333332103,1969.774999999399,0,0
2016,1040512342,40512342,Anchored gillnets,3519,158,0,30,0,3448.8500000041968,205.50000000029985,0,0
2016,1040408766,40408766,Longline Tuna,3620,226,220,99,99,5084.9333333277,1714.3999999992009,4964.6749999943995,1714.3999999992009
2014,1004628646,4628646,Longline Tuna,4669,206,87,175,78,4762.2666666665955,1286.7749999993002,1800.3166666665,547.3499999996999
2016,1004588750,4588750,Squid hooking,1950,91,0,51,0,1931.2333333332995,393.9916666667,0,0
2015,1004619050,4619050,Stick-Held lift net,5257,262,0,80,0,5681.624999998899,806.6166666661002,0,0
2014,1004583759,4583759,Purse Seine Small Pelagics,2689,207,0,105,0,3438.6333333326966,1333.9333333328987,0,0
2016,1004957410,4957410,Squid hooking,5678,246,0,39,0,5605.7499999993015,269.5083333332,0,0
2015,1000074100,74100,Purse Seine Big Pelagics with one boat,9754,252,1,130,1,5050.391666668296,1317.6750000024003,12.9166666667,11.9166666667
2016,1004723878,4723878,Purse Seine Big Pelagics with one boat,6645,258,139,143,114,5682.883333348304,1986.8500000090032,3010.4750000108024,1528.9833333409015
2015,1000141226,141226,Stick-Held lift net,5918,152,0,16,0,3410.2916666679985,67.77499999999999,0,0
2014,1004538617,4538617,Hand Line Tuna,1858,77,0,26,0,1768.9583333350004,136.34166666659993,0,0
2015,1004957181,4957181,Squid hooking,3465,308,0,79,0,6878.700000000102,952.9833333334,0,0
2016,1004623394,4623394,Stick-Held lift net,6233,285,0,71,0,6167.824999999998,592.4249999992005,0,0
2016,1004648441,4648441,Purse Seine Small Pelagics,1842,88,0,66,0,1909.183333332799,964.5333333327001,0,0
2015,1004680851,4680851,Stick-Held lift net,3307,166,0,50,0,3592.249999999799,431.09999999999997,0,0
