year,type,mmsi,imo,call_sign,ship_name,sub_type,flag_state,length,tonnage,engine_power,crew,all_encounters,encounters_with_high_seas_vessels,encounters_in_the_high_seas,distinct_fishing_flags,fraction_with_high_seas_vessels,most_common_flag,aux_engine_power,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc,gap_hours,gap_days
2014,reefer,529764000,8312655,T3PT2,WEI SHUN,Specialized Reefer,Kiribati,149.03,9032,7059,17,3,3,3,1,1,China,1764.75,15.278926933104,17.035610036448997,203,203,217,0,0
2014,reefer,576687000,9105293,YJQJ8,FUTAGAMI,Specialized Reefer,Vanuatu,88.94,2581,1471,19,3,3,3,2,1,Taiwan,367.75,13.460536892958,12.163754872889,203,203,217,118.40138888888887,1
2014,reefer,636012261,8801802,A8EJ6,FRIO OLYMPIC,Specialized Reefer,Liberia,141,8487,8910.50183876,19,3,3,3,3,1,China,2227.62545969,15.845661534183364,18.119918564545543,203,203,217,84.71638888888889,0
2014,reefer,636091098,9014444,A8JI5,PRINCE OF SEAS,Specialized Reefer,Liberia,128.25,6222.5,7060,20,3,3,3,2,1,Netherlands,1765,15.2731875843,17.0362668644,203,203,217,130.24916666666667,1
2014,reefer,1000097256,NA,NA,NA,NA,Indonesia,27.2,171,313.2,31,3,3,2,1,1,Indonesia,78.3,13.0368873561576,10.85386621649296,203,203,217,0,0
2014,reefer,1004716567,NA,NA,NA,NA,Indonesia,24.76,110,350,31,3,3,3,1,1,Indonesia,87.5,13.047760533,10.8970873025,203,203,217,0,0
2015,reefer,277327000,9009683,LYRT,LIBRA,Specialized Reefer,Lithuania,113.3,4587,5293.5,15,3,3,3,1,1,Russia,1323.375,14.708942087900999,15.75599863650025,203,203,217,70.81805555555556,1
2015,reefer,308765000,8517346,9LU2195,TAMA HOPE,Specialized Reefer,The Bahamas,145.55,6579,6787.99716845,21,3,3,3,1,1,China,1696.9992921125,15.18910047968458,16.854771968384124,203,203,217,0,0
2015,reefer,353019000,8502432,3FZW3,FRIO CANARIAS,Specialized Reefer,Panama,102.81,4109,3272.97055,21,3,3,3,3,1,Russia,818.2426375,14.061588711615556,13.997250373235472,203,203,217,0,0
2015,reefer,374048000,9220653,3FRF9,SHIN HO CHUN NO.101,Specialized Reefer,Panama,95,2495,2460.81,30,3,3,3,1,1,Vanuatu,615.2025,13.7788996351551,13.201807556529976,203,203,217,0,0
2015,reefer,440046000,9021277,DSMA2,SEIWA,Specialized Reefer,South Korea,94,2692,2427,20,3,3,3,1,1,South Korea,606.75,13.770900106872,13.167593153041,260,203,217,0,0
2015,reefer,440283000,9172909,D8DK,SEIYU,Specialized Reefer,South Korea,91,2713,2405,20,3,3,3,1,1,South Korea,601.25,13.764115724369999,13.145282774224999,260,203,217,929.7922222222222,31
2015,reefer,441834000,8513039,3FGM3,IRIS,Specialized Reefer,South Korea,76,2840.05,5324.298,23,3,3,0,2,1,China,1331.0745,14.706645286209303,15.780375952403634,260,203,217,228.64944444444447,0
2015,reefer,636017010,8517358,D5IW5,NOVA STELLA,Specialized Reefer,Liberia,145.55,6579,7466.24747997,19,3,3,3,1,1,Lithuania,1866.5618699925,15.400687705957978,17.296736796517436,203,203,217,57.410833333333336,0
2015,reefer,1000065111,NA,NA,NA,NA,Indonesia,29.82,174,350,31,3,3,3,1,1,Indonesia,87.5,13.0490757522,10.8970873025,203,203,217,0,0
2015,reefer,1004893675,NA,NA,NA,NA,Indonesia,19.98,63,350,31,3,3,1,1,1,Indonesia,87.5,13.0467946689,10.8970873025,203,203,217,0,0
2016,reefer,354493000,9105358,3FSC4,MABAH,Specialized Reefer,Panama,120.75,4457,3090,19,3,3,3,2,1,Taiwan,772.5,14.00780688954,13.8224750449,203,203,217,0,0
2016,reefer,370890000,7908770,3EVW4,FORTUNA REEFER,Specialized Reefer,Panama,99.59,3493,5366.20289286,23,3,3,3,2,1,Taiwan,1341.550723215,14.724584934379347,15.813427420040579,203,203,217,0,0
2016,reefer,431263000,9746827,7JUZ,GOUTA MARU,Specialized Reefer,Japan,104.2,4865,2998,48,3,3,3,1,1,Japan,749.5,13.98399333966,13.733622498116,203,203,217,189.73027777777776,1
2016,reefer,1040510104,NA,NA,NA,NA,Indonesia,31.64,198,313.2,31,3,3,3,1,1,Indonesia,78.3,13.0374449387088,10.85386621649296,203,203,217,0,0
2013,reefer,352349000,9073385,3FNR3,FRIO SHINANO,Specialized Reefer,Panama,125.01,7307,9600,20,3,2,3,2,0.6666666666666666,China,2400,16.0628299476,18.45631264,203,203,217,24.51361111111111,0
2013,reefer,576277000,9186936,YJQA5,SHIN IZU,Specialized Reefer,Vanuatu,95.92,2781,2648.0016,24,3,2,3,1,0.6666666666666666,Japan,662.0004,13.843467496503196,13.389646635228036,203,203,217,84.28944444444444,0
2014,reefer,273344710,8609802,UBSE4,ICE BREEZE,Specialized Reefer,Russia,90,3403,4352.15177621,24,3,2,2,2,0.6666666666666666,South Korea,1088.0379440525,14.398798574769538,14.97569426127745,250,203,217,0,0
2014,reefer,356514000,9035084,3FHE6,HAI FENG 618,Specialized Reefer,Panama,138,7800,7056.66666667,25,3,2,3,1,0.6666666666666666,China,1764.1666666675,15.27555283600103,17.03407713867997,203,203,217,59.79055555555556,0
2014,reefer,440214000,8807430,D7MY,SEIN QUEEN,Specialized Reefer,South Korea,119.15,4273,4668.42686667,21,3,2,3,1,0.6666666666666666,China,1167.1067166675,14.507795164501587,15.245467209813192,260,203,217,149.90666666666667,4
2014,reefer,529086000,9262182,3FEQ5,SHIN HO CHUN NO.102,Specialized Reefer,Kiribati,95.2,2900,2461.8,34,3,2,3,2,0.6666666666666666,China,615.45,13.78519725876,13.202808072577959,203,203,217,0,0
2014,reefer,576688000,8807442,YJQK2,FRIO DOLPHIN,Specialized Reefer,Vanuatu,141.58,8519,7228.74,23,3,2,3,2,0.6666666666666666,Vanuatu,1807.185,15.329871043923479,17.145998129255037,203,203,217,25.03388888888889,0
2015,reefer,354871000,8801814,3FYF8,FRIO OCEANIC,Specialized Reefer,Panama,133.59,8487,10650,20,3,2,3,2,0.6666666666666666,Vanuatu,2662.5,16.3792154499,18.8983230025,203,203,217,0,0
2015,reefer,440214000,8807430,D7MY,SEIN QUEEN,Specialized Reefer,South Korea,119.15,4273,4668.42686667,21,3,2,0,2,0.6666666666666666,Kiribati,1167.1067166675,14.507795164501587,15.245467209813192,260,203,217,0,0
2015,reefer,529346000,8604967,T3XH,FULL KUO SHIN,Specialized Reefer,Kiribati,94.71,2525,3749.66967938,23,3,2,1,1,0.6666666666666666,Taiwan,937.417419845,14.195742718686729,14.440500481792652,203,203,217,82.83,0
2015,reefer,576689000,8916748,YJQK7,ZEFYROS,Specialized Reefer,Vanuatu,141,8483,7870.3,20,3,2,3,1,0.6666666666666666,South Korea,1967.575,15.5266021140642,17.54320385657561,203,203,217,0,0
2015,reefer,1004933527,NA,NA,NA,NA,Indonesia,28.85,145,275.9,31,3,2,2,1,0.6666666666666666,Indonesia,68.975,13.024056254919,10.80995155631849,203,203,217,0,0
2016,reefer,341095000,7359278,V4JW2,SUNNY LISA,Specialized Reefer,Saint Kitts and Nevis,74.12,1327,1861.754722,31,3,2,2,1,0.6666666666666666,Russia,465.4386805,13.56614858422887,12.582560154360463,203,203,217,67.25416666666666,0
2016,reefer,529105000,7927453,T3MH,TAI FU 3,Specialized Reefer,Kiribati,99.58,3505,3517.73926017,27,3,2,3,1,0.6666666666666666,Taiwan,879.4348150425,14.13243853397099,14.22702812655173,203,203,217,540.2780555555555,0
2013,reefer,273219900,7604403,UHTA,ARCTIC PRINCESS,Specialized Reefer,Russia,69.5,1966,1470,24,3,1,0,1,0.3333333333333333,Russia,367.5,13.44946422516,12.1626680161,250,203,217,53.12583333333333,0
2014,reefer,351747000,NA,NA,NA,NA,Panama,126.39,7355,9600,22,3,1,3,1,0.3333333333333333,Vanuatu,2400,16.062598914,18.45631264,203,203,217,154.1375,2
2016,reefer,1000097256,NA,NA,NA,NA,Indonesia,27.2,171,313.2,31,3,1,1,1,0.3333333333333333,Indonesia,78.3,13.0368873561576,10.85386621649296,203,203,217,0,0
2013,reefer,200001140,NA,BZ1UR,FU YUAN YU F86,Fish Processor/Factory,China,77,1588,986.5611,33,2,2,2,1,1,China,246.640275,13.285427263948515,11.628229387826039,280,203,217,0,0
2013,reefer,351817000,8807430,3EVO6,WHITE DOLPHIN,Specialized Reefer,Panama,119.15,4273,4670.4186500000005,21,2,2,2,1,1,Lithuania,1167.6046625000001,14.508429116139643,15.24714175239931,203,203,217,24.33861111111111,0
2013,reefer,352533000,8122385,3EGN7,VIVA 106,Specialized Reefer,Panama,91.03,3574,5400,25,2,2,2,1,1,China,1350,14.7359572368,15.83998564,203,203,217,296.99444444444447,10
2013,reefer,352894000,9278612,HPFK,TUNA QUEEN,Specialized Reefer,Panama,113,4499,4070,21,2,2,2,2,1,South Korea,1017.5,14.31966491994,14.7285317321,203,203,217,89.86027777777777,1
2013,reefer,356567000,9010785,HPXZ,SHANGHAI REEFER,Specialized Reefer,Panama,144.34,12413,7599.16533333,23.5,2,2,2,1,1,China,1899.7913333325,15.446079609485942,17.379201492208683,203,203,217,79.27194444444444,0
2013,reefer,416788000,6908113,BZFN,CHANG CHING NO.1,Specialized Reefer,Taiwan,104.5,2912.46,3282.4,40,2,2,0,1,1,Taiwan,820.6,14.04962588203363,14.00618768458304,203,203,217,704.9666666666667,14
2013,reefer,563418000,9666508,9V6110,CHITOSE,Specialized Reefer,Singapore,134.15,6534,4204.71016781,21,2,2,2,2,1,Japan,1051.1775419525,14.382768149336897,14.847300786993799,203,203,217,0,0
2014,reefer,245317000,9085479,PDKK,COOL EXPRESO,Specialized Reefer,Netherlands,127,5471,5400,13,2,2,2,2,1,Germany,1350,14.7486732072,15.83998564,270,203,217,0,0
2014,reefer,341099000,8500630,V4JY2,ATLANTIC LADY,Specialized Reefer,Saint Kitts and Nevis,139.8,8864,6151.76731159,21,2,2,2,1,1,Russia,1537.9418278975,15.001228606960982,16.40801497624465,203,203,217,0,0
2014,reefer,352894000,9278612,HPFK,TUNA QUEEN,Specialized Reefer,Panama,113,4499,4070,21,2,2,2,1,1,Taiwan,1017.5,14.31966491994,14.7285317321,203,203,217,0,0
2014,reefer,353981000,9081679,3FVQ8,FRIO HELLENIC,Specialized Reefer,Panama,143.3,9997,15600,21,2,2,2,2,1,China,3900,17.8654117956,19.83949744,203,203,217,0,0
2014,reefer,354871000,8801814,3FYF8,FRIO OCEANIC,Specialized Reefer,Panama,133.59,8487,10650,20,2,2,2,2,1,Taiwan,2662.5,16.3792154499,18.8983230025,203,203,217,24.865277777777777,0
2014,reefer,355317000,8301723,3FHF5,ORIENTAL CHILAN,Specialized Reefer,Panama,79.83,2113,2207,24,2,2,2,2,1,China,551.75,13.690973611878,12.942813568120998,203,203,217,24.325,0
2014,reefer,356878000,NA,NA,NA,NA,Panama,142.4,7777,5814.6667717,22,2,2,2,1,1,China,1453.666692925,14.892128245389213,16.158682164042695,203,203,217,0,0
2014,reefer,416696000,6811932,BZKU,FU JYI,Specialized Reefer,Taiwan,111.1,3582.03,4475,50,2,2,1,1,1,Taiwan,1118.75,14.4398463452865,15.081394180624999,203,203,217,73.63,0
2014,reefer,514298000,8224432,XUJF6,MING HANG 8,Specialized Reefer,Cambodia,149.03,9092,5644.2707716,21,2,2,2,1,1,China,1411.0676929,14.847465114204528,16.029323788992937,203,203,217,0,0
2014,reefer,515777000,8609292,XUCT6,QI HANG,Specialized Reefer,Cambodia,144.5,7286,7952.45526405,20,2,2,2,1,1,China,1988.1138160125,15.552156259950792,17.591780849678486,203,203,217,0,0
2014,reefer,529101000,7908732,T3MD,HUA JIAN 1,Specialized Reefer,Kiribati,99.99,3415,3310.001,22.5,2,2,2,1,1,China,827.50025,14.06476236233607,14.03230882222194,203,203,217,0,0
2014,reefer,529346000,8604967,T3XH,FULL KUO SHIN,Specialized Reefer,Kiribati,94.71,2525,3749.66967938,23,2,2,2,2,1,China,937.417419845,14.195742718686729,14.440500481792652,203,203,217,123.86194444444446,0
2014,reefer,529606000,NA,NA,NA,NA,Kiribati,84.6,2429,1477.44875174,23,2,2,2,1,1,China,369.362187935,13.459965599558908,12.17076189453791,203,203,217,24.9325,0
2014,reefer,576420000,9140097,YJQE9,VICTORIA,Specialized Reefer,Vanuatu,91.48,2717,1471,22,2,2,2,1,1,Japan,367.75,13.462913699406,12.163754872889,203,203,217,173.13833333333332,1
2014,reefer,576689000,8916748,YJQK7,ZEFYROS,Specialized Reefer,Vanuatu,141,8483,7870.3,20,2,2,2,1,1,South Korea,1967.575,15.5266021140642,17.54320385657561,203,203,217,57.3825,0
2014,reefer,577132000,9666493,D5JI4,CHIKUMA,Specialized Reefer,Vanuatu,134.16,6558,4550,20,2,2,2,1,1,Japan,1137.5,14.4907443162,15.1453541225,203,203,217,24.919444444444444,0
2014,reefer,1000056676,NA,NA,NA,NA,Indonesia,25.68,98,350,31,2,2,1,1,1,Indonesia,87.5,13.047513929399999,10.8970873025,203,203,217,0,0
2015,reefer,273211110,8811675,UFYW,PAMYAT ILICHA,Specialized Reefer,Russia,152.87,12406,7600,22,2,2,2,1,1,China,1900,15.4463219448,17.379715039999997,250,203,217,153.36638888888888,0
2015,reefer,341759000,9076258,V4RV2,FRIO PETROPAVLOVSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6964,7303.20800831,20,2,2,2,1,1,Russia,1825.8020020775,15.350397422499714,17.193727760854397,203,203,217,202.58472222222224,5
2015,reefer,351478000,8908076,3FNT8,ATMODA,Specialized Reefer,Panama,144.34,8996,7704.5724,21,2,2,0,2,1,South Korea,1926.1431,15.475963918062883,17.44363155176673,203,203,217,24.799722222222222,0
2015,reefer,355141000,8323599,3FEJ5,YUNG DA FA 102,Specialized Reefer,Panama,93.88,2829,2471.9955,22,2,2,2,1,1,China,617.998875,13.78743474421103,13.213107484638028,203,203,217,150.59694444444443,2
2015,reefer,356517000,9172698,3FLM8,ASIAN COSMOS,Specialized Reefer,Panama,125.5,6971,9600,25,2,2,2,1,1,Netherlands,2400,16.0644471828,18.45631264,203,203,217,0,0
2015,reefer,357805000,8521830,3FTR9,SKYFROST,Specialized Reefer,Panama,152.94,12383,4437,20,2,2,2,1,1,China,1109.25,14.509913606718,15.048822615601,203,203,217,120.8038888888889,1
2015,reefer,416567000,7305722,BEGE,LIAN CHUAN SHENG 66,Specialized Reefer,Taiwan,105.3,2944.1,4028.2,40,2,2,0,1,1,Taiwan,1007.05,14.29011505143396,14.691394348721959,203,203,217,0,0
2015,reefer,441032000,NA,NA,NA,NA,South Korea,86.33,2104.66,3337.21826865,22,2,2,2,2,1,South Korea,834.3045671625,14.057294252979343,14.058009403881869,260,203,217,37.5325,0
2015,reefer,529781000,8814299,T3QL2,ZHONG XIANG,Specialized Reefer,Kiribati,150,10629,5079.19484531,20,2,2,2,1,1,China,1269.7987113275,14.686732387518687,15.584350482110011,203,203,217,791.6647222222223,20
2015,reefer,576276000,9140281,YJQA4,SHIN FUJI,Specialized Reefer,Vanuatu,99.5,3822,2942,25,2,2,2,1,1,Papua New Guinea,735.5,13.952239283592,13.679219491556,203,203,217,0,0
2015,reefer,576328000,9620384,YJRE3,GENTU MARU,Specialized Reefer,Vanuatu,99.06,3989,2998,14,2,2,2,1,1,Japan,749.5,13.972351751676,13.733622498116,203,203,217,0,0
2015,reefer,576419000,9071583,YJQE8,MEITA MARU,Specialized Reefer,Vanuatu,106.86,3802,2942,40,2,2,2,1,1,Japan,735.5,13.951970422872,13.679219491556,203,203,217,69.3338888888889,1
2015,reefer,577169000,8710728,7JTK,TAISEI MARU 15,Specialized Reefer,Vanuatu,122.74,4969,3846.65977,25,2,2,2,1,1,Japan,961.6649425,14.25387018242707,14.528544362583945,203,203,217,0,0
2015,reefer,636010125,8916229,ELRD7,ELBRUS,Specialized Reefer,Liberia,146.29,7089,8130.10846344,19,2,2,2,1,1,China,2032.52711586,15.60738682567873,17.69504846772219,203,203,217,113.9036111111111,0
2015,reefer,636017108,9666493,D5JI4,CHIKUMA,Specialized Reefer,Liberia,134.15,6558,4550,20,2,2,2,1,1,Japan,1137.5,14.4907443162,15.1453541225,203,203,217,25.483888888888888,0
2015,reefer,730151013,8513869,HKJC7,ORION S,Specialized Reefer,Colombia,92.23,3264,3163.5215039,26,2,2,1,1,1,Colombia,790.880375975,14.015857573141503,13.89301310309381,203,203,217,0,0
2016,reefer,351527000,8217104,H8IL,OCEAN MARINER,Specialized Reefer,Panama,125,5070,6127.48273822,22,2,2,2,1,1,China,1531.870684555,14.97594110623483,16.39034539993392,203,203,217,34.15111111111111,0
2016,reefer,352351000,9072824,3EJD5,AVUNDA REEFER,Specialized Reefer,Panama,125,7313,7060,22,2,2,2,1,1,South Korea,1765,15.27553377324,17.0362668644,203,203,217,100.45416666666667,2
2016,reefer,371100000,8508840,HPQB,YUNG DA FA 101,Specialized Reefer,Panama,88.32,2436,1912,19,2,2,0,1,1,United States,478,13.600587133055999,12.635559872576,203,203,217,106.40944444444445,2
2016,reefer,374048000,9220653,3FRF9,SHIN HO CHUN NO.101,Specialized Reefer,Panama,95,2495,2460.81,30,2,2,2,1,1,China,615.2025,13.7788996351551,13.201807556529976,203,203,217,318.4586111111111,2
2016,reefer,374321000,8513039,3FGM3,IRIS REEFER,Specialized Reefer,Panama,126,5578,5324.298,23,2,2,2,2,1,China,1331.0745,14.725566642302951,15.780375952403634,203,203,217,212.57944444444445,0
2016,reefer,529346000,8604967,T3XH,FULL KUO SHIN,Specialized Reefer,Kiribati,94.71,2525,3749.66967938,23,2,2,2,2,1,Seychelles,937.417419845,14.195742718686729,14.440500481792652,203,203,217,449.29055555555556,13
2016,reefer,577082000,8223311,YJRZ7,TALOFA,Specialized Reefer,Vanuatu,107.88,4394,3292.098,18,2,2,2,1,1,China,823.0245,14.071242937645895,14.015372393566253,203,203,217,0,0
2016,reefer,1040510450,NA,NA,NA,NA,Indonesia,25.88,138,275.9,31,2,2,2,1,1,Indonesia,68.975,13.023910980543599,10.80995155631849,203,203,217,0,0
2013,reefer,273833000,8623925,UIEI,DORIDA,Specialized Reefer,Russia,126.6,6665,3031.2666703,23,2,1,0,2,0.5,Russia,757.816667575,14.0182844493546,13.765826234492009,250,203,217,33.05111111111111,0
2013,reefer,356986000,9175286,HPZK,DESIGNER KNYSH,Specialized Reefer,Panama,133.81,6971,3053.87929667,22,2,1,2,1,0.5,China,763.4698241675,14.029353057054728,13.787667732980758,203,203,217,176.85666666666668,3
2013,reefer,357670000,9041540,H9PE,SARONIC BREEZE,Specialized Reefer,Panama,137.55,6399,5480,20,2,1,1,2,0.5,Cambodia,1370,14.779890092159999,15.9025004816,203,203,217,50.60333333333333,0
2014,reefer,273441270,7821910,UFTA,MYS KOMMUNAROV,Specialized Reefer,Russia,68.61,1150,3178.55349744,23,2,1,0,1,0.5,Russia,794.63837436,13.993636221411721,13.907383899856356,250,203,217,28.894166666666667,0
2014,reefer,273449080,8723361,UAYO,SORAKSAN,Specialized Reefer,Russia,126.6,6648,3951.85544485,23,2,1,1,2,0.5,Russia,987.9638612125,14.30507313103773,14.623218715408113,250,203,217,164.36805555555554,3
2014,reefer,306497000,8514784,PJHA,NOVA ZEELANDIA,Specialized Reefer,Curacao,110.7,4440,6657.78792578,22,2,1,2,1,0.5,China,1664.446981445,15.14151930956075,16.765874576508388,203,203,217,29.404722222222222,0
2014,reefer,341049000,8860444,V4KI2,FRIO ARKHANGELSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6989,5058.72270362,21,2,1,0,1,0.5,Russia,1264.680675905,14.652767339815504,15.567768371333736,203,203,217,0,0
2014,reefer,576285000,9003158,YJQD7,HOUTA MARU,Specialized Reefer,Vanuatu,105.37,3516.8,2942,25,2,1,1,1,0.5,South Korea,735.5,13.9481364690048,13.679219491556,203,203,217,0,0
2014,reefer,576397000,8909680,YJQE4,KAIHO MARU,Specialized Reefer,Vanuatu,94.5,2600,2088.8,20,2,1,1,2,0.5,South Korea,522.2,13.66033852704,12.82050774003776,203,203,217,0,0
2014,reefer,1000065268,NA,NA,NA,NA,Indonesia,25.46,142,350,31,2,1,0,1,0.5,Indonesia,87.5,13.0484181426,10.8970873025,203,203,217,0,0
2014,reefer,1000073682,NA,NA,NA,NA,Indonesia,26.98,89,275.9,31,2,1,1,1,0.5,Indonesia,68.975,13.0228940599158,10.80995155631849,203,203,217,0,0
2015,reefer,341009000,8845717,V4KD2,FRIO MURMANSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6989,7408.58164601,20,2,1,0,1,0.5,Russia,1852.1454115025,15.38318847470939,17.260537043374708,203,203,217,68.255,0
2015,reefer,352247000,8904070,3EPS8,FONG KUO NO.818,Specialized Reefer,Panama,115,5286,5070.76,18,2,1,0,1,0.5,Taiwan,1267.69,14.64355598955888,15.57752229696475,203,203,217,0,0
2015,reefer,352515000,8324244,HOAL,FRIO PACIFIC,Specialized Reefer,Panama,138,6117,7890,21.5,2,1,2,1,0.5,China,1972.5,15.53293916754,17.5548994609,203,203,217,0,0
2016,reefer,273313270,8516627,UFEF,SIMFONIYA,Specialized Reefer,Russia,103,4298,5700,22,2,1,1,2,0.5,Russia,1425,14.8362748188,16.07187721,250,203,217,32.39083333333333,0
2016,reefer,273374170,9175274,UBJN2,FRIO VLADIVOSTOK,Specialized Reefer,Russia,134,6971,6865,22,2,1,0,1,0.5,Russia,1716.25,15.21417529107,16.906730056024998,250,203,217,185.48000000000002,0
2016,reefer,341009000,8845717,V4KD2,FRIO MURMANSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6989,7408.58164601,20,2,1,1,1,0.5,Russia,1852.1454115025,15.38318847470939,17.260537043374708,203,203,217,63.12972222222222,0
2016,reefer,356728000,9035072,3ETB8,DON REEFER,Specialized Reefer,Panama,116.33,6082,7060,20,2,1,2,2,0.5,China,1765,15.272885301359999,17.0362668644,203,203,217,0,0
2016,reefer,412436952,8782862,BZW7A,OUYALENG6,Fish Carrier,China,93.98,3289,2100,32,2,1,2,1,0.5,China,525,13.6748076702,12.83214289,280,203,217,0,0
2013,reefer,273252100,8723270,UFVQ,VYBORGSKIY,Specialized Reefer,Russia,85.1,2416,852,24,1,1,0,1,1,Russia,213,13.257483939456,11.476273747215998,250,203,217,0,0
2013,reefer,306872000,9120217,PJYS,SIERRA LOBA,Specialized Reefer,Curacao,117.27,5100,6126.56824889,21,1,1,1,1,1,Lithuania,1531.6420622225,14.975793366427572,16.389679126414915,203,203,217,0,0
2013,reefer,341009000,8845717,V4KD2,FRIO MURMANSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6989,7408.58164601,20,1,1,1,1,1,Russia,1852.1454115025,15.38318847470939,17.260537043374708,203,203,217,451.4636111111111,10
2013,reefer,351763000,8214839,3FRT,SHIN HANG,Specialized Reefer,Panama,143.52,8739,6684,30,1,1,1,1,1,China,1671,15.163531622808,16.783875143824,203,203,217,28.61,0
2013,reefer,351776000,8130837,3FIY4,MING HANG,Specialized Reefer,Panama,145.55,6183,5707.52280303,22,1,1,1,1,1,China,1426.8807007575,14.84971473480721,16.07760312525223,203,203,217,170.12083333333334,4
2013,reefer,352515000,8324244,HOAL,FRIO PACIFIC,Specialized Reefer,Panama,138,6117,7890,21.5,1,1,1,1,1,South Korea,1972.5,15.53293916754,17.5548994609,203,203,217,27.536666666666665,0
2013,reefer,353185000,9145920,3FTS6,KURIKOMA,Specialized Reefer,Panama,114.82,4166.2,2950,40,1,1,1,1,1,South Korea,737.5,13.95941498682,13.6870061225,203,203,217,49.23222222222222,0
2013,reefer,353242000,8517815,3FHP2,OSTROV BERINGA,Specialized Reefer,Panama,120.5,5757,4417.98606667,21.5,1,1,1,1,1,Taiwan,1104.4965166675,14.442027495856383,15.032483185345997,203,203,217,0,0
2013,reefer,354260000,7920728,3EDM10,FONG QUN,Specialized Reefer,Panama,69,1153,4222.49519847,23,1,1,1,1,1,China,1055.6237996175,14.334874917140262,14.862876863176897,203,203,217,68.65777777777778,0
2013,reefer,357735000,9184548,3FSC9,FRIO MOGAMI,Specialized Reefer,Panama,127.38,7367,7059.11253333,20,1,1,1,1,1,Vanuatu,1764.7781333325,15.275375016264299,17.035683955327645,203,203,217,94.7961111111111,0
2013,reefer,371335000,8317356,3FE06,HAI FENG 628,Specialized Reefer,Panama,138.38,6268,8306,25,1,1,1,1,1,China,2076.5,15.663050654064,17.794899713443996,203,203,217,0,0
2013,reefer,372910000,8613920,3EVC7,HAI FENG 638,Specialized Reefer,Panama,110.2,4986,7097,25,1,1,1,1,1,Cambodia,1774.25,15.282231429636,17.060515408361,203,203,217,34.99194444444444,0
2013,reefer,373039000,9016985,3FDH6,HAI FENG 688,Specialized Reefer,Panama,152.94,12413,6488.06445787,22,1,1,0,1,1,China,1622.0161144675,15.117234245532288,16.64804135811105,203,203,217,83.46305555555556,0
2013,reefer,416696000,6811932,BZKU,FU JYI,Specialized Reefer,Taiwan,111.1,3582.03,4475,50,1,1,0,1,1,Taiwan,1118.75,14.4398463452865,15.081394180624999,203,203,217,51.858333333333334,0
2013,reefer,416702000,7920869,BZLL,SHENG HONG,Specialized Reefer,Taiwan,80.49,1866,2237.1,40,1,1,0,1,1,Taiwan,559.275,13.696934376778799,12.973787402090888,203,203,217,0,0
2013,reefer,416778000,7332713,BECS,WIN SHUEN SHING,Specialized Reefer,Taiwan,100,3062,4028.4,35,1,1,0,1,1,Taiwan,1007.1,14.2914131574864,14.69157235963024,203,203,217,1114.128888888889,29
2013,reefer,576414000,9128764,YJQE5,TENHO MARU,Specialized Reefer,Vanuatu,94,3496,2942.224,47,1,1,1,1,1,South Korea,735.556,13.947928626584831,13.679437584232144,203,203,217,34.980555555555554,0
2013,reefer,576711000,8710340,YJQN2,FRIO ATHENS,Specialized Reefer,Vanuatu,141.58,8519,7228.74,20,1,1,1,1,1,Vanuatu,1807.185,15.329871043923479,17.145998129255037,203,203,217,0,0
2013,reefer,577105000,9133305,YJTA9,RYOMA,Specialized Reefer,Vanuatu,120.75,4741.17,2993,25,1,1,1,1,1,Taiwan,748.25,13.98076270429698,13.728774896921,203,203,217,0,0
2013,reefer,577122000,9666481,YJTD3,IBUKI,Specialized Reefer,Vanuatu,134.15,6558,4550,23,1,1,1,1,1,Japan,1137.5,14.4907443162,15.1453541225,203,203,217,120.78972222222222,0
2013,reefer,577132000,9666493,D5JI4,CHIKUMA,Specialized Reefer,Vanuatu,134.16,6558,4550,20,1,1,1,1,1,Japan,1137.5,14.4907443162,15.1453541225,203,203,217,61.75416666666667,0
2013,reefer,636012261,8801802,A8EJ6,FRIO OLYMPIC,Specialized Reefer,Liberia,141,8487,8910.50183876,19,1,1,1,1,1,South Korea,2227.62545969,15.845661534183364,18.119918564545543,203,203,217,30.059722222222224,0
2014,reefer,214182223,7719595,ERVW,AQUAMARINE,Specialized Reefer,Moldova,100.62,2754,3690,25,1,1,0,1,1,Ukraine,922.5,14.179073623079999,14.3859750169,203,203,217,0,0
2014,reefer,273512400,8225723,UIMH,TAMBOV,Specialized Reefer,Russia,152.69,12527,6624,23,1,1,1,1,1,China,1656,15.157847768783999,16.742593467903998,250,203,217,0,0
2014,reefer,341009000,8845717,V4KD2,FRIO MURMANSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6989,7408.58164601,20,1,1,1,1,1,Russia,1852.1454115025,15.38318847470939,17.260537043374708,203,203,217,82.4186111111111,0
2014,reefer,341095000,7359278,V4JW2,SUNNY LISA,Specialized Reefer,Saint Kitts and Nevis,74.12,1327,1861.754722,31,1,1,1,1,1,Russia,465.4386805,13.56614858422887,12.582560154360463,203,203,217,118.08083333333333,0
