year,type,mmsi,imo,call_sign,ship_name,sub_type,flag_state,length,tonnage,engine_power,crew,all_encounters,encounters_with_high_seas_vessels,encounters_in_the_high_seas,distinct_fishing_flags,fraction_with_high_seas_vessels,most_common_flag,aux_engine_power,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc,gap_hours,gap_days
2013,reefer,440664000,8815009,DSOZ2,SL BOGO,Specialized Reefer,South Korea,91.82,3387.67,2942,21,22,20,10,2,0.9090909090909091,South Korea,735.5,13.94640056976612,13.679219491556,260,203,217,0,0
2016,reefer,370599000,9666481,3ELC8,IBUKI,Specialized Reefer,Panama,131.61,6558,4550,22,22,20,22,3,0.9090909090909091,Taiwan,1137.5,14.4907443162,15.1453541225,203,203,217,90.49083333333334,0
2016,reefer,273420240,8729183,UERA,KOMMUNARY NIKOLAYEVA,Specialized Reefer,Russia,133.95,6998,3960,22,22,1,0,2,0.045454545454545456,Russia,990,14.31134045664,14.630513166399998,250,203,217,30.45,0
2015,reefer,312273000,9016961,V3PI,HAI FENG 678,Specialized Reefer,Belize,150.09,12413,7703.081,23,21,20,21,2,0.9523809523809523,China,1925.77025,15.476834859509873,17.442725895886284,203,203,217,159.03027777777777,2
2016,reefer,563418000,9666508,9V6110,CHITOSE,Specialized Reefer,Singapore,134.15,6534,4204.71016781,21,21,19,21,3,0.9047619047619048,Taiwan,1051.1775419525,14.382768149336897,14.847300786993799,203,203,217,56.27194444444444,0
2015,reefer,373039000,9016985,3FDH6,HAI FENG 688,Specialized Reefer,Panama,152.94,12413,6488.06445787,22,20,20,20,2,1,China,1622.0161144675,15.117234245532288,16.64804135811105,203,203,217,185.12027777777777,1
2016,reefer,636017108,9666493,D5JI4,CHIKUMA,Specialized Reefer,Liberia,134.15,6558,4550,20,20,20,20,3,1,Taiwan,1137.5,14.4907443162,15.1453541225,203,203,217,147.0325,2
2016,reefer,352241000,9314612,H3CN,TUNA PRINCESS,Specialized Reefer,Panama,120.75,4522,3014.61,20,20,18,20,7,0.9,China,753.6525,13.984710393876359,13.749712420424261,203,203,217,0,0
2016,reefer,273353310,7809106,UBMZ,NADEZHDA,Specialized Reefer,Russia,122.76,4495,662,24,20,2,0,2,0.1,Russia,165.5,13.23698810802,11.259340315075999,250,203,217,0,0
2015,reefer,354062000,8800236,3EIN8,HAI FENG 668,Specialized Reefer,Panama,124.7,4970,4702,25,19,19,19,3,1,China,1175.5,14.524487066519999,15.273652201315999,203,203,217,32.33027777777778,0
2015,reefer,576732000,9194892,YJQP4,SHOTA MARU,Specialized Reefer,Vanuatu,100.98,3936,2942,25,19,19,19,4,1,Japan,735.5,13.953771789695999,13.679219491556,203,203,217,0,0
2016,reefer,374445000,8609292,3EAT9,QI HANG,Specialized Reefer,Panama,144.5,7286,9234.34626117,22,19,19,19,1,1,China,2308.5865652925,15.949570398899038,18.282472126238662,203,203,217,38.99111111111111,0
2016,reefer,636017162,9620384,D5JO9,GENTU MARU,Specialized Reefer,Liberia,99.06,3989,2998,14,19,19,19,4,1,Japan,749.5,13.972351751676,13.733622498116,203,203,217,0,0
2015,reefer,273820900,8724389,UEVR,NADIR,Specialized Reefer,Russia,55.01,677,589,24,19,18,19,1,0.9473684210526315,Russia,147.25,13.137838889274,11.175253602208999,250,203,217,0,0
2015,reefer,341537000,8408258,V4BH3,BEAM,Specialized Reefer,Saint Kitts and Nevis,71,1416,2904.6936439,31,19,18,19,3,0.9473684210526315,Lithuania,726.173410975,13.907729089807251,13.642843113940629,203,203,217,0,0
2014,reefer,529304000,9021277,DSMA2,SEIWA,Specialized Reefer,Kiribati,94,2692,2427.3348,20,19,17,12,2,0.8947368421052632,South Korea,606.8337,13.771008119557852,13.167932388768003,203,203,217,0,0
2014,reefer,312273000,9016961,V3PI,HAI FENG 678,Specialized Reefer,Belize,150.09,12413,7703.081,23,19,16,19,2,0.8421052631578947,China,1925.77025,15.476834859509873,17.442725895886284,203,203,217,212.73444444444442,2
2016,reefer,576285000,9003158,YJQD7,HOUTA MARU,Specialized Reefer,Vanuatu,105.37,3516.8,2942,25,19,15,15,4,0.7894736842105263,Japan,735.5,13.9481364690048,13.679219491556,203,203,217,0,0
2014,reefer,440664000,8815009,DSOZ2,SL BOGO,Specialized Reefer,South Korea,91.82,3387.67,2942,21,18,18,11,1,1,South Korea,735.5,13.94640056976612,13.679219491556,260,203,217,107.5763888888889,1
2015,reefer,440664000,8815009,DSOZ2,SL BOGO,Specialized Reefer,South Korea,91.82,3387.67,2942,21,18,18,17,1,1,South Korea,735.5,13.94640056976612,13.679219491556,260,203,217,0,0
2015,reefer,529764000,8312655,T3PT2,WEI SHUN,Specialized Reefer,Kiribati,149.03,9032,7059,17,18,18,18,1,1,China,1764.75,15.278926933104,17.035610036448997,203,203,217,0,0
2016,reefer,273812710,8610277,UDVB,VSEVOLOD SIRBIRTSEV,Fish Processor/Factory,Russia,179.2,32096,6480,23,18,11,11,3,0.6111111111111112,Russia,1620,15.18849809664,16.6423873216,250,203,217,0,0
2015,reefer,273811020,8834483,UIWB,KAPITAN PRYAKHA,Specialized Reefer,Russia,133.95,6998,4350,22,18,3,1,3,0.16666666666666666,Russia,1087.5,14.4325569354,14.973832502499999,250,203,217,78.26333333333334,0
2015,reefer,351527000,8217104,H8IL,OCEAN MARINER,Specialized Reefer,Panama,125,5070,6127.48273822,22,17,17,17,1,1,China,1531.870684555,14.97594110623483,16.39034539993392,203,203,217,41.02527777777778,0
2016,reefer,374140000,9262182,3FEQ5,SHIN HO CHUN NO.102,Specialized Reefer,Panama,95.2,2900,2460.81,34,17,17,17,3,1,Vanuatu,615.2025,13.784878431042,13.201807556529976,203,203,217,177.95333333333335,1
2016,reefer,371717000,8422711,3FSJ2,HAI FENG 698,Specialized Reefer,Panama,152.94,12398,5264.44380219,22,17,13,17,2,0.7647058823529411,China,1316.1109505475,14.754981004103009,15.732933090278802,203,203,217,0,0
2016,reefer,1004483959,NA,NA,NA,NA,Indonesia,30.37,194,350,31,17,10,8,1,0.5882352941176471,Indonesia,87.5,13.0494867582,10.8970873025,203,203,217,0,0
2014,reefer,1004737075,NA,NA,NA,NA,Indonesia,25.58,119,350,31,17,3,0,1,0.17647058823529413,Indonesia,87.5,13.0479454857,10.8970873025,203,203,217,0,0
2016,reefer,273824020,8857796,UEFY,NIKOLAY KASATKIN,Specialized Reefer,Russia,54.99,796,589,32,16,16,16,2,1,Russia,147.25,13.140206389752,11.175253602208999,250,203,217,0,0
2016,reefer,529844000,9044358,T3TB2,ZHONG ZHOU 1,Specialized Reefer,Kiribati,152.94,12413,6242.38033562,20,16,16,16,3,1,China,1560.595083905,15.044520699549807,16.473544932999776,203,203,217,0,0
2016,reefer,636017468,9128764,D5LC4,TENHO MARU,Specialized Reefer,Liberia,94.65,3496,2942,20,16,15,12,4,0.9375,Taiwan,735.5,13.947856853855999,13.679219491556,203,203,217,0,0
2013,reefer,529304000,9021277,DSMA2,SEIWA,Specialized Reefer,Kiribati,94,2692,2427.3348,20,15,15,11,1,1,South Korea,606.8337,13.771008119557852,13.167932388768003,203,203,217,24.94972222222222,0
2014,reefer,577106000,9133317,YJTB3,HARIMA 2,Specialized Reefer,Vanuatu,117.8,4490,2993,20,15,15,15,3,1,Japan,748.25,13.97742134106,13.728774896921,203,203,217,36.31055555555555,0
2014,reefer,1004956382,NA,NA,NA,NA,Indonesia,25.02,158,768.1,31,15,15,15,1,1,Indonesia,192.025,13.1865388114284,11.38082297136569,203,203,217,0,0
2015,reefer,356567000,9010785,HPXZ,SHANGHAI REEFER,Specialized Reefer,Panama,144.34,12413,7599.16533333,23.5,15,15,13,3,1,Taiwan,1899.7913333325,15.446079609485942,17.379201492208683,203,203,217,61.49305555555556,0
2015,reefer,576420000,9140097,YJQE9,VICTORIA,Specialized Reefer,Vanuatu,91.48,2717,1471,22,15,14,15,3,0.9333333333333333,Japan,367.75,13.462913699406,12.163754872889,203,203,217,0,0
2015,reefer,577077000,9459591,YJRZ2,TAIHO MARU,Specialized Reefer,Vanuatu,98.28,3858,2200.7,20,15,13,9,3,0.8666666666666667,China,550.175,13.7159361757548,12.93632185046921,203,203,217,0,0
2016,reefer,636017275,9140097,D5KD3,VICTORIA II,Specialized Reefer,Liberia,91.48,2717,1471,19,15,13,15,2,0.8666666666666667,Japan,367.75,13.462913699406,12.163754872889,203,203,217,261.65,3
2014,reefer,1004949306,NA,NA,NA,NA,Indonesia,26.67,162,350,31,15,11,14,2,0.7333333333333333,Indonesia,87.5,13.0488291486,10.8970873025,203,203,217,0,0
2016,reefer,356567000,9010785,HPXZ,SHANGHAI REEFER,Specialized Reefer,Panama,144.34,12413,7599.16533333,23.5,15,11,15,3,0.7333333333333333,China,1899.7913333325,15.446079609485942,17.379201492208683,203,203,217,190.72333333333333,2
2014,reefer,1004613842,NA,NA,NA,NA,Indonesia,35.9,218,350,31,15,4,0,1,0.26666666666666666,Indonesia,87.5,13.0499799654,10.8970873025,203,203,217,0,0
2016,reefer,1000065267,NA,NA,NA,NA,Indonesia,25.66,138,313.2,31,15,4,1,1,0.26666666666666666,Indonesia,78.3,13.0362058663728,10.85386621649296,203,203,217,0,0
2016,reefer,273511500,7642663,UFNO,GiBRALTAR,Specialized Reefer,Russia,172.09,13485,7796,22,15,2,1,2,0.13333333333333333,Russia,1949,15.50447846748,17.498824334864,250,203,217,26.734166666666667,0
2016,reefer,273354740,9081643,UBYH9,SARONIC BREEZE,Specialized Reefer,Russia,133.81,6964,5100,23,15,1,0,2,0.06666666666666667,Russia,1275,14.665409671199999,15.601169289999998,250,203,217,0,0
2016,reefer,416702000,7920869,BZLL,SHENG HONG,Specialized Reefer,Taiwan,80.49,1866,2237.1,40,14,14,14,1,1,Taiwan,559.275,13.696934376778799,12.973787402090888,203,203,217,0,0
2014,reefer,1004567686,NA,NA,NA,NA,Indonesia,46.72,297,350,31,14,13,14,1,0.9285714285714286,Indonesia,87.5,13.051603439099999,10.8970873025,203,203,217,0,0
2016,reefer,351776000,8130837,3FIY4,MING HANG,Specialized Reefer,Panama,145.55,6183,5707.52280303,22,14,13,14,3,0.9285714285714286,China,1426.8807007575,14.84971473480721,16.07760312525223,203,203,217,51.5375,0
2014,reefer,352533000,8122385,3EGN7,VIVA 106,Specialized Reefer,Panama,91.03,3574,5400,25,13,13,13,1,1,Taiwan,1350,14.7359572368,15.83998564,203,203,217,153.6461111111111,2
2015,reefer,356514000,9035084,3FHE6,HAI FENG 618,Specialized Reefer,Panama,138,7800,7056.66666667,25,13,13,13,1,1,China,1764.1666666675,15.27555283600103,17.03407713867997,203,203,217,35.23305555555555,0
2016,reefer,352533000,8122385,3EGN7,VIVA 106,Specialized Reefer,Panama,91.03,3574,5400,25,13,13,13,2,1,Taiwan,1350,14.7359572368,15.83998564,203,203,217,36.908055555555556,0
2016,reefer,374014000,8908739,HONN,PONTOS,Specialized Reefer,Panama,79.69,1610,1112.5844,23,13,13,13,3,1,China,278.1461,13.326872314656072,11.769280181663117,203,203,217,0,0
2015,reefer,356609000,8908193,3EBI9,FRIO LAS PALMAS,Specialized Reefer,Panama,147,9070,6831.0384,20,13,12,8,2,0.9230769230769231,South Korea,1707.7596,15.209450856854303,16.883870513025474,203,203,217,125.92444444444445,2
2015,reefer,636014471,9016973,A8UC4,TAGANROGSKIY ZALIV,Specialized Reefer,Liberia,152.14,12413,7600,19,13,12,13,4,0.9230769230769231,China,1900,15.446326640399999,17.379715039999997,203,203,217,0,0
2016,reefer,352085000,8518819,3FDZ4,HUA FU NO.107,Specialized Reefer,Panama,124.7,4964,5150,25,13,12,13,2,0.9230769230769231,Taiwan,1287.5,14.6661775068,15.6414529025,203,203,217,67.16,1
2016,reefer,1000065139,NA,NA,NA,NA,Indonesia,25.75,148,350,31,13,6,5,1,0.46153846153846156,Indonesia,87.5,13.0485414444,10.8970873025,203,203,217,0,0
2016,reefer,273425770,8422931,UBFQ,KAPITAN SHCHERBAKOV,Specialized Reefer,Russia,126.6,6607,3970,23,13,2,0,2,0.15384615384615385,Russia,992.5,14.31029448582,14.639462416099999,250,203,217,0,0
2016,reefer,1000087153,NA,NA,NA,NA,Indonesia,27.22,198,350,31,13,1,1,2,0.07692307692307693,Indonesia,87.5,13.0495689594,10.8970873025,203,203,217,0,0
2016,reefer,576732000,9194892,YJQP4,SHOTA MARU,Specialized Reefer,Vanuatu,100.98,3936,2942,25,12,12,12,4,1,Japan,735.5,13.953771789695999,13.679219491556,203,203,217,0,0
2016,reefer,373039000,9016985,3FDH6,HAI FENG 688,Specialized Reefer,Panama,152.94,12413,6488.06445787,22,12,11,12,2,0.9166666666666666,China,1622.0161144675,15.117234245532288,16.64804135811105,203,203,217,241.65555555555557,4
2015,reefer,273148810,7808334,UIVG,BELOMORYE,Specialized Reefer,Russia,95.61,2206,1650,24,12,9,10,1,0.75,Russia,412.5,13.5119704542,12.3570627025,250,203,217,35.61333333333334,0
2016,reefer,577105000,9133305,YJTA9,RYOMA,Specialized Reefer,Vanuatu,120.75,4741.17,2993,25,12,7,12,1,0.5833333333333334,Taiwan,748.25,13.98076270429698,13.728774896921,203,203,217,214.17805555555555,6
2016,reefer,1000074086,NA,NA,NA,NA,Indonesia,25.42,118,350,31,12,7,3,1,0.5833333333333334,Indonesia,87.5,13.0479249354,10.8970873025,203,203,217,0,0
2016,reefer,1000056676,NA,NA,NA,NA,Indonesia,25.68,98,350,31,12,3,3,2,0.25,Indonesia,87.5,13.047513929399999,10.8970873025,203,203,217,0,0
2016,reefer,273429140,8701038,UIQL,VASILIY POLESHCHUK,Specialized Reefer,Russia,152.94,12410,7600,22,12,1,0,2,0.08333333333333333,Russia,1900,15.446324628,17.379715039999997,250,203,217,0,0
2014,reefer,529578000,9161613,T3FZ2,YUN RUN 3,Specialized Reefer,Kiribati,88.17,2713,1492,22,11,11,11,1,1,China,373,13.469617573368,12.186561091856,203,203,217,0,0
2014,reefer,1000073752,NA,NA,NA,NA,Indonesia,24.92,158,350,31,11,11,11,1,1,Indonesia,87.5,13.0487469474,10.8970873025,203,203,217,0,0
2015,reefer,563418000,9666508,9V6110,CHITOSE,Specialized Reefer,Singapore,134.15,6534,4204.71016781,21,11,11,11,3,1,Japan,1051.1775419525,14.382768149336897,14.847300786993799,203,203,217,77.35972222222222,1
2015,reefer,576414000,9128764,YJQE5,TENHO MARU,Specialized Reefer,Vanuatu,94,3496,2942.224,47,11,11,8,3,1,China,735.556,13.947928626584831,13.679437584232144,203,203,217,41.189166666666665,0
2016,reefer,273820900,8724389,UEVR,NADIR,Specialized Reefer,Russia,55.01,677,589,24,11,11,11,3,1,Russia,147.25,13.137838889274,11.175253602208999,250,203,217,0,0
2016,reefer,416696000,6811932,BZKU,FU JYI,Specialized Reefer,Taiwan,111.1,3582.03,4475,50,11,11,11,2,1,Taiwan,1118.75,14.4398463452865,15.081394180624999,203,203,217,35.516666666666666,0
2015,reefer,431678000,9086758,JILE,TAISEI MARU 24,Specialized Reefer,Japan,121.23,4992,4579.05,25,11,10,11,1,0.9090909090909091,Japan,1144.7625,14.485786090540799,15.170011655521922,203,203,217,82.47194444444445,1
2016,reefer,636017301,9105293,D5KG4,FUTAGAMI,Specialized Reefer,Liberia,88.94,2581,1471,19,11,10,11,2,0.9090909090909091,Japan,367.75,13.460536892958,12.163754872889,203,203,217,0,0
2016,reefer,636017709,7726706,D5MI8,WEI LI,Specialized Reefer,Liberia,144.35,11243,11030,17,11,10,11,1,0.9090909090909091,China,2757.5,16.47170071482,19.037383516099997,203,203,217,0,0
2016,reefer,1040510512,NA,NA,NA,NA,Indonesia,25.48,117,275.9,31,11,4,4,1,0.36363636363636365,Indonesia,68.975,13.0234751574174,10.80995155631849,203,203,217,0,0
2016,reefer,273252100,8723270,UFVQ,VYBORGSKIY,Specialized Reefer,Russia,85.1,2416,852,24,11,3,1,1,0.2727272727272727,Russia,213,13.257483939456,11.476273747215998,250,203,217,0,0
2016,reefer,273352840,8421200,UBCI2,SAN DIEGO,Specialized Reefer,Russia,152.94,12383,4420.11558655,23,11,1,0,2,0.09090909090909091,Russia,1105.0288966375,14.504915046794283,15.034314549851358,250,203,217,33.235,0
2014,reefer,636014471,9016973,A8UC4,TAGANROGSKIY ZALIV,Specialized Reefer,Liberia,152.14,12413,7600,19,10,10,10,3,1,China,1900,15.446326640399999,17.379715039999997,203,203,217,0,0
2015,reefer,312621000,9044358,V3KS3,ZHONG ZHOU 1,Specialized Reefer,Belize,152.94,12413,5851.39076183,23,10,10,10,1,1,China,1462.8476904575,14.928802035713975,16.186269045503845,203,203,217,0,0
2015,reefer,371812000,8807662,3EHL5,FRIO POSEIDON,Specialized Reefer,Panama,140.44,9072,6863,23,10,10,10,2,1,China,1715.75,15.219208685087999,16.905386315800996,203,203,217,34.78916666666667,0
2015,reefer,416696000,6811932,BZKU,FU JYI,Specialized Reefer,Taiwan,111.1,3582.03,4475,50,10,10,1,2,1,Taiwan,1118.75,14.4398463452865,15.081394180624999,203,203,217,0,0
2016,reefer,577161000,9684067,YJTH9,HSAING FU,Specialized Reefer,Vanuatu,96.94,3350,2700,21,10,10,10,3,1,China,675,13.86825711,13.44134641,203,203,217,32.507777777777775,0
2016,reefer,636014471,9016973,A8UC4,TAGANROGSKIY ZALIV,Specialized Reefer,Liberia,152.14,12413,7600,19,10,8,10,3,0.8,South Korea,1900,15.446326640399999,17.379715039999997,203,203,217,533.6452777777778,18
2015,reefer,416001900,7900663,BZIR,YUAN TAI NO.806,Specialized Reefer,Taiwan,83,1798,2244,37,10,7,0,2,0.7,Taiwan,561,13.698131799696,12.980877894544,203,203,217,26.66888888888889,0
2015,reefer,273252100,8723270,UFVQ,VYBORGSKIY,Specialized Reefer,Russia,85.1,2416,852,24,10,5,2,1,0.5,Russia,213,13.257483939456,11.476273747215998,250,203,217,0,0
2013,reefer,577106000,9133317,YJTB3,HARIMA 2,Specialized Reefer,Vanuatu,117.8,4490,2993,20,9,9,9,1,1,Japan,748.25,13.97742134106,13.728774896921,203,203,217,0,0
2015,reefer,273313950,7700099,UHVP,SIRIUS,Specialized Reefer,Russia,78.11,1728,3817.13382475,23,9,9,9,1,1,Russia,954.2834561875,14.20873719029028,14.501818475020498,250,203,217,157.26305555555555,3
2015,reefer,355317000,8301723,3FHF5,ORIENTAL CHILAN,Specialized Reefer,Panama,79.83,2113,2207,24,9,9,4,2,1,Taiwan,551.75,13.690973611878,12.942813568120998,203,203,217,28.008055555555554,0
2015,reefer,577161000,9684067,YJTH9,HSAING FU,Specialized Reefer,Vanuatu,96.94,3350,2700,21,9,9,9,2,1,China,675,13.86825711,13.44134641,203,203,217,96.99944444444445,1
2016,reefer,357788000,NA,NA,NA,NA,Panama,81.54,1890,1939.67011822,24,9,9,9,3,1,China,484.917529555,13.600692931385339,12.664663922699509,203,203,217,24.67222222222222,0
2016,reefer,416567000,7305722,BEGE,LIAN CHUAN SHENG 66,Specialized Reefer,Taiwan,105.3,2944.1,4028.2,40,9,9,9,1,1,Taiwan,1007.05,14.29011505143396,14.691394348721959,203,203,217,0,0
2016,reefer,1004893675,NA,NA,NA,NA,Indonesia,19.98,63,350,31,9,9,1,1,1,Indonesia,87.5,13.0467946689,10.8970873025,203,203,217,0,0
2013,reefer,636014471,9016973,A8UC4,TAGANROGSKIY ZALIV,Specialized Reefer,Liberia,152.14,12413,7600,19,9,8,9,4,0.8888888888888888,South Korea,1900,15.446326640399999,17.379715039999997,203,203,217,77.035,0
2014,reefer,577082000,8223311,YJRZ7,TALOFA,Specialized Reefer,Vanuatu,107.88,4394,3292.098,18,9,8,9,1,0.8888888888888888,China,823.0245,14.071242937645895,14.015372393566253,203,203,217,0,0
2016,reefer,416001900,7900663,BZIR,YUAN TAI NO.806,Specialized Reefer,Taiwan,83,1798,2244,37,9,8,9,1,0.8888888888888888,Taiwan,561,13.698131799696,12.980877894544,203,203,217,0,0
2016,reefer,636017359,9194892,D5KN7,SHOTA MARU,Specialized Reefer,Liberia,100.98,3936,2942,21,9,8,9,2,0.8888888888888888,Japan,735.5,13.953771789695999,13.679219491556,203,203,217,155.01555555555555,2
2016,reefer,356878000,NA,NA,NA,NA,Panama,142.4,7777,5814.6667717,22,9,7,9,1,0.7777777777777778,China,1453.666692925,14.892128245389213,16.158682164042695,203,203,217,0,0
2014,reefer,373039000,9016985,3FDH6,HAI FENG 688,Specialized Reefer,Panama,152.94,12413,6488.06445787,22,9,5,9,2,0.5555555555555556,China,1622.0161144675,15.117234245532288,16.64804135811105,203,203,217,183.755,6
2015,reefer,273219900,7604403,UHTA,ARCTIC PRINCESS,Specialized Reefer,Russia,69.5,1966,1470,24,9,5,7,2,0.5555555555555556,Russia,367.5,13.44946422516,12.1626680161,250,203,217,0,0
2014,reefer,1004748744,NA,NA,NA,NA,Indonesia,27.18,173,316.9,31,9,3,3,1,0.3333333333333333,Indonesia,79.225,13.0381479034146,10.858216526357689,203,203,217,0,0
2015,reefer,273354740,9081643,UBYH9,SARONIC BREEZE,Specialized Reefer,Russia,133.81,6964,5100,23,9,1,1,3,0.1111111111111111,Russia,1275,14.665409671199999,15.601169289999998,250,203,217,24.030277777777776,0
2016,reefer,1000099464,NA,NA,NA,NA,Indonesia,25.64,98,350,31,9,1,2,2,0.1111111111111111,Indonesia,87.5,13.047513929399999,10.8970873025,203,203,217,0,0
2014,reefer,356065000,9109263,H3OD,SURUGA 1,Specialized Reefer,Panama,86.71,2592.25,1470.998,18,8,8,8,4,1,China,367.7495,13.460732858001398,12.16375269925221,203,203,217,0,0
2015,reefer,308564000,9009669,PJNC,GREEN NOVA,Specialized Reefer,The Bahamas,115,5225,5001,20,8,8,8,1,1,China,1250.25,14.62107067305,15.520840251529,203,203,217,163.73777777777778,5
2015,reefer,416778000,7332713,BECS,WIN SHUEN SHING,Specialized Reefer,Taiwan,100,3062,4028.4,35,8,8,0,1,1,Taiwan,1007.1,14.2914131574864,14.69157235963024,203,203,217,72.38138888888889,0
2015,reefer,514266000,8214827,XUDF5,MING FENG,Specialized Reefer,Cambodia,143.54,8739,5260.843206,21,8,8,8,1,1,China,1315.2108015,14.727992044912824,15.730070322198424,203,203,217,0,0
2015,reefer,529844000,9044358,T3TB2,ZHONG ZHOU 1,Specialized Reefer,Kiribati,152.94,12413,6242.38033562,20,8,8,8,1,1,China,1560.595083905,15.044520699549807,16.473544932999776,203,203,217,37.99138888888889,0
2015,reefer,577132000,9666493,D5JI4,CHIKUMA,Specialized Reefer,Vanuatu,134.16,6558,4550,20,8,8,8,2,1,Japan,1137.5,14.4907443162,15.1453541225,203,203,217,92.72083333333333,0
2016,reefer,352894000,9278612,HPFK,TUNA QUEEN,Specialized Reefer,Panama,113,4499,4070,21,8,8,8,5,1,Taiwan,1017.5,14.31966491994,14.7285317321,203,203,217,31.065833333333334,0
2016,reefer,354240000,NA,NA,NA,NA,Panama,150.3,10629,11395.0417,22,8,8,8,2,1,China,2848.760425,16.58688827405526,19.160507051512546,203,203,217,0,0
2016,reefer,357497000,8804244,3FYZ6,TAI JI,Specialized Reefer,Panama,117.31,4970,5150,24,8,8,8,3,1,China,1287.5,14.666221839,15.6414529025,203,203,217,32.450833333333335,0
2016,reefer,374610000,9016961,3FCO5,HAI FENG 678,Specialized Reefer,Panama,152.87,12413,7703.081,22,8,8,1,1,1,China,1925.77025,15.476834859509873,17.442725895886284,203,203,217,611.3513888888889,2
2016,reefer,440283000,9172909,D8DK,SEIYU,Specialized Reefer,South Korea,91,2713,2405,20,8,8,8,1,1,South Korea,601.25,13.764115724369999,13.145282774224999,260,203,217,765.8052777777777,28
2015,reefer,351747000,NA,NA,NA,NA,Panama,126.39,7355,9600,22,8,7,8,2,0.875,South Korea,2400,16.062598914,18.45631264,203,203,217,45.11361111111111,0
2015,reefer,373443000,8911487,3EXR3,FRIO ATLANTIC,Specialized Reefer,Panama,112.39,6420,6661.52818712,20,8,7,8,2,0.875,China,1665.38204678,15.149131357693687,16.768446352489764,203,203,217,36.495,0
2015,reefer,576687000,9105293,YJQJ8,FUTAGAMI,Specialized Reefer,Vanuatu,88.94,2581,1471,19,8,7,8,1,0.875,Japan,367.75,13.460536892958,12.163754872889,203,203,217,130.4336111111111,2
2016,reefer,356514000,9035084,3FHE6,HAI FENG 618,Specialized Reefer,Panama,138,7800,7056.66666667,25,8,7,8,1,0.875,China,1764.1666666675,15.27555283600103,17.03407713867997,203,203,217,0,0
2016,reefer,416602000,7323401,BZEJ,SHUN TIAN FA 168,Specialized Reefer,Taiwan,74.53,1095,2013.39,52,8,7,8,1,0.875,Taiwan,503.3475,13.6119269666589,12.74191659569362,203,203,217,80.34777777777778,0
2013,reefer,576688000,8807442,YJQK2,FRIO DOLPHIN,Specialized Reefer,Vanuatu,141.58,8519,7228.74,23,8,6,8,4,0.75,South Korea,1807.185,15.329871043923479,17.145998129255037,203,203,217,81.66666666666666,0
2014,reefer,576732000,9194892,YJQP4,SHOTA MARU,Specialized Reefer,Vanuatu,100.98,3936,2942,25,8,6,4,3,0.75,Japan,735.5,13.953771789695999,13.679219491556,203,203,217,0,0
2015,reefer,273352840,8421200,UBCI2,SAN DIEGO,Specialized Reefer,Russia,152.94,12383,4420.11558655,23,8,1,0,2,0.125,Russia,1105.0288966375,14.504915046794283,15.034314549851358,250,203,217,31.82611111111111,0
2014,reefer,312887000,8800236,3EIN8,HAI FENG 668,Specialized Reefer,Belize,122.85,4970,4702,25,7,7,7,3,1,China,1175.5,14.524487066519999,15.273652201315999,203,203,217,0,0
2014,reefer,577105000,9133305,YJTA9,RYOMA,Specialized Reefer,Vanuatu,120.75,4741.17,2993,25,7,7,7,1,1,Taiwan,748.25,13.98076270429698,13.728774896921,203,203,217,56.91555555555556,0
2015,reefer,273816010,8225711,UIIC,BEREG MECHTY,Specialized Reefer,Russia,152.7,12703,4059.96585966,23,7,7,7,1,1,China,1014.991464915,14.401615051291355,14.719629120860882,250,203,217,0,0
2015,reefer,357788000,NA,NA,NA,NA,Panama,81.54,1890,1939.67011822,24,7,7,7,3,1,China,484.917529555,13.600692931385339,12.664663922699509,203,203,217,0,0
2015,reefer,416542000,8680442,BEOZ,HER WEN NO.1,Fish Processor/Factory,Taiwan,95.2,2495,2461.9,48,7,7,5,1,1,Taiwan,615.475,13.779251878149,13.20290913061169,203,203,217,269.22083333333336,8
2015,reefer,416788000,6908113,BZFN,CHANG CHING NO.1,Specialized Reefer,Taiwan,104.5,2912.46,3282.4,40,7,7,0,2,1,Taiwan,820.6,14.04962588203363,14.00618768458304,203,203,217,68.19972222222222,0
2015,reefer,431201000,8710728,7JTK,TAISEI MARU 15,Specialized Reefer,Japan,124.25,4969,3844.05,25,7,7,7,1,1,Japan,961.0125,14.2530445164381,14.526184789395423,203,203,217,0,0
2015,reefer,576688000,8807442,YJQK2,FRIO DOLPHIN,Specialized Reefer,Vanuatu,141.58,8519,7228.74,23,7,7,7,2,1,South Korea,1807.185,15.329871043923479,17.145998129255037,203,203,217,38.73583333333333,0
2016,reefer,273829410,8842997,UEKI,SAKHRYBA,Specialized Reefer,Russia,55,683,589,24,7,7,7,1,1,Russia,147.25,13.137958259046,11.175253602208999,250,203,217,148.35055555555556,0
2016,reefer,374723000,9161613,HOAZ,YUN RUN 3,Specialized Reefer,Panama,86.09,2713,1471,22,7,7,7,1,1,China,367.75,13.462843793333999,12.163754872889,203,203,217,0,0
2016,reefer,412203740,9005625,BAPI,TAI XIANG,Specialized Reefer,China,84.02,1950,1471.03733333,20,7,7,7,2,1,South Korea,367.7593333325,13.449521330481318,12.163795447382295,280,203,217,70.69722222222222,0
2016,reefer,440220000,8520496,D7NA,ORION 1,Specialized Reefer,South Korea,94.01,2604,2800,20,7,7,7,5,1,Vanuatu,700,13.8900195696,13.54018736,260,203,217,0,0
