year,mmsi,transmitter_no,shipname,raw_registered_gear_type,gfw_sub_gear,gfw_gear,length,tonnage,engine_power,positions,days,days_on_high_seas,fishing_days,fishing_days_on_high_seas,total_hours,total_fishing_hours,hours_on_high_seas,fishing_hours_on_high_seas,fraction_effort_on_high_seas,aux_engine_power,crew,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc
2015,1000074066,74066,LUCKY HAPPY,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.65,138,334.1496367242622,5544,149,54,72,39,3208.7750000013993,459.0083333339998,1206.9000000007993,302.31666666730007,0.6586300176108519,100.24489101727866,7,13.043111319233068,10.878484046873192,220,220,217
2015,1004794569,4794569,GARUDA JAYA - II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.22,172,313.2,8218,275,134,188,116,6220.216666653097,2748.0999999863084,2724.8249999996,1645.9666666663,0.5989471513680363,93.96,12,13.0369080073632,10.85386621649296,180,180,217
2016,1004956355,4956355,MEKAR GLORIA,Longline Tuna,drifting_longlines,drifting_longlines,26.73,97,418.72568309445444,5275,233,229,106,106,5388.149999992295,685.4999999989005,5303.149999992295,685.4999999989005,1,125.61770492833632,14,13.070154575276334,10.977525653207286,180,180,217
2016,1004961356,4961356,BANDAR NELAYAN - 127,Longline Tuna,drifting_longlines,drifting_longlines,26.59,131,275.9,7397,315,311,201,198,7367.408333333599,1549.2083333327998,7261.400000000298,1544.2416666661,0.996794061482993,82.77,10,13.0237657061682,10.80995155631849,180,180,217
2015,1000073634,73634,SINAR ARINDO - 66,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.38,122,275.9,5233,138,15,55,12,2907.741666669303,412.1416666673999,290.7333333341998,164.94166666710007,0.40020623976417485,82.77,10,13.0235789248284,10.80995155631849,180,180,217
2014,1004934258,4934258,BINTANG SAMUDERA - 07,Longline Tuna,drifting_longlines,drifting_longlines,17.25,77,186.7977597071133,5078,194,90,116,48,4441.658333334103,604.075000001,1859.2250000018992,261.86666666789984,0.4335002552124593,56.03932791213399,5,12.99326009134515,10.704614927540508,220,220,217
2014,1004693909,4693909,KARYA BERSAMA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.87,192,313.2,747,38,22,19,19,751.0583333335002,301.53333333319995,506.71666666679977,301.53333333319995,1,93.96,12,13.0373210314752,10.85386621649296,180,180,217
2016,1004957177,4957177,BANDAR NELAYAN - 102,Longline Tuna,drifting_longlines,drifting_longlines,26.16,143,275.9,181,9,7,1,1,171.18333333329994,1,125.03333333330002,1,1,82.77,10,13.024014747954599,10.80995155631849,180,180,217
2016,1004511758,4511758,GOLDEN TUNA - 66,Longline Tuna,drifting_longlines,drifting_longlines,23.17,98,387.8,7648,348,329,278,268,7994.724999997993,3103.0999999997925,7605.441666664797,3019.8749999999927,0.9731800457607537,116.34,10,13.0599777719352,10.94137439093636,220,220,217
2016,1000056067,56067,UNITED - XXII,Longline Tuna,drifting_longlines,drifting_longlines,20.06,77,246.69801574182966,17959,349,340,274,274,8115.766666668405,2814.900000001103,7937.825000002003,2814.900000001103,1,74.0094047225489,6,13.013014528855948,10.775496277255233,220,220,217
2014,1000074011,74011,CHARLY TUNA WIJAYA - 8,Longline Tuna,drifting_longlines,drifting_longlines,22.84,107,313.36249160177164,14914,261,251,189,189,5968.933333336302,1904.7583333329994,5849.3333333363,1904.7583333329994,1,94.00874748053148,7,13.035619253553723,10.854057289638607,220,220,217
2014,1004872407,4872407,NA,Longline Tuna,drifting_longlines,drifting_longlines,24.77,60,223.7,2208,98,79,76,65,2233.1833333326995,980.108333333,1701.333333333,881.8666666665,0.8997644818176221,67.11,13,13.005074796876,10.74831484614401,180,180,217
2014,1004955202,4955202,LUCKY STEP,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.73,122,275.9,5040,250,77,146,53,5249.233333333898,1808.1249999999998,1355.5500000001998,613.5083333333,0.33930637170179057,82.77,8,13.0235789248284,10.80995155631849,220,220,217
2015,1004645659,4645659,ABADI MAJU  III,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,21.9,117,313.2,7329,333,194,243,155,7537.616666666099,3222.9916666668996,4151.5833333334,1951.266666667,0.6054209468946374,93.96,6,13.0357721910552,10.85386621649296,220,220,217
2016,1004662036,4662036,DRAKE ANSON,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,24.72,98,362.5422571619652,10104,213,99,142,71,4226.0250001069,1739.500000045999,2074.4833333520996,790.3000000038998,0.4543259557246342,108.76267714858956,14,13.051649503958272,10.911794200067336,180,180,217
2015,1004958162,4958162,BINTANG KASIH UTAMA,Longline Tuna,drifting_longlines,drifting_longlines,26.55,107,261,6187,270,267,159,158,6301.091666666804,1300.3249999996003,6234.591666666802,1290.3249999996003,0.992309614903964,78.3,10,13.018354994166,10.792379317009,180,180,217
2015,1004942458,4942458,BANDAR NELAYAN - 108,Longline Tuna,drifting_longlines,drifting_longlines,26.79,145,275.9,7657,343,335,257,256,7958.999999999896,2674.2083333330997,7800.508333333197,2670.2083333330997,0.9985042302238979,82.77,10,13.024056254919,10.80995155631849,180,180,217
2015,1000125312,125312,JIMMY WIJAYA - 29,Longline Tuna,drifting_longlines,drifting_longlines,24.28,97,350.7386165136005,16487,322,291,223,215,7438.883333349794,1975.916666673999,6821.591666681801,1930.400000007099,0.9769642781830891,105.22158495408014,13,13.047736926096698,10.897953730607172,180,180,217
2014,1004598448,4598448,REJEKI ABADI - 01,Longline Tuna,drifting_longlines,drifting_longlines,24.67,94,275.9,4552,219,100,96,70,4583.849999999698,1021.3166666663999,2110.433333333,772.2999999998,0.756180747074856,82.77,12,13.0229978273268,10.80995155631849,180,180,217
2016,1004633253,4633253,INTAN LAUT 8,Longline Tuna,drifting_longlines,drifting_longlines,19.35,67.5,223.7,4789,214,45,171,34,4913.724999999801,1523.0166666659998,917.4166666667999,318.50833333339995,0.2091299066546915,67.11,5,13.0052315214855,10.74831484614401,220,220,217
2016,1004729531,4729531,GARUDA JAYA  VI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.15,117,313.2,7253,324,114,225,99,7291.33333333249,2990.1166666656995,2526.9916666663,1554.4833333329004,0.5198738064847201,93.96,7,13.0357721910552,10.85386621649296,220,220,217
2015,1000073968,73968,CAHAYA SETIA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.68,139,313.2,8189,172,152,80,80,3922.8999999970006,727.1916666665993,3518.9999999973998,727.1916666665993,1,93.96,8,13.036226517578399,10.85386621649296,180,180,217
2016,1004739130,4739130,INFINITY - I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.86,109,313.2,1930,96,60,49,40,1962.7999999997978,707.9583333330005,1221.9916666665,605.4666666663003,0.8552292390087716,93.96,8,13.0356069814104,10.85386621649296,220,220,217
2016,1004779411,4779411,DWI SUKSES  SEJAHTERA,Longline Tuna,drifting_longlines,drifting_longlines,25.49,98,383.62773626652665,2230,98,4,80,4,2230.0500000001994,635.4999999998001,69.8666666666,44.866666666600004,0.07060057697342897,115.08832087995799,14,13.058602046057175,10.936491497215522,180,180,217
2014,1000074004,74004,INDAH MAKMUR - 22,Purse Seine Small Pelagics,purse_seines,purse_seines,22.9,80,314.8813227447563,9524,228,83,87,71,5139.666666671497,1159.3083333346992,1904.050000002701,1084.8000000014008,0.9357303564626518,94.46439682342688,10,13.035562564138813,10.855843178125463,220,220,217
2015,1000110050,110050,ANUGERAH  SEJATI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.86,138,339.6384389930393,2760,65,32,23,19,1308.316666668999,235.8166666672999,681.5250000006997,201.38333333389994,0.853982613612379,101.89153169791179,8,13.044920547040942,10.884928332699651,220,220,217
2015,1004743786,4743786,MEKAR SEJATI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,31.39,177,563.0634555229126,5720,269,19,124,12,5929.949999998796,1367.9999999996999,411.34999999980016,78,0.05701754385966163,168.91903665687377,16,13.119344936483438,11.14527928328529,180,180,217
2016,1004624570,4624570,RAJAWALI - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.89,158,313.2,4738,314,195,187,125,6496.058333332,2693.0333333330977,4102.708333331698,1803.866666666198,0.669827084699913,93.96,13,13.0366188904848,10.85386621649296,180,180,217
2015,1000043945,43945,MUTIARA No. 38,Longline Tuna,drifting_longlines,drifting_longlines,23.78,108,337.54264373933506,2234,45,40,27,27,1035.200000000299,239.8083333335,923.3916666667991,239.8083333335,1,101.26279312180051,8,13.043612193905634,10.882467977704067,220,220,217
2014,1004575597,4575597,ANITA JAYA - IX,Longline Tuna,drifting_longlines,drifting_longlines,17.8,40,220,1758,131,130,122,122,2472.5083333337952,1706.7333333336983,2457.8000000003954,1706.7333333336983,1,66,5,13.0034362704,10.743938003599999,220,220,217
2016,1040409269,40409269,TANJUNG PERMAI - A1,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,24.92,150,313.2,1164,53,32,14,13,1133.5083333329999,189.02499999959994,712.6833333329001,183.57499999959998,0.9711678349424071,93.96,7,13.03645368084,10.85386621649296,180,180,217
2016,1031076524,31076524,NA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.86,87,275.9,1615,75,32,27,22,1568.2250000003003,433.45000000009986,690.9666666669001,369.4999999999999,0.8524627984771364,82.77,12,13.0228525529514,10.80995155631849,220,220,217
2015,1000049548,49548,MUTIARA No. 28,Longline Tuna,drifting_longlines,drifting_longlines,24.81,101,364.9786386259683,2542,52,46,34,34,1207.7500000022003,289.0583333345002,1063.025000002,289.0583333345002,1,109.49359158779049,7,13.052514382832431,10.914649667267804,180,180,217
2014,1004957177,4957177,BANDAR NELAYAN - 102,Longline Tuna,drifting_longlines,drifting_longlines,26.16,143,275.9,1690,97,91,33,33,1740.800000000099,221.10000000020003,1635.7333333333993,221.10000000020003,1,82.77,10,13.024014747954599,10.80995155631849,180,180,217
2015,1004933519,4933519,PUTRA JAYA 30,Longline Tuna,drifting_longlines,drifting_longlines,17.85,69,198.94759084951093,227,11,8,7,7,235.01666666660003,36.524999999900004,158.0166666666,36.524999999900004,1,59.68427725485328,5,12.997099254494044,10.71901442130325,220,220,217
2015,1004765853,4765853,MUMBUL JAYA ABADI,Purse Seine Small Pelagics,purse_seines,purse_seines,24.13,97,346.7555258745593,762,36,7,22,4,729.9083333334004,280.88333333329996,83.80833333349999,41.5500000001,0.1479261852492907,104.02665776236778,13,13.046423565584366,10.893280901295023,180,180,217
2016,1000125312,125312,JIMMY WIJAYA - 29,Longline Tuna,drifting_longlines,drifting_longlines,24.28,97,350.7386165136005,16542,301,301,217,217,6995.8333333346045,1934.7000000012997,6995.8333333346045,1934.7000000012997,1,105.22158495408014,13,13.047736926096698,10.897953730607172,180,180,217
2016,1004618256,4618256,SURYA TERBIT - 96,Longline Tuna,drifting_longlines,drifting_longlines,18.92,35,387.8,6515,285,244,167,160,6516.583333333498,1625.7583333325003,5531.9583333333,1540.7666666658004,0.9477218323756134,116.34,7,13.058689632834,10.94137439093636,220,220,217
2016,1004624198,4624198,BANDAR NELAYAN - 191,Longline Tuna,drifting_longlines,drifting_longlines,21.37,60,275.9,5593,244,237,176,174,5669.041666666593,1930.8416666668995,5517.549999999894,1921.8333333335995,0.9953345043828216,82.77,7,13.022292208931999,10.80995155631849,220,220,217
2014,1004675397,4675397,PELITA ABADI,Purse Seine Small Pelagics,purse_seines,purse_seines,25.92,87,395.6395841312406,989,104,57,35,24,1387.6666666657995,357.1666666661001,681.8666666659005,238.34999999949997,0.6673355109655942,118.69187523937218,14,13.062338051357957,10.95054560914676,180,180,217
2016,1004537834,4537834,SINAR MENTARI,Longline Tuna,drifting_longlines,drifting_longlines,21.23,58,208.8,4628,243,215,184,181,5132.325000000599,2180.533333333599,4692.508333333996,2168.033333333599,0.9942674575027524,62.64,6,13.0001183732832,10.73068276288576,220,220,217
2014,1000043934,43934,PERMATA 03,Longline Tuna,drifting_longlines,drifting_longlines,22.43,110,303.0738062252576,16665,291,284,179,179,6726.733333332608,1715.699999999701,6566.783333332709,1715.699999999701,1,90.92214186757728,7,13.0322890429329,10.841954862545773,220,220,217
2014,1000044936,44936,MINA TAMA MAJU,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.259391683623843,76,377.255647174413,6703,137,13,81,13,3051.150000001902,1000.2666666673007,274.5916666682001,208.15833333420002,0.20810283924360312,113.1766941523239,11,13.056050506508731,10.92903151374416,180,180,217
2015,1004666881,4666881,HARAPAN JAYA PERKASA - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.2,121,313.2,5513,251,211,177,159,5577.258333332797,2251.1833333329996,4691.199999999702,2093.4083333329995,0.9299146374869409,93.96,14,13.035854795877599,10.85386621649296,180,180,217
2014,1000073967,73967,MINA SEMPURNA 89,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.08,125,400.1523172324608,7151,148,53,80,33,3270.7416666737017,953.7750000025999,1166.9583333368987,407.32500000119967,0.4270661319494528,120.04569516973824,9,13.06460186247998,10.955822731949405,180,180,217
2014,1004735137,4735137,SUN JAYA - IV,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.78,155,313.2,2728,123,101,50,48,2733.9999999999977,439.08333333330006,2303.6416666668965,437.09999999990004,0.9954830138544691,93.96,8,13.036556936868,10.85386621649296,180,180,217
2016,1004538663,4538663,BALI JAYA XXII,Longline Tuna,drifting_longlines,drifting_longlines,21,43,268.42319219598636,5336,243,224,193,193,5358.133333332398,1980.1583333324004,5255.666666665699,1980.1583333324004,1,80.52695765879591,8,13.019472934719776,10.801135956225291,220,220,217
2016,1040510252,40510252,NAGA JAYA - III,Longline Tuna,drifting_longlines,drifting_longlines,19.85,34,241.95931634520238,4478,196,97,107,66,4432.141666673397,1507.9999999988004,2102.116666666202,1040.9249999985996,0.6902685676388778,72.5877949035607,9,13.010555357010773,10.769898921434756,220,220,217
2015,1000064023,64023,PERMATA 33,Longline Tuna,drifting_longlines,drifting_longlines,19.25,86,228.6522543505343,1625,32,27,16,16,741.500000001,128.95833333369993,621.4916666679003,128.95833333369993,1,68.59567630516028,6,13.007251184990274,10.754171370037737,220,220,217
2014,1004614862,4614862,SURYA TERBIT - 93,Longline Tuna,drifting_longlines,drifting_longlines,19.75,32,179,1960,113,93,47,47,2102.050000000998,281.97500000030004,1718.2750000008987,279.97500000030004,0.9929071726216938,53.699999999999996,9,12.989742613824,10.695367350689,220,220,217
2016,1031072305,31072305,AGRA JAYA - I,Longline Tuna,drifting_longlines,drifting_longlines,19.15,56,226.46791913106142,501,35,30,6,4,538.5000000003001,72.4833333334,455.50000000030013,53.4833333334,0.7378707748910206,67.94037573931843,5,13.005904198711331,10.751588413142878,220,220,217
2016,1004905093,4905093,BANDAR NELAYAN - 60,Longline Tuna,drifting_longlines,drifting_longlines,21.45,80,279.1196684579398,7124,296,292,252,248,6513.5916666827,2681.9666666732064,6449.3083333492,2650.958333339907,0.9884382107657724,83.73590053738194,8,13.023769062900646,10.813746411586594,220,220,217
2016,1004965266,4965266,BAHARI - 98,Longline Tuna,drifting_longlines,drifting_longlines,25.855,133,477.2,4705,205,201,145,145,4731.4333333321965,1157.8333333330002,4639.449999998996,1157.8333333330002,1,143.16,8,13.0901628018408,11.04567939003536,180,180,217
2016,1000073750,73750,INDRA JAYA - II,Longline Tuna,drifting_longlines,drifting_longlines,25.1,115,261,10313,251,114,87,58,5271.208333337999,614.5916666669,2307.8583333356014,455.5416666669006,0.7412102886741512,78.3,7,13.01852134887,10.792379317009,180,180,217
2014,1000074100,74100,99 JAYA UTAMA - I,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.72,109,313.2,12708,301,19,185,18,6166.416666668604,1969.5583333337988,307.52500000090004,113.3583333341,0.057555204847486045,93.96,8,13.0356069814104,10.85386621649296,180,180,217
2014,1004542067,4542067,SAMUDERA PERKASA - 18,Longline Tuna,drifting_longlines,drifting_longlines,22.56,79,306.31905957700206,714,30,27,13,13,668.8749999990007,149.79166666689989,561.433333332501,149.79166666689989,1,91.89571787310062,10,13.032718225438362,10.845773085001008,220,220,217
2016,1004961349,4961349,BANDAR NELAYAN - 126,Longline Tuna,drifting_longlines,drifting_longlines,26.41,133,275.9,6836,293,286,246,243,6816.074999999698,2843.6083333329,6686.0749999997015,2817.0916666663,0.9906749933330232,82.77,11,13.0238072131326,10.80995155631849,180,180,217
2016,1004614857,4614857,BANDAR NELAYAN - 35,Longline Tuna,drifting_longlines,drifting_longlines,24.1,67,275.9,3126,298,293,197,197,6020.208333333798,1677.9666666668,5930.2750000006,1677.9666666668,1,82.77,13,13.0224374833074,10.80995155631849,180,180,217
2014,1000074046,74046,BAHTERA MAKMUR,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.8,145,338.0660362410244,9775,229,25,131,18,4797.541666670808,1251.3166666669993,388.15000000099974,110.25833333359996,0.0881138534079335,101.41981087230731,8,13.044546330284188,10.883082445032832,220,220,217
2016,1004956358,4956358,JIMMY INDAH - VI,Longline Tuna,drifting_longlines,drifting_longlines,25.43,148,381.96513909954905,4597,205,201,108,108,4626.941666665998,772.4249999996007,4490.849999999397,772.4249999996007,1,114.5895417298647,6,13.059076968337962,10.934545349294853,180,180,217
2016,1040408859,40408859,HASIL LAUT - 32,Longline Tuna,drifting_longlines,drifting_longlines,18.14,58,164.1,2209,194,74,10,10,3971.908333333995,121.04999999999998,1437.6083333326012,121.04999999999998,1,49.23,4,12.9853744821924,10.67768402175049,220,220,217
2016,1004613844,4613844,BINA HASIL JAYA -16,Longline Tuna,drifting_longlines,drifting_longlines,21.7,64,275.9,5006,221,118,194,102,5082.4833333333,1918.1416666661,2577.5249999999,996.6166666662001,0.5195740669136332,82.77,10,13.0223752228608,10.80995155631849,220,220,217
2014,1004587048,4587048,FORTUNA,Longline Tuna,drifting_longlines,drifting_longlines,25.85,34,261,429,27,14,5,5,423.43333333320004,66.0166666666,314.0499999998999,66.0166666666,1,78.3,10,13.016837007492,10.792379317009,180,180,217
2014,1004965269,4965269,BINTANG BAHAGIA JAYA,Longline Tuna,drifting_longlines,drifting_longlines,26.08,128,261,1618,75,68,47,47,1618.2833333331992,577.0083333333,1477.9249999997996,577.0083333333,1,78.3,9,13.018791675264,10.792379317009,180,180,217
2016,1004957438,4957438,TAO TOBA JAYA - X,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.3,122,261,2477,110,83,62,62,2478.5749999999985,511.94999999999993,1876.8083333333993,509.95833333329995,0.9961096461242309,78.3,7,13.018666909236,10.792379317009,180,180,217
2015,1000043934,43934,PERMATA 03,Longline Tuna,drifting_longlines,drifting_longlines,22.43,110,303.0738062252576,2941,56,50,37,37,1303.2083333337002,420.7916666665,1160.1916666665993,420.7916666665,1,90.92214186757728,7,13.0322890429329,10.841954862545773,220,220,217
2016,1004816210,4816210,FRANSISKA,Longline Tuna,drifting_longlines,drifting_longlines,23.88,73,340.16331482982105,1716,88,34,45,11,1766.3999999999999,184.9833333334,598.5083333331,38.475000000099996,0.2079917109654174,102.04899444894632,13,13.043756034763764,10.88554445680802,220,220,217
2014,1004633653,4633653,PERINTIS JAYA - 17,Longline Tuna,drifting_longlines,drifting_longlines,18.11,56,275.9,614,43,21,1,1,705.7083333334002,11.966666666699998,250.45833333339988,11.966666666699998,1,82.77,4,13.0222091950032,10.80995155631849,220,220,217
2016,1000065163,65163,NA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.68,148,313.2,713,15,8,9,6,333.3500000002002,70.5666666664,172.87499999969987,67.99166666640001,0.9635096835142695,93.96,8,13.0364123784288,10.85386621649296,180,180,217
2015,1004547315,4547315,MULIA JAYA II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.39,158,275.9,181548,332,202,256,171,6111.741665502615,2916.2583327446036,3299.6499993876027,1611.3166663369984,0.5525287825994915,82.77,13,13.0243260501876,10.80995155631849,180,180,217
2016,1000123798,123798,SEJATI JAYA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,24.68,168,335.6,10714,227,189,111,106,5179.8916666675,1223.1500000006988,4349.5249999995995,1163.300000000399,0.9510689612882594,100.68,7,13.0442070838464,10.88018711283344,180,180,217
2015,1004633650,4633650,PRIMUS JAYA - VIII,Longline Tuna,drifting_longlines,drifting_longlines,20.1,58,275.9,4161,195,52,122,34,4234.141666666199,1074.7750000002998,1116.4583333332998,376.5083333333001,0.35031363153515394,82.77,6,13.0222507019676,10.80995155631849,220,220,217
2016,1000074011,74011,CHARLY TUNA WIJAYA - 8,Longline Tuna,drifting_longlines,drifting_longlines,22.84,107,313.36249160177164,19585,360,331,248,248,8333.550000004097,2530.633333336099,7686.533333337414,2530.633333336099,1,94.00874748053148,7,13.035619253553723,10.854057289638607,220,220,217
2016,1000065165,65165,SURYA MINA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.85,118,339.37614010678783,12202,263,140,161,112,5831.766666670793,1756.1083333337992,2990.9833333351003,1286.5750000003993,0.7326284919780336,101.81284203203634,9,13.044422499048851,10.884620425904675,220,220,217
2015,1000055269,55269,INDAH KAIL,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.78,138,275.9,4161,96,80,57,57,2102.250000002802,539.5750000014997,1822.8916666690002,539.5750000014997,1,82.77,8,13.023910980543599,10.80995155631849,180,180,217
2014,1004941370,4941370,PRIMUS JAYA,Longline Tuna,drifting_longlines,drifting_longlines,23.98,86,275.9,6755,281,112,136,62,6506.6083333385,766.1916666672997,2411.6250000016007,417.3666666669,0.5447287993646783,82.77,10,13.0228317994692,10.80995155631849,220,220,217
2014,1000073975,73975,SINAR ARINDO -77,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.53,127,275.9,11814,238,207,156,153,5398.241666668897,1998.1333333351993,4768.858333335293,1964.4416666687998,0.9831384292007367,82.77,7,13.0236826922394,10.80995155631849,180,180,217
2015,1004892546,4892546,LINGSAR - 07,Longline Tuna,drifting_longlines,drifting_longlines,24.96,94,208.8,1848,84,83,53,53,1959.5083333332998,697.8333333334999,1918.9916666666998,697.8333333334999,1,62.64,13,13.000872122217599,10.73068276288576,180,180,217
2015,1004955185,4955185,JAYA BALI - B. 03,Longline Tuna,drifting_longlines,drifting_longlines,26.81,145,313.2,3133,147,141,104,104,3246.1166666664985,993.1499999994002,3206.1333333331986,993.1499999994002,1,93.96,10,13.036350424812,10.85386621649296,180,180,217
2014,1004743786,4743786,MEKAR SEJATI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,31.39,177,563.0634555229126,7174,335,160,153,111,7342.4249999995955,1870.5249999999,3309.958333333099,1373.1916666667003,0.734120990987436,168.91903665687377,16,13.119344936483438,11.14527928328529,180,180,217
2016,1000141222,141222,NA,Longline Tuna,drifting_longlines,drifting_longlines,22.48,73,164.1,7596,202,99,65,58,3939.8500000067015,712.1416666709002,2025.8750000064997,662.6833333376002,0.9305498671851256,49.23,10,12.9856903827594,10.67768402175049,220,220,217
2015,1004949302,4949302,HENTRI - II,Longline Tuna,drifting_longlines,drifting_longlines,23.31,105,325.3498152831534,7196,295,289,171,168,6887.716666667899,1636.3000000002,6738.2583333346,1599.2916666669003,0.9773829167430818,97.60494458494603,7,13.039530317578123,10.868147526723616,220,220,217
2016,1004644947,4644947,LIMA SAUDARA,Purse Seine Small Pelagics,purse_seines,purse_seines,22.8,78,312.3518039826319,3772,223,14,152,11,4095.700000000194,1804.349999999699,209.0499999999,125.26666666669998,0.06942481595406705,93.70554119478957,10,13.034687070759839,10.85286879362112,220,220,217
2016,1004675397,4675397,PELITA ABADI,Purse Seine Small Pelagics,purse_seines,purse_seines,25.92,87,395.6395841312406,1941,124,33,72,28,2095.049999999999,904.8749999997005,546.7249999996002,337.7749999997002,0.3732836027073485,118.69187523937218,14,13.062338051357957,10.95054560914676,180,180,217
2014,1004941366,4941366,BAHARI 116,Longline Tuna,drifting_longlines,drifting_longlines,26,167,522,2472,114,90,12,12,2461.7333333334,79.8583333333,2034.7833333337005,79.8583333333,1,156.6,8,13.105613138892,11.097717268036,180,180,217
2015,1004956262,4956262,BANDAR NELAYAN - 16,Longline Tuna,drifting_longlines,drifting_longlines,25.81,124,275.9,2161,96,94,71,69,2198.583333333399,743.0000000004999,2135.5833333333994,733.0000000004998,0.9865410497981246,82.77,8,13.0236204317928,10.80995155631849,180,180,217
2014,1000073750,73750,INDRA JAYA - II,Longline Tuna,drifting_longlines,drifting_longlines,25.1,115,261,9382,212,116,65,49,4578.6833333329,464.3333333334,2341.1583333332014,375.0833333334,0.8077889447236457,78.3,7,13.01852134887,10.792379317009,180,180,217
2014,1000041004,41004,AGUNG MAKMUR - 28,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.86,117,393.95334653124075,2490,54,35,16,14,1117.6083333340996,185.2916666672,663.9666666677002,181.9333333339,0.9818754216327934,118.18600395937221,8,13.062394888606395,10.948573345904565,180,180,217
2014,1004556760,4556760,SUMBER SEJATI - II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.3,128,372.9,1527,77,48,39,28,1616.6333333334999,339.46666666650003,1013.7583333339011,220.64166666649996,0.6499656323643213,111.86999999999999,11,13.0556794010496,10.92393043779289,180,180,217
2015,1004575147,4575147,NA,Purse Seine Small Pelagics,purse_seines,purse_seines,26.7,96,268.5,1768,146,78,50,43,2352.616666665399,758.4583333333,1335.7833333329995,652.9583333333002,0.8609020491127778,80.55,14,13.020599282208,10.80122653905025,180,180,217
2016,1004949244,4949244,MAHAKAM,Longline Tuna,drifting_longlines,drifting_longlines,24.67,100,283.4,3566,152,147,106,106,3534.7750000011943,1059.9416666663008,3433.9083333345952,1059.9416666663008,1,85.02,9,13.02559529172,10.81879018009124,180,180,217
2016,1004958161,4958161,SUMAN JAYA PERKASA - IX,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.86,118,393.95334653124075,1334,64,53,19,19,1384.7666666669995,185.0666666668,1157.5666666670002,185.0666666668,1,118.18600395937221,8,13.06241531838632,10.948573345904565,180,180,217
2014,1004772970,4772970,SAMUDRA HINDIA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.04,194,313.2,1088,61,9,5,3,1184.0333333332999,54.025,125.97500000010002,31.525000000000002,0.5835261453031004,93.96,12,13.0373623338864,10.85386621649296,180,180,217
2016,1000041813,41813,MINA SAMUDERA,Longline Tuna,drifting_longlines,drifting_longlines,19.4,68,223.7,1000,27,15,18,13,553.3833333336001,230.53333333390015,244.1749999997002,114.9833333332,0.4987709658744243,67.11,5,13.0052419697928,10.74831484614401,220,220,217
2014,1004566277,4566277,REZEKI PUTERA ABADI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.7,96,253.5,1692,93,32,46,21,1916.4999999994982,498.86666666660005,524.3166666668002,231.3666666666,0.4637845783775843,76.05,11,13.015653230687999,10.78352776698025,220,220,217
2016,1004541875,4541875,JOLO TUNDO III,Longline Tuna,drifting_longlines,drifting_longlines,14.94,30,143.31680629839465,105,6,2,1,1,106.8083333334,1,20.8833333334,1,1,42.9950418895184,5,12.977928056837984,10.652989984491324,220,220,217
2014,1000073733,73733,HALOGEN STAR,Purse Seine Small Pelagics,purse_seines,purse_seines,20.4,70,254.4592238053565,10152,228,61,138,52,5167.516666670304,1685.8000000006011,1376.966666666601,598.2499999994008,0.35487602325257295,76.33776714160695,7,13.01542840295235,10.784660090683513,220,220,217
2015,1004575632,4575632,ABADI MAJU,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.95,138,425.0992637498057,7470,333,248,244,205,7648.499999999996,3492.1249999995002,5598.0499999997955,3008.1083333329,0.8613976685637916,127.5297791249417,10,13.07309028117643,10.984967045786341,180,180,217
