year,mmsi,transmitter_no,shipname,raw_registered_gear_type,gfw_sub_gear,gfw_gear,length,tonnage,engine_power,positions,days,days_on_high_seas,fishing_days,fishing_days_on_high_seas,total_hours,total_fishing_hours,hours_on_high_seas,fishing_hours_on_high_seas,fraction_effort_on_high_seas,aux_engine_power,crew,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc
2016,1000074058,74058,NENGGALA - 01,Longline Tuna,drifting_longlines,drifting_longlines,26.88,152,423.06652949402655,16222,257,250,146,146,5758.399999993699,1241.0583333318007,5653.616666660791,1241.0583333318007,1,126.91995884820795,10,13.0727051473726,10.982594092363637,180,180,217
2014,1004949247,4949247,BAHARI - 6,Longline Tuna,drifting_longlines,drifting_longlines,26.28,107,477.2,4751,206,177,73,69,4496.241666665202,655.4166666665002,3921.8666666653016,621.0583333332,0.9475778766688231,143.16,11,13.0896375623832,11.04567939003536,180,180,217
2014,1000047717,47717,DANAU TOBA INDAH - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.24,164,313.2,13907,331,155,245,126,7026.258333336201,2935.0416666665974,3604.375000001403,1508.9583333340013,0.5141181982086694,93.96,12,13.0367427977184,10.85386621649296,180,180,217
2016,1000073982,73982,SUN RISE - III,Longline Tuna,drifting_longlines,drifting_longlines,25.67,134,313.2,17180,316,305,222,221,7336.550000001694,2168.2500000029013,7099.533333335096,2159.875000002801,0.9961374380260167,93.96,8,13.036123261550399,10.85386621649296,180,180,217
2014,1000049163,49163,PERMATA 02,Longline Tuna,drifting_longlines,drifting_longlines,22.43,106,303.0738062252576,17067,307,304,170,169,7099.966666673098,1456.6500000002982,7023.891666672995,1453.3250000002986,0.9977173651872454,90.92214186757728,7,13.032206327046408,10.841954862545773,220,220,217
2014,1000043943,43943,MUTIARA No. 22,Longline Tuna,drifting_longlines,drifting_longlines,23.78,108,337.54264373933506,17202,312,302,180,180,7105.825000007109,976.1916666669995,6986.116666673411,976.1916666669995,1,101.26279312180051,8,13.043612193905634,10.882467977704067,220,220,217
2014,1004961352,4961352,CHIU SHIH - 02,Longline Tuna,drifting_longlines,drifting_longlines,25.73,145,390.31113681701896,4001,194,164,65,62,4258.708333333596,520.2083333335004,3573.433333333497,501.70833333350026,0.9644373247897589,117.09334104510569,8,13.061766441344728,10.944312584955494,180,180,217
2016,1031085979,31085979,NA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.29,118,313.2,1116,53,46,26,25,1089.7666666675009,334.9083333335999,953.5750000008003,319.90833333359984,0.9552116250715724,93.96,7,13.0357928422608,10.85386621649296,220,220,217
2014,1000116925,116925,TRI JAYA - 88,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.99,103,313.2,2741,66,44,28,28,1450.1416666661,331.4916666663004,934.6833333327993,331.4916666663004,1,93.96,14,13.035483074176799,10.85386621649296,180,180,217
2014,1000074066,74066,LUCKY HAPPY,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.65,138,334.1496367242622,2307,61,36,16,15,1148.1833333329996,127.25833333329999,766.6749999995995,126.25833333329999,0.9921419684369045,100.24489101727866,7,13.043111319233068,10.878484046873192,220,220,217
2015,1004941353,4941353,BAHARI - 09,Longline Tuna,drifting_longlines,drifting_longlines,22.08,87,294.4152450837637,3713,168,159,112,112,3772.9499999998993,1128.2083333330002,3563.4749999998994,1128.2083333330002,1,88.32457352512911,9,13.028958166943266,10.831763614873573,220,220,217
2014,1004905100,4905100,SUN RISE VI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.82,150,392.83101858056295,1439,51,43,41,38,1138.9666666663,604.7583333327998,978.6666666661005,597.8083333328001,0.9885078061484519,117.84930557416888,8,13.062699164733644,10.947260523414117,180,180,217
2016,1000102793,102793,LANGSUNG  JAYA PRIMA,Longline Tuna,drifting_longlines,drifting_longlines,23.51,73,330.5131723303234,591,22,2,1,1,447.63333333389994,8.0000000001,32,1.5,0.18749999999765626,99.15395169909702,10,13.040573419369354,10.874213274878416,220,220,217
2015,1004887573,4887573,JAYA WIJAYA - II,Longline Tuna,drifting_longlines,drifting_longlines,21.15,92,271.9674383424648,778,37,19,14,14,693.1999999996007,147.95000000009998,400.4416666666003,147.95000000009998,1,81.59023150273943,6,13.021659567059148,10.80531536896383,220,220,217
2014,1004752123,4752123,KENNEDI INDAH,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.93,102,261,833,71,22,17,15,1083.658333332201,222.1666666664,453.90833333270035,204.39166666639997,0.919992498124435,78.3,11,13.018251022475999,10.792379317009,180,180,217
2015,1004933511,4933511,BANDAR NELAYAN - 277,Longline Tuna,drifting_longlines,drifting_longlines,26.6,88,275.9,5019,79,76,50,50,1744.7500000049986,577.6083333351999,1700.1333333381988,577.6083333351999,1,82.77,14,13.022873306433599,10.80995155631849,180,180,217
2016,1004912796,4912796,SAMUDERA PERMAI,Purse Seine Small Pelagics,purse_seines,purse_seines,23.68,98,313.2,2567,110,56,83,49,2431.174999999298,1328.0666666666991,1228.0333333325993,780.3999999996,0.5876211033579496,93.96,11,13.0353798181488,10.85386621649296,220,220,217
2016,1004939765,4939765,NA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.44,126.5,313.2,1900,110,21,53,12,2134.941666667198,459.1750000000999,426.48333333370005,94.37500000010002,0.20553166004264056,93.96,10,13.0359683775084,10.85386621649296,180,180,217
2015,1004960947,4960947,NAILI - XVIII,Longline Tuna,drifting_longlines,drifting_longlines,25.64,136,447.4,7590,331,325,183,183,7704.541666666304,1632.7916666663991,7577.049999999604,1632.7916666663991,1,134.22,8,13.0804005191712,11.01097938457604,180,180,217
2014,1000087128,87128,SUKSES ABADI JAYA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,20.2,86,261,9379,226,119,106,56,4979.516666665701,855.5000000005997,2682.7916666664996,487.95000000040005,0.5703682057277124,78.3,6,13.017918313068,10.792379317009,220,220,217
2016,1004602001,4602001,LUCKY STRIKE,Longline Tuna,drifting_longlines,drifting_longlines,23.81,67,149.1,4951,241,131,108,93,5100.516666666001,875.9916666665004,2803.9583333325977,795.8833333331003,0.9085512609517801,44.73,13,12.9806167782426,10.659864758508489,220,220,217
2016,1040408369,40408369,NA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,24.14,110,347.02041778915105,4902,229,153,59,49,4947.791666665499,683.5083333319996,3417.8416666659014,566.5499999988,0.8288852854755326,104.10612533674531,7,13.046778169572006,10.893591701559963,180,180,217
2016,1000125532,125532,NA,Longline Tuna,drifting_longlines,drifting_longlines,18.45,34,211.44666657957484,14063,298,283,206,206,6861.116666667596,2503.0083333341986,6534.200000000898,2503.0083333341986,1,63.433999973872446,6,13.000489027221427,10.733815973303487,220,220,217
2016,1004841658,4841658,REZEKI INDAH,Purse Seine Small Pelagics,purse_seines,purse_seines,23.8,95,338.0660362410244,2563,175,29,99,19,3249.5916666664966,1057.7833333333008,590.1750000001002,152.10000000019997,0.14379126160071026,101.41981087230731,13,13.043517179137757,10.883082445032832,220,220,217
2015,1000065239,65239,BINTANG REJEKI - A,Purse Seine Small Pelagics,purse_seines,purse_seines,26.86,149,261,2874,71,9,50,9,1405.4416666650989,721.8833333324001,181.3750000003999,123.66666666680001,0.17131115369560163,78.3,10,13.019228356362,10.792379317009,180,180,217
2015,1000073639,73639,JIMMY WIJAYA - 8,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.2,141,403.552224257383,7480,179,64,52,29,3956.3583333347992,361.37500000020003,1362.274999999901,166.608333333,0.461040009222851,121.06566727721489,10,13.066049121836889,10.959797497574824,180,180,217
2015,1004666882,4666882,ABADI MAJU II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.22,128,313.2,7048,328,240,231,194,7445.91666666559,2688.4249999994995,5251.924999999295,2083.5583333331992,0.7750107714864976,93.96,14,13.0359993543168,10.85386621649296,180,180,217
2015,1004961352,4961352,CHIU SHIH - 02,Longline Tuna,drifting_longlines,drifting_longlines,25.73,145,390.31113681701896,2856,134,110,23,23,2940.8166666668,200.9833333334,2428.1416666666996,200.9833333334,1,117.09334104510569,8,13.061766441344728,10.944312584955494,180,180,217
2016,1004816209,4816209,SURYA TERBIT - 109,Longline Tuna,drifting_longlines,drifting_longlines,19.2,64,387.8,3686,108,77,54,36,2403.925000024003,424.2416666693002,1614.2083333336996,296.84166666660013,0.6996994637445422,116.34,5,13.0592825857536,10.94137439093636,220,220,217
2016,1031072271,31072271,NA,Longline Tuna,drifting_longlines,drifting_longlines,20.48,48,256.30136080607207,133,20,2,1,1,124.99166666659998,2.0166666667,20.508333333299998,2.0166666667,1,76.89040824182162,9,13.0155781957061,10.78683445806781,220,220,217
2014,1004553613,4553613,YORDAN,Longline Tuna,drifting_longlines,drifting_longlines,23.75,95,313.2,1451,70,51,34,34,1414.6333333328002,474.55833333290013,1077.1583333329004,474.55833333290013,1,93.96,11,13.035317864531999,10.85386621649296,220,220,217
2014,1004731799,4731799,DAMASHA - II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.15,138,313.2,488,32,12,3,3,521.5249999995999,22.474999999900003,207.29166666639992,22.474999999900003,1,93.96,7,13.0362058663728,10.85386621649296,220,220,217
2016,1004445002,4445002,NA,Longline Tuna,drifting_longlines,drifting_longlines,22,59,275.9,421,18,18,6,6,422.1750000000002,81.48333333340001,422.1750000000002,81.48333333340001,1,82.77,11,13.0222714554498,10.80995155631849,220,220,217
2015,1004964837,4964837,BANDAR NELAYAN - 26,Longline Tuna,drifting_longlines,drifting_longlines,26.51,142,275.9,9164,291,289,213,213,6767.958333315698,2187.0833333261016,6708.074999982396,2187.0833333261016,1,82.77,10,13.0239939944724,10.80995155631849,180,180,217
2016,1004961352,4961352,CHIU SHIH - 02,Longline Tuna,drifting_longlines,drifting_longlines,25.73,145,390.31113681701896,3436,153,126,37,36,3460.6666666661004,389.61666666620005,2739.2083333329,374.6166666662,0.9615006202677383,117.09334104510569,8,13.061766441344728,10.944312584955494,180,180,217
2016,1004964126,4964126,BAHARI - 268,Longline Tuna,drifting_longlines,drifting_longlines,24.58,154,261,2524,111,104,76,74,2524.8999999998996,628.4499999997,2364.8999999999,620.4499999997,0.9872702681199717,78.3,7,13.019332328052,10.792379317009,180,180,217
2016,1000081486,81486,MARLBORO,Purse Seine Small Pelagics,purse_seines,purse_seines,17.08,88,231.2,8759,191,33,126,15,4134.608333337497,864.6166666675002,453.5000000001,135.45833333350004,0.1566686585577841,69.36,6,13.0081330923648,10.75718359270976,220,220,217
2016,1004481835,4481835,NA,Longline Tuna,drifting_longlines,drifting_longlines,25.78,101,391.71015540450543,4686,212,159,66,63,4685.666666666197,617.8166666664,3349.2249999994992,592.8166666664001,0.9595349213628466,117.51304662135162,8,13.061328380289629,10.945949317588825,180,180,217
2016,1004907136,4907136,NA,Longline Tuna,drifting_longlines,drifting_longlines,25.63,124,283.4,1866,75,74,62,62,1639.4666666671003,776.4166666662001,1595.6833333335999,776.4166666662001,1,85.02,8,13.026092881732799,10.81879018009124,180,180,217
2016,1004926114,4926114,BANDAR NELAYAN - 238,Longline Tuna,drifting_longlines,drifting_longlines,23.45,78,328.9602609245482,4241,197,195,150,150,4268.408333332499,1444.8583333331999,4220.983333332598,1444.8583333331999,1,98.68807827736445,9,13.040164309400335,10.872389179489401,220,220,217
2016,1004663262,4663262,SELAMAT - III,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.52,114,313.2,3217,149,65,76,45,3221.5000000006958,1182.2500000006996,1363.7583333334999,705.9583333335001,0.597131176428913,93.96,10,13.0357102374384,10.85386621649296,180,180,217
2016,1004558588,4558588,JAYA MAKMUR - III,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.2,98,322.52582734913665,1028,56,30,28,23,1134.1000000001002,372.79166666670005,605.4833333334,288.4083333334,0.7736447971388152,96.75774820474099,10,13.038454835174992,10.864829127475005,220,220,217
2014,1004949244,4949244,MAHAKAM,Longline Tuna,drifting_longlines,drifting_longlines,24.67,100,283.4,6556,289,277,160,157,6603.900000000096,1390.9583333328003,6354.3999999999005,1382.9583333328005,0.9942485696312474,85.02,9,13.02559529172,10.81879018009124,180,180,217
2016,1040513982,40513982,HASIL MELIMPAH - 26,Longline Tuna,drifting_longlines,drifting_longlines,23.87,68,220,2426,118,73,49,43,2459.0083333321004,837.6833333333002,1503.2499999998004,813.6916666666999,0.9713595033923703,66,13,13.00402165968,10.743938003599999,220,220,217
2016,1040408766,40408766,HASIL LAUT - 20,Longline Tuna,drifting_longlines,drifting_longlines,25.8,59,392.2704038734359,3620,226,220,99,99,5084.9333333277,1714.3999999992009,4964.6749999943995,1714.3999999992009,1,117.68112116203076,11,13.060654862556836,10.946604718368578,180,180,217
2014,1004628646,4628646,PUTRA JAYA 31,Longline Tuna,drifting_longlines,drifting_longlines,19.33,59,230.4066253658144,4669,206,87,175,78,4762.2666666665955,1286.7749999993002,1800.3166666665,547.3499999996999,0.4253657399312215,69.12198760974431,5,13.00726600164768,10.756245632267174,220,220,217
2016,1004723878,4723878,99 JAYA UTAMA 7,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.84,122.5,275.9,6645,258,139,143,114,5682.883333348304,1986.8500000090032,3010.4750000108024,1528.9833333409015,0.7695514675662345,82.77,12,13.0235893015695,10.80995155631849,180,180,217
2014,1004964124,4964124,HEN - I,Longline Tuna,drifting_longlines,drifting_longlines,28.85,98,481.9693972639765,4053,144,144,91,91,3347.0500000020074,764.5166666661993,3347.0500000020074,764.5166666661993,1,144.59081917919295,15,13.091028368208557,11.051226675011158,180,180,217
2015,1004651453,4651453,PESISIR ANDALAN -II,Longline Tuna,drifting_longlines,drifting_longlines,22.45,89,179,2146,117,57,43,35,2183.0833333339997,383.7000000001999,1118.6583333342005,340.8666666668,0.8883676483362585,53.699999999999996,10,12.990940707198,10.695367350689,220,220,217
2016,1004958954,4958954,BENOA JAYA,Longline Tuna,drifting_longlines,drifting_longlines,27.1,148,283.4,5679,262,256,131,131,5828.433333333098,816.8833333326002,5698.333333333199,816.8833333326002,1,85.02,10,13.0265904717456,10.81879018009124,180,180,217
2016,1040409264,40409264,NA,Purse Seine Small Pelagics,purse_seines,purse_seines,23.94,92,261,2225,94,46,17,15,2185.4000000029023,157.55,1027.6250000020993,131.03333333310002,0.831693642228499,78.3,11,13.018043079096,10.792379317009,220,220,217
2014,1004949308,4949308,BALI JAYA - III,Longline Tuna,drifting_longlines,drifting_longlines,23.88,134,208.8,2751,109,109,78,78,2367.6833333332006,1139.8833333337993,2367.6833333332006,1139.8833333337993,1,62.64,8,13.0017096210336,10.73068276288576,220,220,217
2014,1004953775,4953775,MEKAR GLORIA UTAMA,Longline Tuna,drifting_longlines,drifting_longlines,23.36,95,326.6371678687933,23673,214,209,120,120,4746.933333220703,1042.1083332971,4633.758333220504,1042.1083332971,1,97.99115036063799,9,13.039748629680844,10.869660059687712,220,220,217
2014,1004867764,4867764,GOLDEN TUNA - 88,Longline Tuna,drifting_longlines,drifting_longlines,21.16,78,246.1,6716,290,283,253,250,6712.358333332997,3310.4416666661004,6556.858333332997,3287.9416666661004,0.9932033238263764,73.83,6,13.0128381451164,10.77478999580609,220,220,217
2014,1000056062,56062,SARI MULIA No. 88,Longline Tuna,drifting_longlines,drifting_longlines,47.2,585,1194.1176991405862,16457,288,274,172,172,6366.666666669397,1026.3000000012005,6098.691666669698,1026.3000000012005,1,358.23530974217584,29,13.334726742338733,11.859884783007075,180,180,217
2014,1000110010,110010,BINTANG PUTRA MANDIRI - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.44,171,439.45306493893065,11383,266,27,130,14,5907.141666670205,1203.7083333348994,522.9833333339004,122.891666667,0.10209422271467211,131.83591948167918,12,13.078491669797852,11.001714197020666,180,180,217
2014,1000140251,140251,BINTANG SUKSES MANDIRI - A,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.85,198,261,2830,64,17,42,11,1447.5166666680004,498.61666666800005,363.98333333320033,73.74166666629999,0.1478925025893695,78.3,14,13.020247278924,10.792379317009,180,180,217
2014,1000065244,65244,UNITED - XIX,Longline Tuna,drifting_longlines,drifting_longlines,25.92,117,395.6395841312406,13802,289,259,208,208,6628.300000002898,2776.3083333338996,5993.491666669303,2773.7583333339,0.9990815141209702,118.69187523937218,8,13.062950806045766,10.95054560914676,180,180,217
2014,1000047719,47719,SINAR JAYA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,27.84,110,275.9,12632,279,198,118,95,5828.741666676001,1348.2083333347985,4212.475000007702,1163.3333333346989,0.8628735667707894,82.77,13,13.023329883041999,10.80995155631849,180,180,217
2015,1004956355,4956355,MEKAR GLORIA,Longline Tuna,drifting_longlines,drifting_longlines,26.73,97,418.72568309445444,4997,237,232,79,78,5209.508333330997,466.4333333329001,5074.908333330896,456.4333333329001,0.9785607089258715,125.61770492833632,14,13.070154575276334,10.977525653207286,180,180,217
2015,1004964128,4964128,PERINTIS JAYA - 68,Longline Tuna,drifting_longlines,drifting_longlines,25.38,118,380.5821650126811,2477,116,108,82,82,2508.6916666662,699.7499999998001,2313.7249999995993,699.7499999998001,1,114.17464950380433,7,13.058007154811202,10.932926351259422,180,180,217
2014,1004765853,4765853,MUMBUL JAYA ABADI,Purse Seine Small Pelagics,purse_seines,purse_seines,24.13,97,346.7555258745593,509,27,18,11,10,503.6749999997004,182.7666666666,360.21666666640004,167.7666666666,0.9179281415283305,104.02665776236778,13,13.046423565584366,10.893280901295023,180,180,217
2015,1004926124,4926124,BAHARI - 89,Longline Tuna,drifting_longlines,drifting_longlines,26.92,163,372.9,5313,255,220,124,116,5692.225000000002,1237.1083333329002,4924.991666666698,1125.6083333329,0.909870464052564,111.86999999999999,10,13.0563964638366,10.92393043779289,180,180,217
2016,1000087185,87185,MUTIARA  - 11,Longline Tuna,drifting_longlines,drifting_longlines,18.97,59,222.56029942543307,6175,124,12,97,9,2849.174999998002,525.9750000000998,239.30833333310005,40.724999999800005,0.07742763439287471,66.76808982762992,5,13.004677983450271,10.746966771925146,220,220,217
2014,1004956244,4956244,BANDAR NELAYAN - 202,Longline Tuna,drifting_longlines,drifting_longlines,26.3,144,275.9,7315,322,315,229,228,7460.766666666501,1872.9083333335996,7315.1166666664,1870.9083333335996,0.9989321420784966,82.77,10,13.0240355014368,10.80995155631849,180,180,217
2015,1004946315,4946315,FORTUNA - VI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.18,116,275.9,2832,96,50,17,17,2152.133333336003,154.62500000000003,1124.7250000004,154.62500000000003,1,82.77,10,13.0234544039352,10.80995155631849,180,180,217
2015,1004949308,4949308,BALI JAYA - III,Longline Tuna,drifting_longlines,drifting_longlines,23.88,134,208.8,7971,285,282,201,200,6454.25833333319,2088.100000000199,6375.824999999994,2081.100000000199,0.9966476701307412,62.64,8,13.0017096210336,10.73068276288576,220,220,217
2015,1004663262,4663262,SELAMAT - III,Purse Seine Small Pelagics,purse_seines,purse_seines,26.52,114,313.2,4377,213,127,107,88,4639.100000000098,1094.1583333336002,2823.8000000007964,917.7583333336003,0.8387801887295803,93.96,10,13.0357102374384,10.85386621649296,180,180,217
2015,1004565585,4565585,HANINDO - V,Longline Tuna,drifting_longlines,drifting_longlines,21.674999999999997,50,284.53951930911165,821,55,44,44,39,1145.2750000001997,496.59166666660036,953.5083333334005,423.1333333333003,0.852074977765146,85.3618557927335,10,13.02493453100391,10.820132705675464,220,220,217
2015,1004614857,4614857,BANDAR NELAYAN - 35,Longline Tuna,drifting_longlines,drifting_longlines,24.1,57,275.9,3405,274,271,155,155,5958.941666667204,1407.9416666669997,5863.800000000605,1407.9416666669997,1,82.77,13,13.0222299484854,10.80995155631849,180,180,217
2016,1004722891,4722891,PELITA SEJATI - 8,Longline Tuna,drifting_longlines,drifting_longlines,21.15,70,238.6,1240,56,44,44,41,1248.6083333333,679.6333333332,985.1083333332998,661.6333333332,0.9735151307077293,71.58,6,13.010197903116,10.76592984750884,220,220,217
2015,1004953777,4953777,FRANSISCA 8,Longline Tuna,drifting_longlines,drifting_longlines,26.42,149,409.81954100237243,556,26,24,6,6,595.4916666667,85.4916666667,547.5,85.4916666667,1,122.94586230071172,10,13.06827800347875,10.967122165649261,180,180,217
2016,1004445007,4445007,NA,Longline Tuna,drifting_longlines,drifting_longlines,17.97,58,275.9,534,27,24,10,10,595.0416666667,146.8416666668,501.82499999990006,146.8416666668,1,82.77,4,13.0222507019676,10.80995155631849,220,220,217
2016,1004547315,4547315,MULIA JAYA II,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,28.39,158,275.9,93060,242,132,203,123,5123.491668914414,3327.825001496599,2568.79166766,1816.7416673942005,0.5459246404414806,82.77,13,13.0243260501876,10.80995155631849,180,180,217
2016,1004956289,4956289,JIMMY WIJAYA - 15,Longline Tuna,drifting_longlines,drifting_longlines,28.47,190,313.2,5582,252,231,182,180,5610.324999999006,2336.199999998898,5286.9999999990005,2318.1916666655984,0.9922916131609845,93.96,12,13.037279729064,10.85386621649296,180,180,217
2016,1000074044,74044,JAWA SENTOSA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.29,118,313.2,11133,243,109,132,65,5392.066666673299,1566.9750000038985,2351.4666666705984,787.1250000026001,0.5023213516492873,93.96,11,13.0357928422608,10.85386621649296,180,180,217
2015,1000073678,73678,PERMATA 168,Longline Tuna,drifting_longlines,drifting_longlines,21,99,268.42319219598636,4357,82,80,61,61,1912.3333333313994,324.8583333324002,1862.2749999978987,324.8583333324002,1,80.52695765879591,7,13.020636277801769,10.801135956225291,220,220,217
2016,1000052548,52548,CHARLY TUNA WIJAYA - 11,Longline Tuna,drifting_longlines,drifting_longlines,23.34,109,406.4,12220,236,229,161,161,5513.758333332805,1740.0500000002994,5351.0583333333025,1740.0500000002994,1,121.91999999999999,7,13.0663351259808,10.963126092707839,220,220,217
2016,1040408050,40408050,PRIMA HASIL SAMUDERA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.7,108,275.9,4001,305,259,61,61,6503.899999997794,688.9833333332003,5533.1583333312965,688.9833333332003,1,82.77,8,13.0232883760776,10.80995155631849,220,220,217
2016,1000140249,140249,SEJATI MANDIRI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,33.44,199,372.9,4528,107,75,61,53,2345.541666667999,771.4750000002999,1686.8749999996007,709.0000000002997,0.9190187627596799,111.86999999999999,16,13.0571340141318,10.92393043779289,180,180,217
2014,1004965266,4965266,BAHARI - 98,Longline Tuna,drifting_longlines,drifting_longlines,25.855,133,477.2,34,2,2,2,2,32.4833333334,8.5,32.4833333334,8.5,1,143.16,8,13.0901628018408,11.04567939003536,180,180,217
2015,1004645658,4645658,ABADI MAJU - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.85,112,313.2,4440,206,139,139,101,4569.941666666297,1899.9249999997999,3090.4499999997993,1414.8750000000002,0.744700448702001,93.96,8,13.0356689350272,10.85386621649296,220,220,217
2014,1000073716,73716,FIRMA JAYA ABADI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,25.59,107,261,6214,147,27,55,12,3276.466666670997,366.4166666672999,466.6416666676998,74.32500000030002,0.20284284739642003,78.3,7,13.018354994166,10.792379317009,180,180,217
2016,1004949249,4949249,BINA HASIL - I,Longline Tuna,drifting_longlines,drifting_longlines,23.565,113.5,275.9,4067,182,129,123,77,3974.1333333316993,1063.1499999999,2879.924999998,549.1499999995997,0.5165310633491523,82.77,7,13.0234025202297,10.80995155631849,220,220,217
2016,1004666881,4666881,HARAPAN JAYA PERKASA - V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,29.2,198,313.2,11969,242,192,163,152,5435.5666667990035,2152.725000049399,4353.425000115499,2018.2250000494,0.9375210489045686,93.96,14,13.0374449387088,10.85386621649296,180,180,217
2016,1004725813,4725813,GARUDA JAYA V,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,23.15,117,275.9,5280,302,255,195,185,6430.941666666303,2489.4083333322983,5433.133333332904,2389.674999999299,0.959936932805436,82.77,7,13.0234751574174,10.80995155631849,220,220,217
2014,1000074044,74044,JAWA SENTOSA,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,26.29,118,313.2,7367,166,21,76,12,3624.6833333351988,702.7500000001999,453.29166666599986,169.84166666640004,0.24168148938648415,93.96,11,13.0357928422608,10.85386621649296,180,180,217
2016,1004573726,4573726,MUTIARA ANUGRAH KENCANA,Longline Tuna,drifting_longlines,drifting_longlines,19.87,55,223.7,3859,183,116,150,92,4000.9833333316988,1927.8749999990998,2333.316666665898,1093.4499999990999,0.5671788886725594,67.11,5,13.004970313803,10.74831484614401,220,220,217
2014,1004905088,4905088,BINTANG SAMUDRA - 88,Longline Tuna,drifting_longlines,drifting_longlines,19.2,64,227.55888790717813,4565,188,63,140,41,4283.733333333397,1308.0416666666001,1183.9333333335007,425.0916666666,0.32498327652657977,68.26766637215344,5,13.006431139155248,10.752878519869567,220,220,217
2016,1000074109,74109,PRIMA UTAMA JAYA - VI,Purse Seine Big Pelagics with one boat,purse_seines,purse_seines,24.86,118,366.33540848619475,4465,91,49,39,24,2085.8583333336983,193.8166666668,1093.0249999998991,129.85833333339994,0.6700060194340559,109.90062254585843,8,13.053310334781015,10.916239619217585,180,180,217
2016,1004957403,4957403,BANDAR NELAYAN - 17,Longline Tuna,drifting_longlines,drifting_longlines,26.23,138,261,6768,260,254,145,145,6017.308333341196,1095.4833333337,5919.800000007796,1095.4833333337,1,78.3,10,13.018999618644,10.792379317009,180,180,217
2014,1004958946,4958946,HEN II,Longline Tuna,drifting_longlines,drifting_longlines,26.35,86,275.9,6787,289,287,166,166,6754.416666666999,1456.8083333326001,6699.500000000398,1456.8083333326001,1,82.77,14,13.0228317994692,10.80995155631849,180,180,217
2015,1004949307,4949307,BAHARI - 87,Longline Tuna,drifting_longlines,drifting_longlines,23.4,91,327.66872395365243,1031,44,44,17,17,826.4500000027999,168.93333333299998,826.4500000027999,168.93333333299998,1,98.30061718609572,9,13.040006328349367,10.87087196086406,220,220,217
2016,1031051929,31051929,PUTRI INDAH,Purse Seine Small Pelagics,purse_seines,purse_seines,21.45,65,279.1196684579398,2645,123,86,97,77,2702.775,1294.5166666666,1912,1060.5083333332998,0.8192311158605047,83.73590053738194,8,13.02345789309261,10.813746411586594,220,220,217
2016,1004587048,4587048,FORTUNA,Longline Tuna,drifting_longlines,drifting_longlines,25.85,80,261,2147,126,43,77,22,2622.1333333327975,707.5249999994,863.4916666664002,192.1333333330999,0.2715569532288793,78.3,14,13.01779354704,10.792379317009,180,180,217
2016,1004941353,4941353,BAHARI - 09,Longline Tuna,drifting_longlines,drifting_longlines,22.08,87,294.4152450837637,1529,85,74,35,32,1642.8999999999987,423.3083333331,1411.2999999998995,405.29166666649996,0.9574384314035633,88.32457352512911,9,13.028958166943266,10.831763614873573,220,220,217
2014,1004964130,4964130,BANDAR NELAYAN - 280,Longline Tuna,drifting_longlines,drifting_longlines,25.46,128,382.79602480607235,7894,338,332,287,287,7888.308333332901,3581.7583333324974,7735.683333332903,3581.7583333324974,1,114.8388074418217,6,13.0589416159684,10.935517966549005,180,180,217
2015,1004573726,4573726,MUTIARA ANUGRAH KENCANA,Longline Tuna,drifting_longlines,drifting_longlines,19.87,55,223.7,4285,197,164,174,151,4496.1166666663985,2370.4999999993997,3685.8499999997,2014.3083333327,0.8497398579764649,67.11,5,13.004970313803,10.74831484614401,220,220,217
