transmitter_no,shipname,begin_date,end_date,registered_gear_type,length,width,num_messages,date_first_broadcast,date_last_broadcast,registered_fishing_region
65096,65096,4/2/2014 0:00:00,4/1/2015 0:00:00,Purse Seine Small Pelagics,26,8.5,255,2/1/2014 5:00:00,5/1/2014 14:19:00,711
65097,65097,4/2/2014 0:00:00,4/1/2015 0:00:00,Purse Seine Small Pelagics,26.16,8.5,237,4/23/2014 2:30:00,10/10/2014 19:34:00,711
65098,65098,4/2/2014 0:00:00,4/1/2015 0:00:00,Purse Seine Small Pelagics,26.16,8.5,346,4/22/2014 17:13:00,10/17/2014 2:00:00,711
65100,65100,4/2/2014 0:00:00,4/1/2015 0:00:00,Purse Seine Small Pelagics,20.28,7.3,503,3/11/2014 2:31:00,9/18/2014 23:00:00,711
65101,65101,4/2/2014 0:00:00,4/1/2015 0:00:00,Purse Seine Small Pelagics,21.6,7.2,208,3/11/2014 2:27:00,9/11/2014 10:00:00,711
65103,65103,4/2/2014 0:00:00,4/1/2015 0:00:00,Purse Seine Small Pelagics,21.9,8.4,700,3/6/2014 0:00:00,7/22/2014 2:00:00,711
65108,BINTANG SINAR REJEKI,2/18/2016 0:00:00,2/17/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.11,7.55,6459,1/4/2016 1:41:00,5/6/2017 2:35:00,"572, 573"
65111,65111,2/14/2015 0:00:00,2/13/2016 0:00:00,Transporter,29.82,7.45,16954,1/1/2014 0:35:00,10/8/2015 8:00:00,
65120,65120,9/22/2014 0:00:00,9/21/2015 0:00:00,Fish net/dragnet,49.85,8.7,3630,1/1/2014 0:36:00,12/16/2014 8:00:00,718
65132,CHARTER WIDE,2/11/2009 0:00:00,4/3/2009 0:00:00,Transporter,7.6,0,6867,12/14/2016 8:00:00,6/20/2017 23:38:00,
65135,MINA ANUGRAH - 18,11/15/2016 0:00:00,4/19/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.06,8.2,5388,11/21/2016 7:00:00,6/1/2017 15:00:00,"573, 572"
65138,SINAR SAMUDERA MAKMUR - 309,3/18/2017 0:00:00,3/17/2018 0:00:00,Transporter,27.16,7.5,2385,4/21/2017 3:00:00,6/20/2017 23:23:00,
65139,SINAR MINA PERKASA - 2,8/14/2016 0:00:00,8/13/2017 0:00:00,Transporter,25.75,7.3,16852,1/1/2016 1:00:00,6/20/2017 23:41:00,
65140,SULTRA SAMUDRA MAKMUR 303,2/25/2017 0:00:00,2/24/2018 0:00:00,Transporter,23.95,7.96,2087,12/14/2016 0:00:00,6/3/2017 1:40:00,
65141,SINAR SAMUDERA MAKMUR 306,10/8/2016 0:00:00,10/7/2017 0:00:00,Transporter,29.62,7.9,4956,9/5/2016 2:18:00,6/9/2017 10:08:00,
65142,65142,9/1/2016 0:00:00,2/13/2016 0:00:00,Transporter,27.2,7.5,29506,1/1/2014 0:08:00,9/11/2015 8:33:00,
65143,BINTANG SUMBER MAS - B ,10/4/2014 0:00:00,10/3/2015 0:00:00,Purse Seine Small Pelagics,27.39,7.3,37115,1/1/2014 1:00:00,6/20/2017 23:47:00,573
65145,NUSANTARA JAYA,6/15/2017 0:00:00,6/14/2018 0:00:00,Purse Seine Big Pelagics with one boat,21.25,5.7,289,6/15/2017 0:00:00,6/20/2017 23:43:00,"572, 573"
65147,ANDALAN UTAMA JAYA,2/9/2017 0:00:00,7/28/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.65,7.6,8233,12/14/2016 0:00:00,6/20/2017 23:48:00,"573, 572"
65162,HIROYOSHI - 18,2/25/2016 0:00:00,2/24/2017 0:00:00,Purse Seine Big Pelagics with one boat,34.21,7.16,48777,1/1/2014 0:13:00,9/18/2016 23:10:00,"572, 573"
65163,NUSANTARA INDAH -VIII ,7/29/2016 0:00:00,7/28/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.68,7,8063,12/14/2016 0:00:00,6/20/2017 23:46:00,"572, 573"
65164,BINTANG SUMBER JAYA - 18,5/18/2017 0:00:00,5/17/2018 0:00:00,Purse Seine Big Pelagics with one boat,29.58,7.94,1451,5/16/2017 0:00:00,6/20/2017 23:47:00,"572, 573"
65165,SURYA MINA,6/17/2016 0:00:00,6/16/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.85,8.25,36238,5/2/2014 0:25:00,5/18/2017 2:59:00,"572, 573"
65166,SUMBER JAYA  B,8/24/2016 0:00:00,8/23/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.57,8.4,16629,1/1/2016 0:06:00,6/20/2017 23:37:00,"573, 572"
65167,65167,3/24/2016 0:00:00,3/23/2017 0:00:00,Purse Seine Small Pelagics,26.8,7.84,12252,1/9/2014 3:21:00,11/29/2015 6:00:00,"572, 573"
65179,65179,8/13/2015 0:00:00,8/12/2016 0:00:00,Purse Seine Small Pelagics,20.75,7.4,138,4/29/2014 3:00:00,8/25/2014 1:38:00,715
65185,65185,1/28/2015 0:00:00,1/27/2016 0:00:00,Transporter,16.2,4.5,12407,4/22/2014 0:00:00,11/23/2015 9:41:00,
65189,MINA ANUGRAH - 8,7/14/2016 0:00:00,7/13/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.32,7.75,9997,10/29/2016 3:08:00,6/20/2017 23:29:00,
65204,BINTANG ANUGERAH,2/22/2017 0:00:00,2/21/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.6,7.28,5601,12/14/2016 0:00:00,6/20/2017 23:41:00,"713, 712,713, 712"
65205,65205,5/2/2014 0:00:00,5/1/2015 0:00:00,Longline Tuna,21.62,4.64,12202,2/7/2014 9:00:00,1/7/2015 19:33:00,717
65208,SINAR MINA PERKASA,3/30/2017 0:00:00,3/29/2018 0:00:00,Transporter,25.68,7,3047,12/14/2016 0:00:00,6/20/2017 23:40:00,
65213,AQUARIUS IX,10/16/2016 0:00:00,10/15/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.46,7.9,11307,9/20/2016 0:00:00,6/19/2017 12:38:00,"572, 573"
65222,65222,5/10/2016 0:00:00,5/9/2017 0:00:00,Purse Seine Small Pelagics,24.1,8.19,22677,1/1/2014 0:15:00,8/23/2015 3:00:00,"572, 573"
65222,SUMBER JAYA - V,5/10/2016 0:00:00,5/9/2017 0:00:00,Purse Seine Big Pelagics with one boat,24.1,8.19,9484,5/20/2016 1:29:00,5/8/2017 1:11:00,"572, 573"
65227,BINTANG SUMBER MAS - V,6/29/2016 0:00:00,6/28/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.47,8,38584,2/25/2014 10:06:00,6/20/2017 23:45:00,"572, 573"
65231,65231,3/2/2014 0:00:00,3/1/2015 0:00:00,Purse Seine Small Pelagics,26.96,8.6,15582,1/2/2014 7:00:00,2/21/2015 7:09:00,"572, 573"
65237,BINTANG SUMBER HASIL - B,10/20/2016 0:00:00,10/19/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.48,7.65,7947,8/12/2016 0:44:00,6/20/2017 23:44:00,"572, 573"
65239,BINTANG REJEKI - A,10/30/2016 0:00:00,10/29/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.86,7.9,7965,9/19/2016 14:27:00,6/20/2017 23:22:00,"572, 573"
65240,UNITED - XV,10/16/2016 0:00:00,10/15/2017 0:00:00,Longline Tuna,25.69,6.84,12271,9/19/2016 14:31:00,6/20/2017 23:45:00,"572, 573"
65241,UNITED - XXIII,5/18/2016 0:00:00,5/17/2017 0:00:00,Longline Tuna,18.32,5.9,2391,8/12/2016 0:52:00,6/12/2017 7:00:00,"572, 573"
65243,UNITED -XI,10/16/2016 0:00:00,10/15/2017 0:00:00,Longline Tuna,25.34,6.8,4567,12/3/2016 3:00:00,3/24/2017 7:31:00,"572, 573"
65244,UNITED - XIX,5/18/2016 0:00:00,5/17/2017 0:00:00,Longline Tuna,25.92,6.82,45384,1/3/2014 7:36:00,6/20/2017 23:00:00,"572, 573"
65255,HARAPAN KITA,2/18/2016 0:00:00,2/16/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.47,8.5,34664,1/1/2014 1:00:00,5/22/2017 11:34:00,"572, 573"
65264,65264,11/18/2014 0:00:00,11/19/2015 0:00:00,Transporter,85.41,14.2,16278,1/1/2014 0:55:00,1/7/2015 7:23:00,
65267,SINAR MINA PERKASA - I,9/16/2016 0:00:00,9/15/2017 0:00:00,Transporter,25.66,7.18,5145,9/5/2016 2:23:00,6/20/2017 23:31:00,
65268,65268,2/6/2015 0:00:00,2/5/2016 0:00:00,Transporter,25.46,7.56,14166,1/2/2014 1:27:00,7/7/2015 23:25:00,
65271,65271,11/25/2014 0:00:00,11/24/2015 0:00:00,Transporter,101.26,13.5,12313,1/1/2014 0:07:00,10/8/2015 8:00:00,
65272,BERKAH MULIA,12/7/2016 0:00:00,12/6/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.75,6.55,6677,12/14/2016 0:00:00,6/20/2017 23:46:00,"572, 573"
65273,65273,9/7/2014 0:00:00,9/6/2015 0:00:00,Transporter,81.73,13,15913,2/21/2014 2:57:00,2/2/2015 9:09:00,
65280,65280,11/25/2012 0:00:00,11/24/2013 0:00:00,Transporter,80,15,2242,1/1/2014 0:53:00,2/21/2014 5:40:00,
65299,65299,8/22/2014 0:00:00,8/21/2015 0:00:00,Transporter,78.72,13,16535,1/1/2014 0:09:00,11/27/2014 21:00:00,
65320,65320,11/24/2014 0:00:00,11/23/2015 0:00:00,Fish net/dragnet,24.46,7.2,19201,1/1/2014 1:00:00,2/2/2015 8:51:00,718
65322,65322,10/31/2014 0:00:00,10/30/2015 0:00:00,Fish net/dragnet,24.64,7.35,19716,1/1/2014 1:00:00,2/2/2015 8:55:00,718
65330,65330,11/10/2014 0:00:00,11/9/2015 0:00:00,Fish net/dragnet,24.52,8,12539,1/18/2014 3:00:00,2/2/2015 8:49:00,718
65332,65332,11/24/2014 0:00:00,11/23/2015 0:00:00,Fish net/dragnet,23.38,7.6,15022,1/1/2014 0:13:00,2/2/2015 8:48:00,718
65333,65333,10/31/2014 0:00:00,10/30/2015 0:00:00,Fish net/dragnet,25.33,7.72,19518,1/1/2014 0:05:00,2/2/2015 8:58:00,718
65334,65334,11/24/2014 0:00:00,11/23/2015 0:00:00,Fish net/dragnet,24.24,7.65,21,10/8/2014 0:00:00,10/9/2014 3:39:00,718
65336,65336,11/21/2014 0:00:00,11/20/2015 0:00:00,Fish net/dragnet,30.17,9,19378,1/1/2014 0:08:00,2/2/2015 8:58:00,718
65338,65338,7/28/2014 0:00:00,7/27/2015 0:00:00,Oceanic gillnet,27.67,8.15,9881,1/1/2014 0:09:00,7/14/2014 9:00:00,718
65345,65345,12/6/2014 0:00:00,12/5/2015 0:00:00,Oceanic gillnet,26.3,8,19346,1/1/2014 0:15:00,2/2/2015 8:47:00,718
65347,65347,11/21/2014 0:00:00,11/20/2015 0:00:00,Fish net/dragnet,28.02,6.75,9612,6/25/2014 23:00:00,2/2/2015 7:19:00,718
65348,65348,11/30/2014 0:00:00,11/29/2015 0:00:00,Fish net/dragnet,30.04,7,59,4/11/2014 0:00:00,10/8/2015 8:18:00,718
65352,65352,3/14/2014 0:00:00,3/13/2015 0:00:00,Fish net/dragnet,34.56,8.1,15641,1/1/2014 0:08:00,12/24/2014 11:52:00,718
65354,65354,11/26/2014 0:00:00,11/25/2015 0:00:00,Fish net/dragnet,28.61,7.95,19481,1/1/2014 0:32:00,1/11/2015 1:23:00,718
65356,65356,7/21/2014 0:00:00,7/20/2015 0:00:00,Fish net/dragnet,29.07,7.5,156,8/21/2014 12:00:00,8/27/2014 2:34:00,718
65360,65360,11/26/2014 0:00:00,11/25/2015 0:00:00,Fish net/dragnet,38.83,9.45,2014,2/8/2014 8:01:00,12/12/2014 19:45:00,718
65361,MINA JAYA - 1,2/8/2017 0:00:00,2/7/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.45,8.25,5355,12/22/2016 8:00:00,6/20/2017 23:24:00,573
65379,65379,11/27/2014 0:00:00,11/26/2015 0:00:00,Fish net/dragnet,23.45,6.2,17159,1/1/2014 0:32:00,2/2/2015 8:00:00,718
65381,65381,7/27/2014 0:00:00,7/26/2015 0:00:00,Fish net/dragnet,31.15,9.6,18124,1/1/2014 1:00:00,2/2/2015 8:49:00,718
65385,65385,10/22/2014 0:00:00,10/21/2015 0:00:00,Fish net/dragnet,31.25,8,4109,1/23/2014 3:37:00,12/19/2014 20:08:00,718
65386,65386,10/22/2014 0:00:00,10/21/2015 0:00:00,Fish net/dragnet,39.8,9,4061,1/1/2014 6:36:00,12/16/2014 11:09:00,718
65391,65391,10/31/2014 0:00:00,10/30/2015 0:00:00,Fish net/dragnet,23.21,7.1,19064,1/1/2014 0:13:00,2/2/2015 8:52:00,718
65398,65398,12/30/2013 0:00:00,12/29/2014 0:00:00,Fish net/dragnet,28.52,7.7,19733,1/1/2014 0:06:00,2/2/2015 8:55:00,718
65401,65401,12/17/2014 0:00:00,12/16/2015 0:00:00,Fish net/dragnet,24.43,5.95,6109,1/1/2014 0:08:00,1/8/2015 8:32:00,718
66222,KASIH SETIA - XVIII,2/19/2017 0:00:00,2/18/2018 0:00:00,Purse Seine Big Pelagics with one boat,27.1,7.32,8647,12/14/2016 0:00:00,6/20/2017 23:43:00,"573, 572"
66224,HARAPAN DOBO JAYA,4/8/2016 0:00:00,4/7/2017 0:00:00,Transporter,28.7,8.84,40259,1/1/2014 1:00:00,5/23/2017 2:00:00,
68969,LANGSUNG JAYA ANUGRAH,11/24/2016 0:00:00,11/23/2017 0:00:00,Squid hooking,27.83,7.72,7086,12/8/2016 0:00:00,6/15/2017 3:07:00,718
68992,SUMBER JAYA - 1A,4/20/2017 0:00:00,4/19/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.2,7.3,6011,2/21/2017 0:00:00,6/20/2017 23:36:00,"572, 573"
70002,NATUNA - I,5/6/2016 0:00:00,6/5/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.48,7.24,9396,1/1/2016 0:07:00,9/4/2016 23:28:00,"573, 572"
70031,70031,10/5/2014 0:00:00,10/4/2015 0:00:00,Shrimp net,27.76,6.9,27173,1/1/2014 1:00:00,12/10/2015 6:15:00,718
70035,BINTANG ARINDO UTAMA,2/15/2017 0:00:00,2/14/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.72,8.18,5488,12/14/2016 0:00:00,6/20/2017 23:45:00,"572, 573"
73600,MALINDO INDAH,3/31/2016 0:00:00,3/30/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.4,8,23315,2/11/2014 3:07:00,6/20/2017 23:44:00,"711,711"
73601,JIMMY WIJAYA 3,10/4/2016 0:00:00,5/28/2017 0:00:00,Transporter,23.78,6.62,8729,10/21/2016 21:18:00,6/20/2017 23:36:00,
73605,SINAR ARINDO - 79,9/29/2016 0:00:00,9/28/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.49,7.7,25199,1/1/2016 0:09:00,6/20/2017 23:46:00,"572, 573"
73607,JIMMY WIJAYA -17,8/6/2016 0:00:00,8/5/2017 0:00:00,Longline Tuna,26.68,6.7,50,9/4/2016 0:00:00,9/5/2016 0:28:00,"572, 573"
73610,SAPARUA - 22,3/16/2016 0:00:00,3/15/2017 0:00:00,Transporter,27.19,7.9,45899,1/1/2014 0:09:00,6/20/2017 23:35:00,
73611,PANEN WIJAYA,12/15/2016 0:00:00,12/14/2017 0:00:00,Squid hooking,25.68,7.12,6197,12/20/2016 9:38:00,6/20/2017 23:26:00,718
73612,BINTANG REJEKI - 8,7/12/2016 0:00:00,7/11/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.24,6.54,2374,7/21/2016 11:40:00,6/13/2017 7:16:00,"572, 573,572, 573"
73613,BINTANG SUMBER JAYA - A,10/4/2016 0:00:00,10/3/2017 0:00:00,Stick-Held lift net,23.29,6.82,5128,10/18/2016 6:00:00,6/20/2017 23:36:00,711
73614,IRWAN,9/11/2016 0:00:00,9/10/2017 0:00:00,Squid hooking,24.82,7.55,20260,1/1/2016 0:31:00,6/6/2017 21:19:00,718
73617,KARYA MAKMUR - 9,9/16/2016 0:00:00,9/15/2017 0:00:00,Hand Line Tuna,27.28,6.94,6670,9/22/2016 7:00:00,3/20/2017 6:40:00,718
73618,LANGSUNG JAYA NUSANTARA,11/24/2016 0:00:00,11/23/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.2,7.82,1270,12/8/2016 0:00:00,5/17/2017 0:33:00,"572, 573"
73619,HIROYOSHI - 08,12/1/2015 0:00:00,11/30/2016 0:00:00,Transporter,25.86,7.46,43769,1/1/2014 0:05:00,6/20/2017 23:00:00,
73620,ERAMAS,7/12/2017 0:00:00,7/11/2018 0:00:00,Squid hooking,23.9,7.9,288,6/8/2017 0:23:00,6/20/2017 23:37:00,718
73624,MUTIARA BAHARI - I,2/1/2017 0:00:00,1/31/2018 0:00:00,Transporter,24.38,7.16,5374,2/1/2017 7:00:00,6/20/2017 23:45:00,
73626,MUTIARA CAHAYA - I,11/15/2016 0:00:00,11/14/2017 0:00:00,Transporter,27.84,8.2,9526,11/22/2016 0:00:00,6/20/2017 23:19:00,
73629,CITRA TUNA PERKASA - 8,8/13/2013 0:00:00,8/12/2014 0:00:00,Longline Tuna,25.69,7.32,19799,1/1/2016 0:27:00,6/6/2017 3:00:00,573
73631,PRIMA UNITED,12/9/2016 0:00:00,12/8/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.82,8.2,7908,12/14/2016 0:00:00,6/20/2017 23:24:00,"572, 573"
73633,CAKRAWALA - X,3/7/2016 0:00:00,3/6/2017 0:00:00,Transporter,26.78,7.88,41376,2/5/2014 16:00:00,6/20/2017 23:35:00,
73634,SINAR ARINDO - 66,8/27/2016 0:00:00,8/26/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.38,7.9,12082,8/25/2016 0:36:00,6/20/2017 23:48:00,"572, 573"
73639,73639,2/27/2015 0:00:00,2/26/2016 0:00:00,Purse Seine Big Pelagics with one boat,26.2,7.34,13431,1/1/2014 1:00:00,3/8/2016 10:00:00,"572, 573"
73643,PRIMA BINTANG UNITED,8/26/2016 0:00:00,8/25/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.97,7.95,7031,9/19/2016 14:29:00,5/15/2017 23:21:00,"572, 573"
73646,73646,5/30/2013 0:00:00,5/29/2014 0:00:00,Longline Tuna,42.8,8.5,408,2/13/2014 8:01:00,3/20/2014 3:44:00,2
73647,MEGAH UTAMA - I,9/29/2016 0:00:00,9/28/2017 0:00:00,Squid hooking,25.43,7.64,13001,1/10/2016 10:21:00,4/17/2017 8:05:00,718
73648,MITRA JAYA,6/1/2016 0:00:00,5/31/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",19.65,6.25,16532,1/1/2016 0:08:00,5/23/2017 2:00:00,"572, 573,572, 573"
73649,UNGGUL JAYA,10/7/2016 0:00:00,10/6/2017 0:00:00,Oceanic gillnet,26.72,7.35,9928,11/26/2016 6:41:00,6/20/2017 23:41:00,718
73652,BINTANG SAMUDRA PERKASA,6/8/2017 0:00:00,6/7/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.46,7.32,482,6/8/2017 0:00:00,6/20/2017 18:38:00,"572, 573"
73653,HASIL LAUT - 38,6/26/2016 0:00:00,6/25/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.64,6.52,9853,4/26/2016 15:12:00,4/8/2017 0:00:00,"572, 573,572, 573"
73655,73655,4/20/2014 0:00:00,4/19/2015 0:00:00,Purse Seine Small Pelagics,25.59,7.5,2166,1/1/2014 1:00:00,4/5/2015 2:27:00,"712, 713"
73656,SAMPURNA JAYA,9/23/2016 0:00:00,9/22/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.4,7.4,5444,12/14/2016 0:00:00,6/20/2017 23:13:00,"712, 713,712, 713"
73657,MEGAH JAYA,9/23/2016 0:00:00,9/22/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.59,7.5,4987,12/14/2016 0:00:00,6/13/2017 14:46:00,"718,718"
73658,ARTA SAMUDERA,7/31/2016 0:00:00,7/30/2017 0:00:00,Transporter,22.48,6.35,196,11/16/2016 0:08:00,2/17/2017 13:13:00,
73670,SUMBER LAUT - I,8/5/2016 0:00:00,8/4/2017 0:00:00,Transporter,18.55,6.3,5535,12/14/2016 0:22:00,6/20/2017 23:41:00,
73678,PERMATA 168,10/28/2014 0:00:00,10/27/2015 0:00:00,Longline Tuna,21,5,25061,1/1/2014 0:09:00,2/1/2017 3:38:00,2
73682,SUMBER TUNA,10/13/2016 0:00:00,10/12/2017 0:00:00,Longline Tuna,26.98,8.2,9068,9/22/2016 1:18:00,6/20/2017 23:45:00,573
73687,NUSANTARA INDAH VII,6/23/2016 0:00:00,6/22/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",20.92,4.86,22152,1/31/2014 5:00:00,5/12/2017 3:13:00,"712, 711,712, 711"
73696,HASIL MINA - II,2/16/2017 0:00:00,2/15/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.82,7.5,8488,12/14/2016 0:00:00,6/19/2017 7:38:00,"572, 573"
73701,ARTA MINA,7/13/2016 0:00:00,7/12/2017 0:00:00,Transporter,25.58,7.8,17283,1/1/2016 0:34:00,6/20/2017 23:39:00,
73704,SAMUDERA KENCANA - II,2/9/2017 0:00:00,2/8/2018 0:00:00,Purse Seine Big Pelagics with one boat,26.86,8,1217,3/5/2017 0:00:00,6/20/2017 23:41:00,"572, 573"
73711,INTI MAKMUR,6/23/2016 0:00:00,6/22/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.07,6.7,18749,1/1/2016 1:00:00,5/18/2017 3:47:00,"713,713"
73716,FIRMA JAYA ABADI ,9/7/2016 0:00:00,9/6/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.59,7.5,20290,1/1/2016 0:05:00,6/20/2017 23:41:00,"572, 573"
73724,BINTANG JAYA -VI,12/1/2016 0:00:00,11/30/2017 0:00:00,Transporter,23.85,6,10156,9/20/2016 0:00:00,5/29/2017 2:26:00,
73729,REZEKI LAUT,7/10/2016 0:00:00,7/9/2017 0:00:00,Transporter,24.35,6.79,9789,9/12/2016 9:00:00,6/20/2017 7:33:00,
73732,JAYA BAHARI,6/14/2017 0:00:00,6/13/2018 0:00:00,Purse Seine Big Pelagics with one boat,26.83,7.5,132,6/18/2017 7:27:00,6/20/2017 23:47:00,"572, 573"
73733,HALOGEN STAR,6/17/2014 0:00:00,6/16/2015 0:00:00,Purse Seine Small Pelagics,20.4,6.32,14807,1/1/2014 1:00:00,6/1/2017 21:00:00,572
73736,TEGUH UNITED,8/27/2016 0:00:00,8/26/2017 0:00:00,Purse Seine Big Pelagics with one boat,24.6,7.85,13550,8/29/2016 0:46:00,6/20/2017 23:48:00,"572, 573"
73739,JIMMY WIJAYA -17,8/6/2016 0:00:00,8/5/2017 0:00:00,Longline Tuna,26.68,6.7,11374,9/20/2016 0:00:00,6/20/2017 23:47:00,"572, 573"
73740,73740,11/22/2015 0:00:00,11/21/2016 0:00:00,Longline Tuna,25.72,7.12,10637,5/9/2014 2:00:00,4/27/2015 9:42:00,2
73742,SETIA REJEKI,12/29/2015 0:00:00,12/28/2016 0:00:00,Purse Seine Big Pelagics with one boat,25.73,8.21,4895,3/28/2014 0:00:00,6/20/2017 23:45:00,"572, 573"
73750,INDRA JAYA - II,1/5/2017 0:00:00,10/11/2017 0:00:00,Longline Tuna,25.1,7.18,5683,12/14/2016 0:00:00,6/20/2017 23:44:00,"572, 573"
73752,PERMATA TUNA WIJAYA - 01,5/4/2016 0:00:00,5/3/2017 0:00:00,Transporter,24.92,8.06,25040,1/1/2014 0:05:00,6/6/2017 22:28:00,
73754,LASKAR PELANGI - 88,7/4/2016 0:00:00,7/3/2017 0:00:00,Longline Tuna,24.97,7.65,10875,9/20/2016 0:00:00,6/20/2017 23:22:00,"572, 573"
73756,TWINDO 818,3/17/2017 0:00:00,3/16/2018 0:00:00,Basic longline,25.2,7.92,3988,3/14/2017 1:35:00,6/20/2017 23:28:00,718
73758,HARAPAN JAYA  - XIX,9/29/2016 0:00:00,9/28/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.52,7.66,9890,8/22/2016 0:00:00,6/20/2017 23:45:00,"572, 573"
73765,SETIA BHAKTI,1/5/2017 0:00:00,1/4/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.87,7.3,8106,11/29/2016 0:00:00,6/20/2017 23:42:00,"572, 573"
73775,SUMBER JAYA - A,6/30/2017 0:00:00,6/29/2018 0:00:00,Purse Seine Big Pelagics with one boat,26.99,8.45,611,6/8/2017 0:00:00,6/20/2017 23:37:00,"572, 573"
73780,JIMMY WIJAYA - 7 ,6/12/2013 0:00:00,6/11/2014 0:00:00,Longline Tuna,23.55,5.2,923,9/30/2016 10:03:00,4/25/2017 2:08:00,"572, 573"
73783,73783,7/6/2014 0:00:00,7/5/2015 0:00:00,Purse Seine Small Pelagics,22.1,6.4,15,4/16/2014 0:00:00,4/16/2014 7:38:00,"572, 573"
73789,BERINGIN JAYA -  V,9/9/2016 0:00:00,9/8/2017 0:00:00,Stick-Held lift net,22.94,6.6,11150,9/15/2016 2:00:00,6/20/2017 23:47:00,"712, 711"
73921,PUTRA MAKMUR - I,5/2/2016 0:00:00,5/1/2017 0:00:00,Transporter,25.86,7.6,5431,1/5/2016 0:00:00,6/17/2017 21:00:00,
73933,MITRA BAHARI - 08,8/3/2016 0:00:00,8/2/2017 0:00:00,Transporter,31.5,6.6,7717,1/1/2016 0:28:00,5/24/2017 1:36:00,
73944,PERINDO JAYA,1/17/2017 0:00:00,12/8/2017 0:00:00,Transporter,26.75,9.17,6851,12/23/2016 6:01:00,6/20/2017 23:42:00,
73961,MINA REJEKI,4/12/2016 0:00:00,4/11/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",26.07,7.5,14428,1/7/2016 8:00:00,4/7/2017 21:00:00,"712, 711,712, 711"
73962,BINTANG SUMBER JAYA - B,6/21/2016 0:00:00,6/20/2017 0:00:00,Stick-Held lift net,23.83,6.91,9889,9/5/2016 0:00:00,6/19/2017 3:28:00,711
73963,RODA TERBANG - 01,12/8/2016 0:00:00,12/7/2017 0:00:00,Longline Tuna,25.86,6.98,7029,12/15/2016 11:00:00,6/20/2017 23:42:00,"572, 573"
73966,TEGUH ARINDO,6/12/2017 0:00:00,6/11/2018 0:00:00,Stick-Held lift net,28.68,7.6,357,6/8/2017 0:00:00,6/20/2017 23:41:00,711
73967,MINA SEMPURNA 89,6/23/2016 0:00:00,6/22/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.08,6.78,33881,1/1/2014 0:48:00,6/20/2017 23:36:00,573
73968,CAHAYA SETIA,6/21/2016 0:00:00,6/20/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.68,7.18,5659,9/19/2016 20:36:00,5/29/2017 16:39:00,"572, 573"
73970,73970,3/22/2014 0:00:00,12/31/2014 0:00:00,Purse Seine Small Pelagics,27.94,8.8,12600,1/1/2014 0:51:00,1/5/2015 11:00:00,"572, 573"
73972,LAUTAN MIMIKA SEJAHTERA - 02 ,1/25/2016 0:00:00,1/24/2017 0:00:00,Transporter,26.4,7.94,50238,1/1/2014 0:13:00,4/11/2017 7:38:00,
73975,SINAR ARINDO -77,10/12/2016 0:00:00,10/11/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.53,7.78,8293,8/25/2016 1:00:00,6/20/2017 23:46:00,"572, 573"
73976,PERMATA 106,11/30/2014 0:00:00,11/29/2015 0:00:00,Longline Tuna,18.1,4.38,20553,1/20/2014 4:00:00,10/13/2016 1:56:00,2
