Transmitter No,Name,
74087,CHARLY TUNA WIJAYA - 16,
45408,CHARLY TUNA WIJAYA - 2,
4489139,CHARLY TUNA WIJAYA - 2,
74055,CHARLY TUNA WIJAYA - 6,
4957193,CHARLY TUNA WIJAYA - 7,
74011,CHARLY TUNA WIJAYA - 8,
4533258,CHARLY TUNA WIJAYA - 9,
4956297,CHARLY TUNA WIJAYA - 9,
126/PSDKP.4/TU.212/V/2013,CHARLY TUNA WIJAYA - 9,
45248,CHARLY TUNA WIJAYA -12,
4517969,CHARLY TUNA WIJAYA -12,
4614852,CHARLY TUNA WIJAYA-1,
4893943,CHARLY UNION UTAMA,
65132,CHARTER WIDE,
4749782,CHELSEA RATNA WIJAYA,
R/1958/VIII/2002/C,CHENG CHUEN,
R/2747/XI/2002/C,CHENG CHUEN,
4946300,CHENG TIN HUNG,
65114,CHENG WAI HING,
42792,CHERYL PERKASA 01,
R/2750/XI/2002/C,CHEUNG CHUN WAH,
65115,CHEUNG KAM WAH,
R/2291/X/2002/C,CHEUNG KAM WAH,
42817,CHEUNG KAM WAH (C),
R/2750/XI/2002/C,CHEUNG KAM WING,
4590402,CHINTA - 7,
4956396,CHINTA - 8,
4939213,CHIU SHIH - 01,
4961352,CHIU SHIH - 02,
4926112,CHIU SHIH - 05,
4887545,CHIU SHIH - 8,
R/166/I/2003/C,CHOKE REEFER - 1,
R/166/I/2003/C,CHOKE REEFER - 2,
4529448,CHRISTABELLA,
4870384,CHRISTINA,
4870396,CHRISTINA,
4567482,CHRISTINA - D,
4952119,CHUAN TERI,
R/163/I/2003/C,CHUNG CHO,
4960937,CILACAP JAYA KARYA,
4567684,CILACAP MALUKU JAYA DELAPAN,
4814471,CILACAP MALUKU JAYA ENAM,
4926108,CILACAP MALUKU JAYA LIMA,
4552500,CILACAP MALUKU JAYA SATU,
4573729,CILACAP MALUKU JAYA TUJUH,
42260,CINTA BAHARI - 02,
4641595,CINTA BAHARI - 06,
125094,CINTA BAHARI - 10,
4815574,CINTA BAHARI - 10,
42096,CINTA BAHARI - 11,
125406,CINTA BAHARI - 2,
124622,CINTA BAHARI - 4,
4811165,CINTA BAHARI - 4,
42060,CINTA BAHARI - 7,
42182,CINTA BAHARI - 8,
125483,CINTA BAHARI - 8,
45240,CINTA BAHARI - 9,
124668,CINTA BAHARI - 9,
125452,CINTA BAHARI -12,
4464313,CIPTA JAYA,
4620090,CIPTA JAYA,
4610793,CIPTA JAYA - I,
40408763,CIPTA RAYA BANGKIT,
4604995,CIPTA SUKSES MANDIRI,
86811707407,CIPTA USAHA,
4673205,CIPTA WIJAYA,
4898133,CITA INDAH,
4571587,CITRA ABADI,
4870394,CITRA ABADI,
4775295,CITRA AGUNG,
74010,CITRA ARINDO,
4557011,CITRA ARMINA,
4961358,CITRA BAHARI,
86811703457,CITRA BAHARI,
4955195,CITRA BAHARI 03,
4666599,CITRA BARU,
4870381,CITRA BARU,
97250,CITRA BARUNA  I,
40511642,CITRA CEMERLANG,
86811035823,CITRA CEMERLANG,
4921098,CITRA EXPRESS,
31076524,CITRA EXPRESS - 02,
4912802,CITRA EXPRESS - VII,
31076524,CITRA EXPRESS 02,
4554609,CITRA EXPRESS 8,
86811034937,CITRA EXPRESS 9,
4587787,CITRA INDAH,
4552501,CITRA JAYA - 1,
40408860,CITRA KARYA,
4462173,CITRA LAUT MANDIRI,
43925,CITRA MAJU,
4956394,CITRA MAJU - 08,
4450681,CITRA MAJU - 12,
4725223,CITRA MAJU - 28,
4935243,CITRA MAJU - 82,
4949271,CITRA MAJU - II,
4479783,CITRA MAJU 86,
4700767,CITRA NUSANTARA,
4905068,CITRA NUSANTARA,
40510638,CITRA NUSANTARA - 12,
4564731,CITRA NUSANTARA - I,
40510212,CITRA NUSANTARA - II,
4537832,CITRA NUSANTARA - VII,
253,CITRA NUSANTARA -101,
50455,CITRA NUSANTARA 01,
40409975,CITRA NUSANTARA 10,
4557015,CITRA NUSANTARA 11,
4509222,CITRA NUSANTARA JAYA,
86811703521,CITRA SAMUDERA,
4529262,CITRA SEMANGAT,
73629,CITRA TUNA PERKASA - 8,
4861471,CITRA UTAMA,
40408056,CITRA UTAMA,
4552030,CITRA UTAMA 2,
4715299,CITRA WIJAYA,
86811038823,CITYUS,
4916130,COLOMBIA,
4463812,COLOMBUS - 4,
4463812,COLOMBUS 4,
4548848,COLUMBUS,
86811035838,COLUMBUS,
4750745,COLUMBUS BARU,
86811703412,COLUMBUS III,
86811035765,COLUMBUS JAYA,
42147,CONTINENTAL,
R/2228/IX/2002/C,CORAL SEA I,
41989,CORSICA,
4955198,CP. BRATASENA - I,
4584360,CROWN,
4554622,CROWN MARITIM,
4523087,CROWN MARITIM - I,
4547472,CROWN MARITIM - II,
4483959,CROWN MARITIM - III,
4523086,CROWN MARITIM 5,
4867752,CROWN MARITIM JAYA - I,
4872406,CROWN MARITIM JAYA - II,
4867754,CROWN MARITIM JAYA - III,
4881750,CROWN MARITIM JAYA 8,
4570746,CUCO DUO SABENA,
45485,CUMI JAYA SATU,
4613582,D.A. MUGI SAE,
31076516,DADI BAROKAH,
4952141,DAFENG MARINER,
31057330,DALIA,
R/963/V/2002/C,DALIAN,
4631108,DAMAI JAYA - 27,
40408904,DAMAI JAYA ABADI,
4941354,DAMAI SBEC - II,
4805191,DAMARINA - 108,
4958977,DAMARINA - 328,
4565584,DAMASHA - 5,
40408419,DAMASHA - 6,
40513427,DAMASHA - 7,
4770580,DAMASHA - I,
4731799,DAMASHA - II,
4949322,DANAU TOBA INDAH  XI,
50178,DANAU TOBA INDAH - I,
31109406,DANAU TOBA INDAH - I,
31109407,DANAU TOBA INDAH - III,
4949323,DANAU TOBA INDAH - IX,
47717,DANAU TOBA INDAH - V,
4960970,DANAU TOBA INDAH - VII,
3.11E+12,DANAU TOBA INDAH 1,
3.11E+12,DANAU TOBA INDAH III,
74131,DAPING 1,
74107,DARRON JAYA,
99502,DARWIN FORTUNA,
4914511,DARWIN VICTORY (Eks. ERIC),
4914511,DARWIN VICTORY (x. ERIC),
4600121,DAUN HIJAU,
4870390,DAUN HIJAU,
31056667,DAVIDSON - I,
4575600,DAVIDSON - II,
31057357,DAVIDSON - V,
140354,DAWAI EMAS,
4916116,DAWAI EMAS,
4861997,DAYA BAHARI NUSANTARA - 26,
4952117,DAYA CIPTA,
61360,DECH ALSUM  06,
57035,DECH ALSUM 03,
40512448,DEDEN SETIAN,
40515997,DELAPAN SEMBILAN SEMBILAN,
4907118,DELI ASAHAN,
4907119,DELI BALAI INDAH,
4583655,DELI BARU II,
4907106,DELI BATAM,
4620089,DELI INDAH - XI,
4620089,DELI INDAH XI,
4601254,DELI JAYA - I,
33518,DELI KARIMUN INDAH,
40408503,DELI KENCANA,
86811703443,DELI KENCANA - III,
4534220,DELI KUDA LAUT,
4841657,DELI MAJU - II,
116842,DELI NAGA MAS,
4575195,DELI NELAYAN,
50235,DELIMA INDAH,
140122011,DEMO-KKP,
4608905,DEVI SILVANIA,
14469,DEWA GUCI,
114469,DEWA GUCI,
40409680,DEWANTARA - 10,
4537898,DEWANTARA - A,
31070037,DEWANTARA 7,
4630688,DEWANTARA A.3,
4630688,DEWANTARA A3,
31085966,DEWATA SAMUDERA,
50222,DEWATA TIMUR,
40409930,DEWATA TIMUR,
31072285,DEWATA TIMUR - II,
40510211,DEWATA TIMUR - III,
40510103,DEWATA TIMUR - XII,
4777554,DEWATA TIMUR 1,
4694324,DEWATA TIMUR III,
4542326,DEWATA TIMUR XI,
99416,DEWI BAHARI - 68,
124214,DEWI BAHARI 2,
86811035007,DEWI BAHARI 2,
86811035007,DEWI BAHARI 2 (x. PONCO 2),
124648,DEWI FORTUNA,
40510960,DEWI KUNTI - 2,
86811035799,DHARMA BAHARI,
4892543,DHARMA BALI - 03,
4892542,DHARMA BALI - 07,
R/2242/IX/2002/C,DIAMOND REEFER,
4861461,DIAN MONALISA - 8,
4917825,DIAN MONALISA - 89,
86811703417,DIAN MONALISA - III,
4584372,DIANA INDAH,
4630687,DIANA MULIA,
4608405,DIBYRON - 3,
4570438,DIBYRON - I,
4519221,DIGJAYA,
40512331,DIMAS ALMASHUR - 01,
40511800,DIMAS SARI MULYA,
4768428,DINAR BAHARI - 03 (xLAMBA),
4768429,DINAR BAHARI 02,
140466,DINASTI MAKMUR - 03,
40513269,DINASTY 66,
35349,DIOSKURI - 3 A,
4881751,DIOSKURI - 6A,
4782313,DIOSKURI - 7A,
4804382,DIOSKURI - 8,
4681851,DIOSKURI - 9,
4777559,DIOSKURI 4A,
45352,DIOSKURI 9,
4956270,DIPASENA DUA,
4956269,DIPASENA SATU,
4773428,DIRGAHAYU,
40514390,DIRGANTARA BARU,
124807,DIRGANTARA INDAH,
73783,DIRGANTARA INDAH JAYA,
45670,DJADI MARI IN,
50168,DMJ - SATU,
4570751,DMJ ENAM,
4615597,DMJ LIMA,
4949286,DOBO JAYA KARYA,
97257,DOFIOR - 101,
74187,DOFIOR - 102,
87069,DOFIOR - 103,
74184,DOFIOR - 105,
97258,DOFIOR - 106,
74173,DOFIOR - 107,
74178,DOFIOR - 108,
4939186,DOFIOR - 127,
4919566,DOFIOR - 128,
4878120,DOFIOR - 129,
4919558,DOFIOR - 130,
4919560,DOFIOR - 131,
4919564,DOFIOR - 132,
4878124,DOFIOR - 133,
4919565,DOFIOR - 133,
4919550,DOFIOR - 135,
4919550,DOFIOR - 135 (x LIAO DA GAN YU),
4919555,DOFIOR - 136,
4939200,DOFIOR - 137,
4945330,DOFIOR - 138,
4939767,DOFIOR - 139,
4939188,DOFIOR - 142,
4919569,DOFIOR - 143,
4919557,DOFIOR - 145,
4919556,DOFIOR - 146,
4919568,DOFIOR - 147,
4939189,DOFIOR - 148,
4939187,DOFIOR - 149,
4919561,DOFIOR - 150,
4919559,DOFIOR - 151,
4919563,DOFIOR - 152,
74191,DOFIOR 109,
74155,DOFIOR 110,
74175,DOFIOR 111,
74180,DOFIOR 112,
74183,DOFIOR 115,
74157,DOFIOR 116,
74189,DOFIOR 117,
74170,DOFIOR 118,
74179,DOFIOR 119,
74181,DOFIOR 120,
74167,DOFIOR 121,
74190,DOFIOR 122,
74159,DOFIOR 123,
74176,DOFIOR 125,
74177,DOFIOR 126,
74172,DOFIOR 140,
74158,DOFIOR 141,
4582347,DOFIOR 153,
4582346,DOFIOR 155,
4582345,DOFIOR 156,
4582344,DOFIOR 157,
4582343,DOFIOR 158,
4572095,DOFIOR 159,
4574102,DOFIOR 160,
4517001,DOMINICA,
31072275,DONGGALA-I,
4662036,DRAKE ANSON,
124231,DUA JADI,
4479784,DUA PUTRA PERKASA - 2,
4462749,DUA PUTRA PERKASA - 3,
4459051,DUA PUTRA PERKASA - 4,
4459050,DUA PUTRA PERKASA - 5,
4493110,DUA PUTRA PERKASA - I,
4462749,DUA PUTRA PERKASA 3,
4620079,DULI WIJAYA - I,
4567687,DULY WIJAYA - II,
40409267,DULY WIJAYA II,
654320,DUMMYARETHA,
654321,DUMMYELVIS,
4556294,DUTA JAYA,
40510510,DUTA MAS,
4582772,DUTA MAS - 2,
4559909,DUTA PRIMA,
4867751,DUTA PRIMA,
42056,DUTA SAMUDERA,
4538726,DWI DAYA,
4559825,DWI JAYA,
86811034943,DWI JAYA,
4953802,DWI SUKSES  BAHARI,
4907132,DWI SUKSES  BUANA,
4779411,DWI SUKSES  SEJAHTERA,
4957434,DWI SUKSES  SEMESTA,
4952212,DWI SUKSES BERSAUDARA,
4958139,DWI SUKSES FORTUNA,
4949264,DWI SUKSES GEMILANG,
494260,DWI SUKSES HARMONI,
4949260,DWI SUKSES HARMONI,
102916,DWI SUKSES KENCANA,
2916,DWI SUKSES KENCANA (xBINTANG..),
4958982,DWI SUKSES LESTARI,
4958956,DWI SUKSES SAMUDRA,
4949316,DWI SUKSES SEJATI,
55469,DWI SUKSES SENTOSA,
5546954321,DWI SUKSES SENTOSA,
4956354,DWI SUKSES SETIA,
4957172,DWIKARYA  - 25,
4941434,DWIKARYA  - 56,
4898103,DWIKARYA - 1,
4957192,DWIKARYA - 11,
4957191,DWIKARYA - 12,
4957169,DWIKARYA - 15,
4957161,DWIKARYA - 16,
4914509,DWIKARYA - 17,
4914509,DWIKARYA - 17 (xFU YUAN YU 738),
4919554,DWIKARYA - 18,
4957164,DWIKARYA - 19,
4949278,DWIKARYA - 2,
4914505,DWIKARYA - 21,
4957185,DWIKARYA - 22,
4957184,DWIKARYA - 23,
4957174,DWIKARYA - 26,
4957153,DWIKARYA - 27,
4957148,DWIKARYA - 28,
4941429,DWIKARYA - 29,
4949277,DWIKARYA - 3,
4949277,DWIKARYA - 3 (x. SRI SAJ JA),
4898105,DWIKARYA - 30,
4830035,DWIKARYA - 31,
4957150,DWIKARYA - 32,
4949317,DWIKARYA - 33,
4949318,DWIKARYA - 35,
4949276,DWIKARYA - 5,
4949276,DWIKARYA - 5 (x SRI VISARN),
4941432,DWIKARYA - 53,
4941433,DWIKARYA - 55,
4941435,DWIKARYA - 57,
4907114,DWIKARYA - 58,
4949275,DWIKARYA - 6,
4949275,DWIKARYA - 6 (x. SRI KRIT),
4893671,DWIKARYA - 63,
4893672,DWIKARYA - 65,
4893673,DWIKARYA - 66,
4893674,DWIKARYA - 67,
4949274,DWIKARYA - 7,
4949274,DWIKARYA - 7 (x. SRI SAROAD),
4957173,DWIKARYA - 8,
4957180,DWIKARYA - 9,
4935241,DWIKARYA 36,
4939184,DWIKARYA 37,
4941427,DWIKARYA 38,
4941428,DWIKARYA 39,
4935242,DWIKARYA 50,
4935240,DWIKARYA 51,
4941431,DWIKARYA 52,
4887584,DWIKARYA 59,
4957151,DWIKARYA 60,
4893669,DWIKARYA 61,
4893670,DWIKARYA 62,
40510038,DYNASTI MAKMUR - IA,
0,DYNASTY SATU,
31069901,EDBERT JAYA - II,
4861509,EDO SEHATI,
40409996,EDO SEHATI,
4730800,EFANY - I,
4462239,EFANY - II,
4960954,EFANY - II,
40408935,EFANY - II,
4462239,EFANY II,
4587964,EKA JAYA,
4627974,EKA JAYA - 5,
4573915,EKA JAYA - 6,
4522622,EKA JAYA - 8,
56078,EKA JAYA BARUNA,
4618788,EKA JAYA III,
KKP.1030,EKA PUTRA,
R/290/II/2002/C,EKAWAT REEFER,
40408339,EL - SHADDAI 01,
4613837,EL-SHADDAI 02,
40408350,ELANG RAJA -I,
45444,ELANG SEPAKAT,
4907110,ELANG SEPAKAT BARU,
4552515,ELINA,
4822477,ELISABET,
61566,EMERALD REEFER,
4782019,EMJ ENAM,
4830030,EMJ LIMA,
4723872,EMJ TUJUH,
4953779,ENDE JAYA KARYA,
40408053,ERA MAS - 2,
31070083,ERA MAS - 3,
31109404,ERA MAS - 5,
4572496,ERA SAMUDERA,
73620,ERAMAS,
4957424,ERICARISTINE,
4957424,ERICARISTINE (x BAE FU No. 101),
4591860,ERLIN JAYA,
4631105,ERVIN JAYA,
45191,ERVIN JAYA BARU,
4573731,ERVIN JAYA BARU,
4785961,ESI SAMUDERA JAYA  2,
4686317,ESI SAMUDERA JAYA  3,
73608,ESI SAMUDERA JAYA - 1,
4508580,EUNZO,
4957428,EVIA PEARL,
44961,EX BINAR 16,
4956377,FACIFIC MEMORY,
40408756,FACIFIC MEMORY,
4881747,FACIFIC MEMORY II,
40409940,FAJAR  MULYA,
40408411,FAJAR LESTARI,
4696266,FAJAR MAKMUR,
74031,FAJAR MULIA,
40510096,FAJAR MULYA BARU,
4814469,FAJAR NELAYAN,
74211,FAJAR NELAYAN - I,
4964113,FAK - FAK JAYA - II,
4958964,FAK FAK JAYA,
4573918,FAK FAK JAYA - 08,
4587256,FAK FAK JAYA - 18,
4620714,FAK FAK JAYA - 188,
4587255,FAK FAK JAYA - 189,
4575827,FAK FAK JAYA I,
4911378,FAK FAK JAYA KARYA,
4564874,FAK FAK JAYA VII,
4611016,FAK-FAK JAYA - V,
4556293,FALITA,
4848492,FATAH PUTRA,
R/2678/XI/2002/C,FATIMA 22,
4592658,FAUNA SAMUDERA,
4961347,FELICIA - 8,
4926115,FELICIA - 88,
4958966,FELICIA 18,
73944,FERNANDO - II,
40409602,FERU ARDANA - 4,
40511757,FERU ARDANA - 5,
140122034,FICO SEJAHTERA,
4511156,FIDEL 1,
40408940,FIFA SAMUDRA BAROKAH,
4618258,FIFA SURYA JAYA,
141232,FILA PANGESTU,
140292,FILADELFIA,
110032,FILADELFIA - 02,
73716,FIRMA JAYA ABADI,
4484327,FITRIKA - 07,
124891,FLAMINGGO INDAH - I,
4572144,FLORENZA,
4541924,FLORENZA - 2,
31073948,FLORES,
4753108,FMJ SATU RAYA,
4587048,FORTUNA,
86811035738,FORTUNA -  VII,
4610794,FORTUNA - 1,
31056678,FORTUNA - 2,
31057361,FORTUNA - 3,
40514224,FORTUNA - 993,
4631109,FORTUNA - 999,
4624575,FORTUNA - III,
86811035797,FORTUNA - III,
4946315,FORTUNA - VI,
4887550,FORTUNA - VIII,
4.61E+11,FORTUNA 1,
4912791,FORTUNA JAYA,
R/42/I/2002/C,FORTUNA SUN,
4552029,FORTUNA VIII,
4953777,FRANSISCA 8,
4816210,FRANSISKA,
4961357,FRANSISKA - 6,
4956264,FRANSISKA - 88,
4942459,FRANSISKA - I,
124248,FRIENDS,
R/836/IV/2003/C,FU JYI,
47560,FU YUAN YU  F 77,
4614850,FU YUAN YU 201,
4614849,FU YUAN YU 202,
4616623,FU YUAN YU 203,
4616624,FU YUAN YU 203,
4616623,FU YUAN YU 208,
4616622,FU YUAN YU 209,
4616621,FU YUAN YU 210,
4614848,FU YUAN YU 226,
4614847,FU YUAN YU 227,
4949312,FU YUAN YU 525,
74110,FU YUAN YU F .88,
R/302/II/2003/C,FU YUAN YU F 20,
9966,FU YUAN YU F 53,
109966,FU YUAN YU F 53,
74101,FU YUAN YU F 95,
4957162,FU YUAN YU F- 31,
4952094,FU YUAN YU F-80,
4957162,FU YUAN YU F.31,
4730802,FU YUAN YU F96,
45587,FUJIYAMA,
4962006,FUJIYAMA,
R/1812/VIII/2002/C,FUNG KAN TAI,
R/935/V/0002/C,FUNG KAN YAU,
R/1086/V/2002/C,FUNG KAN YAU ( TIDAK DIPROSES),
R/1086/V/2002/C,FUNG KIN MAN,
R/1086/V/2002/C,FUNG KWAI FONG,
R/806/IV/2003/C,FUTAGAMI,
86811034976,GABRIELLE (x ASTARI - 3),
31072266,GABUNGAN BERKAH PANGESTU,
4784847,GABUNGAN JAYA ABADI,
31070076,GABUNGAN JAYA ABADI,
50243,GABUNGAN JAYA LESTARI,
45471,GABUNGAN JAYA MINA,
4569103,GABUNGAN JAYA MINA,
50570,GABUNGAN JAYA MULIA,
40409597,GABUNGAN JAYA MULIA,
50570,GABUNGAN JAYA MULYA,
4517908,GAJAH SAMUDRA,
4520462,GAJAH SAMUDRA - 2,
4493107,GAJAH SAMUDRA - 3,
4613845,GALAPAGOS,
124883,GALILEA,
4958978,GALILEA - 2,
4491021,GALLARDO 168,
4541677,GARUDA,
86811705560,GARUDA,
4619660,GARUDA  MAS - 9,
45637,GARUDA JAYA,
4553612,GARUDA JAYA,
4652026,GARUDA JAYA,
4741467,GARUDA JAYA,
4887561,GARUDA JAYA,
4729531,GARUDA JAYA  VI,
4794569,GARUDA JAYA - II,
4765134,GARUDA JAYA III,
4624577,GARUDA JAYA KARYA,
4684142,GARUDA JAYA KARYA,
4725813,GARUDA JAYA V,
40512450,GARUDA LUCHU,
4554623,GARUDA MAKMUR,
40510783,GARUDA MAKMUR -  I,
4558166,GARUDA MAKMUR - II,
86811703770,GARUDA MAS,
4575139,GARUDA MAS - 01,
4537902,GARUDA MAS - 02,
40511797,GARUDA MAS - 2,
4619690,GARUDA MAS 9,
4480115,GARUDA MILLENNIUM,
4638729,gebejaya 10,
4619068,GELORA ASMARA - 8,
4575146,GEMA JAYA,
40511635,GEMBIRA - I,
4608053,GEMBIRA JAYA,
124769,GEMBIRA JAYA - IV,
4620088,GEMBIRA JAYA - V,
4620088,GEMBIRA JAYA V,
4601414,GEMBIRA SUKSES,
73988,GEMILANG - I,
73991,GEMILANG - II,
40408973,GEMILANG ABADI,
4567688,GEMILANG BARU,
64024,GEMINI,
4960973,GEMINI II,
40510242,GENESARET,
40409684,GISELLE,
R/683/III/2001/C,GLADIOLUS 2,
4721587,GLOBAL MARINER,
R/2843/XI/2002/C,GLOBAL MARINER,
4572139,GLOMAR EXPLORER,
4828100,GLOMAR EXPLORER,
45585,GLORIA,
40408370,GLORIA,
40408832,GLORIA 01,
31100131,GLORIA 03,
81737,GLORY 20,
84545,GLORY 21,
84557,GLORY 22,
74014,GOD BLESS - 02,
40409976,GOLD STAR,
R/2774/XI/2002/C,GOLDEN SEA,
4841645,GOLDEN TUNA - 168,
4511758,GOLDEN TUNA - 66,
4542064,GOLDEN TUNA - 8,
4867764,GOLDEN TUNA - 88,
4861482,GRAFER 01 (xSAM YANG 501),
4954502,GRAHA MINA - 8,
65100,GRAHA MINA 1,
65101,GRAHA MINA 2,
65102,GRAHA MINA 3,
65103,GRAHA MINA 4,
65096,GRAHA MINA 5,
65097,GRAHA MINA 6,
65098,GRAHA MINA 7,
4865932,GRAND OCEAN REEFER,
45622,GUATERIUS,
124616,GUINNESS - 1,
40512348,GUMIWANG JAYA,
124271,GUNA BAHARI,
40408413,GUNA SARI,
4585107,GUNUNG CAHAYA BARU,
45025,GUNUNG JATI JAYA BARU,
125332,GUNUNG JATI JAYA BARU,
140433,GUNUNG KAWI JAYA,
4595032,GUNUNG TUJUH JAYA,
4608400,GUNUNG TUJUH MAJU,
4577825,GUNUNG TUJUH MAS - 8,
40408235,GUNUNG TUJUH MAS - X,
4610364,GUNUNG TUJUH MAS 9,
40510274,GURINDAM INDAH,
86811707766,HADIAN LINGGO JAYA,
R/2723/XI/2001/C,HAI  FENG 2023,
4958945,HAI FA,
4949319,HAI FENG  - 15,
4955197,HAI FENG 13,
R/962/V/2002/C,HAI FENG 2023,
R/2784/XI/2002/C,HAI KUN,
4648772,HAI LAI - I,
4522633,HAI YING,
R/218/I/2003/C,HAIBO,
40409612,HAIKAL AKBAR,
86811035791,HAILY,
4898140,HAITERI,
4570741,HAITERI JAYA,
4939185,HAITERI JAYA MAKMUR,
74197,HAITERI JAYA UTAMA,
4537524,HAITERY - II,
4538623,HAITRI MELIMPAH,
31069902,HALELUYA 02,
4748544,HALINDO - 03,
4911367,HALINDO - 03,
56295,HALINDO JAYA,
40408424,HALINDO UTAMA,
4554614,HALMAHERA JAYA KARYA,
73733,HALOGEN STAR,
768,HALOGEN STAR -V,
4596640,HALOGEN STAR -V,
40408946,HALOGEN STAR II,
R/810/IV/2003/C,HAMANASU,
4552231,HAN JAYA,
125050,HANDAYANI JAYA,
4560511,HANINDO - 01,
4560510,HANINDO - 02,
4565585,HANINDO - V,
87078,HANNOVER,
40409685,HANSEN 1,
40409873,HANSEN 11,
40409874,HANSEN 12,
40409686,HANSEN 2,
40409815,HANSEN 7,
40409816,HANSEN 8,
40409872,HANSEN 9,
4587046,HARAPAN  TUNA JAYA,
4644953,HARAPAN ABADI,
4569616,HARAPAN BARU,
4629777,HARAPAN BARU,
4552498,HARAPAN BARU - I,
4536258,HARAPAN BARU JAYA,
40409608,HARAPAN BENJINA JAYA,
4519262,HARAPAN BERSAMA,
4830027,HARAPAN BERSAMA,
4907139,HARAPAN BERSAMA - 08,
4.91E+11,HARAPAN BERSAMA - 08,
4907138,HARAPAN BERSAMA - 16,
103110,HARAPAN BINTANG  SURYA,
3110,HARAPAN BINTANG SURYA,
66224,HARAPAN DOBO JAYA,
86811038812,HARAPAN INDAH - I,
31072273,HARAPAN JAYA,
40510482,HARAPAN JAYA,
73758,HARAPAN JAYA  - XIX,
4939765,HARAPAN JAYA  - XXIII,
40513457,HARAPAN JAYA  - XXV,
86811703168,HARAPAN JAYA  - XXV,
40408980,HARAPAN JAYA - 28,
31110393,HARAPAN JAYA - 35,
86811035850,HARAPAN JAYA - 35,
40510036,HARAPAN JAYA - I,
4460049,HARAPAN JAYA - II,
4460051,HARAPAN JAYA - III,
40409342,HARAPAN JAYA - IV,
73787,HARAPAN JAYA - IX,
4965268,HARAPAN JAYA - VII,
31051926,HARAPAN JAYA - XI,
49836,HARAPAN JAYA - XIV,
133580,HARAPAN JAYA - XVII,
4905105,HARAPAN JAYA - XVII,
40408984,HARAPAN JAYA - XXI,
4939765,HARAPAN JAYA - XXII,
40513458,HARAPAN JAYA - XXIII,
86811703168,HARAPAN JAYA - XXV,
40409610,HARAPAN JAYA - XXXIII,
31072288,HARAPAN JAYA -7,
31072273,HARAPAN JAYA [1],
86811035669,HARAPAN JAYA 27,
31069899,HARAPAN JAYA BARU,
4551782,HARAPAN JAYA BERSAUDARA,
4898109,HARAPAN JAYA MAJU,
4908175,HARAPAN JAYA PERKASA,
40510706,HARAPAN JAYA PERKASA - 8,
4822400,HARAPAN JAYA PERKASA - II,
4666881,HARAPAN JAYA PERKASA - V,
4678358,HARAPAN JAYA PERKASA - VI,
4760671,HARAPAN JAYA PERKASA III,
86811034710,HARAPAN JAYA SEJATI - II,
40510705,HARAPAN JAYA SENTOSA,
4463377,HARAPAN JAYA V,
4965268,HARAPAN JAYA VII,
40408457,HARAPAN JAYA XXX1,
40408752,HARAPAN JAYA XXXII,
65255,HARAPAN KITA,
10093,HARAPAN KITA JAYA,
110093,HARAPAN KITA JAYA,
74060,HARAPAN MAJU JAYA,
41003,HARAPAN MAJU SATU,
4567838,HARAPAN MAKMUR - I,
4604080,HARAPAN MAKMUR - III,
4613848,HARAPAN MAKMUR - VII,
4509531,HARAPAN MULIA - I,
4582475,HARAPAN MURNI,
4575144,HARAPAN MUSTIKA,
10030,HARAPAN REJEKI,
40510485,HARAPAN REJEKI,
40408232,HARAPAN SENTOSA- III,
26843,HARAPAN SINAR SURYA,
126843,HARAPAN SINAR SURYA,
40408910,HARAPAN SRI JAYA,
40510208,HARAPAN UTAMA,
4556751,HARI BAIK REZEKI,
4756028,HARI BAIK REZEKI,
4907124,HARI REJEKI,
R/413/II/2002/C,HARIMA 2,
140519,HARMONI,
86811035709,HARMONI,
86811704600,HARMONI,
4556755,HARMONI -  VI,
4552041,HARMONI - 2,
4552039,HARMONI - 8,
4552504,HARMONI - 9,
86811035699,HARMONI - II,
4556757,HARMONI - IV,
4608835,HARMONI - V,
31072296,HARMONI - V,
86811035682,HARMONI - V,
4556756,HARMONI - VII,
4552503,HARMONI III,
141228,HARMONI- IV,
4954496,HARMONI- IV,
124795,HARMONY,
R/2387/X/2002/C,HARU,
4561322,HASANUDDIN JAYA,
4556678,HASANUDIN JAYA - 8,
40409678,HASIL  LAUT,
31076472,HASIL ABADI 08,
4573904,HASIL JAYA,
31070031,HASIL JAYA,
86811707386,HASIL JAYA,
40408600,HASIL JAYA - 2,
4848493,HASIL JAYA - VIII,
4578259,HASIL KARIMUN - III,
99507,HASIL KARYA,
99514,HASIL KARYA MULYA,
4462176,HASIL KARYA PUTRA,
4952102,HASIL KARYA SUKSES I,
4952113,HASIL KARYA SUKSES II,
4762608,HASIL KARYA SUKSES II [1],
50251,HASIL LAUT,
4569467,HASIL LAUT,
4726907,HASIL LAUT,
40513598,HASIL LAUT -  18,
4619896,HASIL LAUT - 1,
40408766,HASIL LAUT - 20,
40408654,HASIL LAUT - 21,
355,HASIL LAUT - 22,
40513597,HASIL LAUT - 23,
40513599,HASIL LAUT - 28,
40513596,HASIL LAUT - 29,
74039,HASIL LAUT - 30,
4471827,HASIL LAUT - 30,
40408859,HASIL LAUT - 32,
4681485,HASIL LAUT - 33,
31098953,HASIL LAUT - 33,
73653,HASIL LAUT - 38,
40408865,HASIL LAUT - 39,
40408925,HASIL LAUT - 52,
40408426,HASIL LAUT - 53,
40408656,HASIL LAUT - 62,
