Transmitter No,Name,
4916119,SAMUDRA MAS,
45596,SAMUDRA PERKASA-12,
4960966,SAMUDRA RAYA - 08,
4613305,SAMUDRA SUKSES - I,
4944872,SAMUDRA TUNA NUSANTARA - 01,
4629061,SAMUDRA TUNA NUSANTARA - 03,
4577834,SAMUDRA TUNA NUSANTARA - 08,
4558888,SAMUDRA TUNA NUSANTARA -02,
4577834,SAMUDRA TUNA NUSANTARA- 08,
KKP 1226,SAMUDRA TUNA NUSANTARA- 08,
73977,SAMUDRA UTAMA,
124776,SAMUDRA WAJAH,
31085791,SAMUDRA WINDU ABADI,
31085971,SAMUDRA WINDU BAROKAH,
4567845,SAMUDRA WINDU BERKAH,
R/2922/XII/2002/C,SAN TONG 1,
4922192,SANG JAYA,
4623394,SANHERI,
4949253,SANJAYA - 11,
4958965,SANJAYA - 12,
4926126,SANJAYA - 16,
4960948,SANJAYA - 168,
4953774,SANJAYA - 1688,
4965264,SANJAYA - 17,
4965265,SANJAYA - 18,
4935249,SANJAYA - 19,
4958968,SANJAYA - 21,
4958969,SANJAYA - 26,
4965256,SANJAYA - 27,
4964117,SANJAYA - 28,
4933514,SANJAYA - 37,
4964115,SANJAYA - 6,
4958152,SANJAYA - 66,
4956261,SANJAYA - 68,
4848499,SANJAYA - 688,
4961344,SANJAYA - 7,
4841644,SANJAYA - 72,
4964114,SANJAYA - 8,
4960939,SANJAYA - 828,
4722895,SANJAYA - 86,
4949301,SANJAYA - 88,
4479151,SANJAYA - 99,
4960940,SANJAYA - I,
4957400,SANJAYA - II,
4573926,SANJAYA - III,
4953778,SANJAYA - III,
4961360,SANJAYA - V,
4949250,SANJAYA 668,
4581084,SANJAYA 97,
4479152,SANJAYA 98,
4477943,SANJAYA FISHERINDO,
4551852,SANTIKA BARU,
4573927,SANTIKA JAYA,
4756021,SANTOLI JAYA,
73610,SAPARUA - 22,
86811707409,SAPU RASA,
4614845,SAPU RASA - 2,
4614846,SAPU RASA - 3,
4542230,SARANA BAHARI,
86811008914,SARANA BAHARI,
86811705130,SARANA LAUT - II,
140122041,SARANA LAUT-I,
99424,SARI  INDAH,
40511902,SARI ASIH,
4914639,SARI CAKALANG - 03,
9970,SARI CAKALANG 07,
109970,SARI CAKALANG 07,
4914525,SARI CAKALANG 08,
4468794,SARI CAKALANG 15,
45662,SARI LANCAR,
40409611,SARI LAUT,
97253,SARI LAUT REJO,
40409600,SARI MINA MAKMUR,
56062,SARI MULIA No. 88,
40512340,SARI MULYA - 6 B,
4519226,SARI MULYA - P,
40512443,SARI MULYA - SW,
4519230,SARI MULYA 11,
40512344,SARI MULYA WK,
4618254,SARI SEGARA - 288,
4797615,SARI SEGARA 187 xPUTRA KCNA II,
4816215,SARI SEGARA 188,
4680021,SARI SEGARA 197,
4749697,SARI SEGARA 199,
4634930,SARI USAHA 01,
109970,SARI USAHA 07,
4538633,SARI USAHA 08,
4664799,SARI USAHA 09,
86811035825,SARI UTAMA,
4945331,SATRIA MINA UTAMA,
40511759,SATRIA TAMBAH REJEKI,
4574111,SATRIAWAN,
4460048,SATURNUS - 01,
4801370,SATYA BARUNA,
4861463,SATYA MUSTIKA 01,
4861463,SATYA MUSTIKA 01 (x.Rimbai 05),
4580744,SATYA MUSTIKA 02,
4841659,SATYA MUSTIKA 03,
4867385,SATYA MUSTIKA 04,
4575849,SAUDARA ABADI,
4749783,SAUDARA ABADI,
4955199,SAUDARA BAHAGIA,
4908174,SAUDARA SEJAHTERA,
4914503,SAWU PEARL,
4478775,SB RAYA 4,
4478774,SB RAYA 7,
4573902,SB. RAYA 1,
4482499,SB. RAYA 2,
4477937,SB. RAYA 3,
4477936,SB. RAYA 6,
4926118,SB. RAYA 6,
R/808/IV/2003/C,SEA NA RIO,
9996,SEAGULL - 1 (xRAHMAT HIDAYAH),
109996,SEAGULL-1,
4905103,SEAVIC AREMAR,
R/2891/XII/2001/C,SEAVIC AREMAR,
4672290,SEAVIC PRINSES,
4907100,SEAVIC REEFER,
50472,SEGARA LESTARI No.8,
4587278,SEGARA TUNA,
4952100,SEGARA TUNA,
4735464,SEGARAN,
86811707392,SEHAT,
4776299,SEHATI KARYA - 2,
R/117/I/2003/C,SEITA MARU,
4575593,SEJAHTERA,
140122015,SEJAHTERA - IV,
31085981,SEJAHTERA BAHAGIA,
31085981,SEJAHTERA BAHAGIA [1],
86811707388,SEJAHTERA I,
123798,SEJATI JAYA,
40409932,SEJATI JAYA,
140249,SEJATI MANDIRI,
4520457,SEKAR,
40514763,SEKAR TANI - 2,
40512338,SEKARTANI JAYA,
109912,SEKAWAN,
40510203,SEKTI MULIA,
4663262,SELAMAT - III,
86811703553,SELAMAT I,
86811035805,SELAMAT II,
45539,SELAMAT JAYA,
86811703520,SELAMAT JAYA 7,
4520466,SELAT JAYA - 05,
4614004,SELAT JAYA - 06,
4583767,SELAT MAKASAR BARAT,
4898138,SELAT MANIPA,
4898137,SELAT OBI,
4861497,SELAT OMBAI (xKUO HONG No.6),
4861498,SELAT SAPE (xCHIA CHIN No.2),
86811008863,SELAYAR III,
140122039,SELAYAR-III,
4556274,SEMANGAT BAHARI,
4619473,SEMANGAT BARU,
4508127,SEMANGAT BERSAMA,
4558587,SEMANGAT JAYA,
4619472,SEMANGAT JAYA,
4870402,SEMANGAT JAYA,
4.62E+11,SEMANGAT JAYA,
4575194,SEMANGAT LAUT JAYA,
4870382,SEMANGAT LAUT JAYA,
73970,SEMANGAT MAJU,
4529261,SEMANGAT MITRA BAHARI,
4543178,SEMANGAT NELAYAN,
4750742,SEMANGAT NELAYAN,
31076447,SEMANGAT SEJATI,
4520463,SEMANGET,
45/KSG-KJW-Lan.1/tu.210/IX/201,SEMANGET,
4954495,SEMBILAN TIMUR JAYA,
125538,SEMESTA JAYA II,
56322,SEMESTA MANUNGGAL,
4614757,SEMESTA MANUNGGAL,
140122038,SEMOGA JAYA - II,
86811701479,SEMOGA JAYA - II,
86811701348,SEMOGA JAYA - III,
8.68E+15,SEMOGA JAYA - III,
4801747,SEMOGA SUCCES,
4531452,SEMOGA SUKSES - 10,
4769088,SEMOGA SUKSES - 10,
4771110,SEMOGA SUKSES - 12,
65168,SEMPATRI  - 68,
4617250,SEMPURNA - III,
40408048,SEMPURNA INDAH,
4566269,SEMPURNA INDAH - III,
2803,SEMPURNA JAYA ABADI,
102803,SEMPURNA JAYA ABADI,
10280354321,SEMPURNA JAYA ABADI,
124939,SEMPURNA MAKMUR VIII,
4907128,SEMPURNA SEJATI,
4519229,SENANG HATI - 12,
4520468,SENANG HATI - 4,
50200,SENANG HATI - 9,
4520455,SENANG HATI - 9,
4519223,SENANG HATI - I,
4512822,SENANG HATI PUTRA - 01,
4520461,SENAR JAYA - 1,
40514760,SENAR JAYA - 2,
74237,SENKO,
4898115,SENTANA - 1,
4690145,SENTANA -1,
4912786,SENTANA II,
4583656,SENTOSA,
45573,SENTOSA  JAYA - 3,
4956274,SENTOSA  XVIII,
4861485,SENTOSA - I,
4861484,SENTOSA - II,
4828101,SENTOSA - III,
4956291,SENTOSA - IV,
4861486,SENTOSA - IX,
4956290,SENTOSA - V,
42074,SENTOSA - VI,
124855,SENTOSA - VI,
4894673,SENTOSA - X,
4918057,SENTOSA - XIX,
4755115,SENTOSA - XXII,
4755117,SENTOSA - XXIV,
4678151,SENTOSA - XXV,
4755114,SENTOSA 20,
45647,SENTOSA JAYA,
4544919,SENTOSA JAYA,
4794191,SENTOSA JAYA,
45266,SENTOSA JAYA - 2,
65215,SENTOSA JAYA - 3 (xDUTA BUANA),
4781769,SENTOSA JAYA 4,
4554328,SENTOSA LESTARI III,
57256,SENTOSA MAJU,
4952095,SENTOSA XVII,
4755116,SENTOSA XXIII,
124745,SEPAKAT,
4617247,SEPAKAT -  V,
124272,SEPAKAT - II,
124384,SEPAKAT - III,
4616833,SEPAKAT - IV,
4905062,SEPAKAT EXPRESS,
124724,SEPAKAT VI,
4957414,SERAM PEARL,
4491018,SERASI,
4870377,SERASI,
4730282,SERASI 9 kargo,
4532306,SERASI BERSAMA,
4770870,SERASI BERSAMA,
4870399,SERASI BERSAMA,
4554332,SERASI PUTERA,
4554332,SERASI PUTRA,
4725212,SERASI X,
4965267,SERBA PRIMA,
4625580,SERBA PRIMA 38,
87060,SERENE REEFER,
R/809/IV/2003/C,SERI JAYA,
4536111,SETIA,
124659,SETIA  INDAH,
31076443,SETIA ABADI,
4591468,SETIA ABADI - 2,
73765,SETIA BHAKTI,
40408035,SETIA BHAKTI - A,
40514624,SETIA BHAKTI B,
45045,SETIA BUDI - 02,
45686,SETIA BUDI-04,
4557013,SETIA DARMA ABADI,
4625586,SETIA INDAH,
50494,SETIA INDAH - II,
31100140,SETIA JAYA - A,
40409683,SETIA JAYA MAKMUR,
4822093,SETIA KARIMUN - 8,
40512442,SETIA KAWAN - 07,
4537990,SETIA MAJU,
4870398,SETIA MAJU,
56387,SETIA MAJU 188,
4872409,SETIA MAKMUR,
3035,SETIA MULYA,
103035,SETIA MULYA,
40408087,SETIA MULYA JAYA,
40409994,SETIA MURNI,
65231,SETIA PERKASA,
73742,SETIA REJEKI,
40539,SETIA UTAMA,
74005,SETIA WIJAYA,
74084,SEVEN SEAS,
R/875/IV/2003/C,SEVEN SEAS,
40408667,SHAKYA JAYA,
4613581,SHANGRILLA,
4848484,SHAVUR - 03,
R/2748/XI/2002/C,SHEK CHI FAI,
R/2748/XI/2002/C,SHEK HAY YAU,
R/726/III/2003/C,SHEK SHING HEI,
R/165/I/2003/C,SHENG YIH 808,
R/1494/VII/2002/C,SHIN FUJI,
R/2589/X/2002/C,SHIN IZU,
4878131,SHOHIBUL BAROKAH - 2,
4878136,SHOHIBUL BAROKAH 1(x.Sup Sing),
4878131,SHOHIBUL BAROKAH 2 (x.Sinmane),
4878130,SHOHIBUL BAROKAH 3,
4878130,SHOHIBUL BAROKAH 3 (x.Sinwatan),
4878128,SHOHIBUL BAROKAH 5 (x.Sor.Porn),
4878127,SHOHIBUL BAROKAH 6,
4878127,SHOHIBUL BAROKAH 6 (x.Thorn Ru),
4878129,SHOHIBUL BAROKAH 7,
4878129,SHOHIBUL BAROKAH 7 (x.Sor.Nava),
4878132,SHOHIBUL BAROKAH 8 (x.Sor.Porn),
4945334,SHUNLIDA YU 03,
4945334,SHUNLIDA YU 03 (xMIN PING YU..),
4945333,SHUNLIDA YU 04,
4945333,SHUNLIDA YU 04 (xMIN PING YU..),
4945335,SHUNLIDA YU 05,
4945335,SHUNLIDA YU 05 (xMIN PING YU..),
4945336,SHUNLIDA YU 06,
4945336,SHUNLIDA YU 06 (xMIN PING YU..),
4945337,SHUNLIDA YU 07,
4945338,SHUNLIDA YU 08,
81674,SIBELA STAR - 01,
4537523,SIBOLGA NAULI,
4870400,SIBOLGA NAULI,
40510202,SIDO DADI SANTOSA,
40409796,SIDO MULYO - 05,
354,SIDO MULYO JAYA,
40408762,SIDO MULYO MAKMUR,
31069898,SIDO MULYO PERKASA,
45223,SIDO MUMBUL JAYA,
4541674,SIDO MUMBUL JAYA - 5,
31076616,SIDO SEMI MAKMUR,
40510052,SIDO TAMBAH AGUNG,
4643973,SIDO TAMBAH LANCAR,
40408555,SIDO TAMBAH LESTARI,
40408673,SIDO TAMBAH MAKMUR,
40510051,SIDO TAMBAH MULYA,
31072312,SIDO TAMBAH REJEKI,
40408672,SIDO TAMBAH REJEKI,
31072312,SIDO TAMBAH REJEKI [1],
4643974,SIDO TAMBAH SANTOSO - 01,
31069897,SIDO TAMBAH SANTOSO - 02,
40513906,SIDO TAMBAH SANTOSO - 03,
40514372,SIDO TAMBAH SANTOSO - 04,
64984,SIDO UNGGUL JAYA,
31072262,SIDO UNGGUL JAYA I,
R/2774/XI/2002/C,SILVER SEA   I,
116564,SILVER SEA - 2,
R/2774/XI/2002/C,SILVER SEA 2,
87145,SILVER SEA 3,
65271,SILVER SEA LINE,
56272,SILVER SEA LINE 2,
65273,SILVER SEA- 1,
4552032,SIMAMPALU - 3,
40510717,SIN TOBA JAYA - 78,
4660476,SIN TOBA JAYA - 8,
43927,SIN TOBA JAYA 88,
40510104,SIN TOBA JAYA- 18,
4578597,SINAR - 02,
4781265,SINAR - 03,
4538618,SINAR ABADI,
4554372,SINAR ABADI,
4614851,SINAR ABADI,
4887579,SINAR ABADI,
4887579,SINAR ABADI,
86811035658,SINAR ABADI,
4521852,SINAR ABADI - I,
4574385,SINAR ABADI - II,
4582472,SINAR ABADI - II,
140299,SINAR ABADI 69,
4542333,SINAR AGUNG LESTARI,
10025618,SINAR AGUNG LESTARI,
4592650,SINAR ALAM,
50390,SINAR ARINDO - 16,
4521851,SINAR ARINDO - 16,
40408430,SINAR ARINDO - 6,
73634,SINAR ARINDO - 66,
73605,SINAR ARINDO - 79,
4964123,SINAR ARINDO - 86,
4952216,SINAR ARINDO -36,
73975,SINAR ARINDO -77,
4953788,SINAR ARINDO 96,
4587963,SINAR ASALLI,
40510483,SINAR BAHAGIA,
74013,SINAR BAHARI,
40408364,SINAR BAHARI - 8,
125487,SINAR BAHARI 01,
4685735,SINAR BAHARI 02,
4815570,SINAR BAHARI KENCANA,
4537515,SINAR BAHARI SUKSES,
4537688,SINAR BAHARI UTAMA,
4822478,SINAR BAHARI UTAMA,
4935252,SINAR BALI - 16 (x BINTANG....),
4915616,SINAR BALI - 18,
KKP. 0597,SINAR BARU - I,
4479340,SINAR BAYU UTAMA,
4915610,SINAR BERLIAN,
40408907,SINAR BERLIAN,
4907123,SINAR BERSAMA,
74063,SINAR BIG EYE,
4611627,SINAR BINTANG,
4584144,SINAR BINTANG 10,
31076514,SINAR BINTANG 10,
4678149,SINAR BINTANG 7,
125546,SINAR BONE,
4552028,SINAR BUANA,
4962011,SINAR BUANA,
63/PSDKP.4/TU.212/XI/2012,SINAR BUANA,
4624568,SINAR CEMERLANG,
4517230,SINAR CEMERLANG - I,
4941355,SINAR FAJAR,
99519,SINAR GEMILANG,
40408366,SINAR GEMILANG,
4556747,SINAR HARAPAN,
41976,SINAR HARAPAN - 05,
4552033,SINAR HARAPAN - 05,
50281,SINAR HARAPAN - 06,
41980,SINAR HARAPAN - 88,
4537689,SINAR HARAPAN - 88,
4587261,SINAR HARAPAN I,
4573928,SINAR INDAH,
4575846,SINAR INTAN,
4777438,SINAR INTAN,
4534219,SINAR INTAN PERKASA,
47719,SINAR JAYA,
124688,SINAR JAYA,
4626966,SINAR JAYA,
4824161,SINAR JAYA,
4520471,SINAR JAYA - 2,
31100141,SINAR JAYA - 2,
4842395,SINAR JAYA - A,
40408944,SINAR JAYA - A,
4841638,SINAR JAYA - I,
4824161,SINAR JAYA [1],
4626966,SINAR JAYA [2],
97272,SINAR JAYA BAHAGIA,
97271,SINAR JAYA MAKMUR,
9727154321,SINAR JAYA MAKMUR,
140437,SINAR JAYA MAKMUR 06,
4795707,SINAR JAYA PERKASA,
4608901,SINAR JIMI - II,
125037,SINAR KARUNIA 618,
125061,SINAR KARUNIA 818,
125073,SINAR KARUNIA 858,
125070,SINAR KARUNIA 868,
125064,SINAR KARUNIA 878,
125063,SINAR KARUNIA 898,
40408371,SINAR KENCANA,
40512717,SINAR KENCANA,
40511963,SINAR KENCANA - 02,
86811708484,SINAR KENCANA - 1,
4559826,SINAR LAUT,
4564728,SINAR LAUT,
4619474,SINAR LAUT,
4905098,SINAR LAUT,
40409790,SINAR LAUT,
4915619,SINAR LAUT - 1,
4915619,SINAR LAUT - 1 (x. TAI SHENG),
4898139,SINAR LAUT - 2,
488874,SINAR LAUT II,
4495286,SINAR LAUTAN MAKMUR I,
4495285,SINAR LAUTAN MAKMUR II,
124127,SINAR LESTARI,
4861478,SINAR MAKMUR,
140518,SINAR MAKMUR - 307,
40408237,SINAR MAKMUR 2,
125327,SINAR MAKMUR 305,
40409792,SINAR MANDIRI - 01,
73965,SINAR MAS,
124876,SINAR MAS,
86811037057,SINAR MAS,
4 1 9 0 9,SINAR MAS,
4556773,SINAR MAS - 88,
4457315,SINAR MAS 99,
4537834,SINAR MENTARI,
4532211,SINAR MENTARI - 02,
40409960,SINAR MENTARI - 02,
141220,SINAR MENTARI - IX,
33408,SINAR MESTIKA,
4791851,SINAR MESTIKA ABADI,
31058862,SINAR MESTIKA ABADI,
40408049,SINAR MESTIKA MULIA,
003/LAN.1.3/SS.430/VI/2013,SINAR MESTIKA MULIA,
74017,SINAR MINA LESTARI,
65208,SINAR MINA PERKASA,
65139,SINAR MINA PERKASA - 2,
65267,SINAR MINA PERKASA - I,
4740969,SINAR MUTIARA,
500,SINAR MUTIARA INDAH,
4568200,SINAR MUTIARA INDAH,
4783849,SINAR NELAYAN,
40511809,SINAR PELANGI,
4460053,SINAR PERDANA - II,
41905,SINAR PRIMA,
4699801,SINAR REJEKI,
4573914,SINAR REZEKI - 1,
74064,SINAR ROYAL FISH,
4605005,SINAR SAMUDERA,
4737077,SINAR SAMUDERA,
40408033,SINAR SAMUDERA,
65138,SINAR SAMUDERA MAKMUR - 309,
65141,SINAR SAMUDERA MAKMUR 306,
4914514,SINAR SAMUDRA - I,
4605306,SINAR SAMUDRA 8,
74268,SINAR SAMUDRA MAKMUR - 909,
4 5 6 2 4,SINAR SAMUDRA MAKMUR 306,
74053,SINAR SAN ANDRES 555,
74061,SINAR SAN ANDRES 567,
74062,SINAR SAN ANDRES 717,
74052,SINAR SAN ANDRES 92,
4960964,SINAR SELAMAT,
4771013,SINAR SENTOSA,
40515454,SINAR SEPAKAT,
86811705589,SINAR SEPAKAT,
31058870,SINAR TEMAN PERKASA,
56639,SINAR TERANG,
4569093,SINAR TERANG,
40409599,SINAR TERANG,
86811035647,SINAR TIMUR,
4915612,SINAR TUNGGAL,
4525195,SINERGI INDO KARYA MANDIRI,
4821422,SINERGI INDO KARYA MANDIRI,
4898136,SINGGASANA - 02,
4556764,SINGKANAUNG - 00,
4619893,SINGKANAUNG - 02,
4556766,SINGKANAUNG - 10,
4479568,SINMETRA - 8,
4939201,SINMETRA - I,
4743157,SINO - 10,
4743158,SINO - 11,
4743159,SINO - 12,
4743160,SINO - 15,
4743161,SINO - 16,
4743162,SINO - 17,
4743163,SINO - 18,
4743164,SINO - 19,
4743165,SINO - 20,
4743166,SINO - 21,
4743167,SINO - 22,
4743168,SINO - 25,
4743169,SINO - 26,
4743170,SINO - 27,
4743171,SINO - 28,
4743172,SINO - 29,
4657254,SINO - 30,
4657255,SINO - 31,
4657256,SINO - 32,
4657257,SINO - 33,
4657258,SINO - 35,
4657259,SINO - 36,
4743156,SINO - 9,
4460660,SINTOBA JAYA - 98,
4826188,SINTOBA JAYA 58,
31076444,SINTOBA JAYA 58,
R/303/II/2003/C,SIRICHAI PATTANA,
31076466,SIRIPINDO PASIFIC - 9,
86811704181,SIRIPINDO PASIFIC - 9,
4619050,SISKA JAYA,
4623989,SKY FLOWERS - III,
31060943,SLAMET ABADI,
40510200,SLAMET MULYO ABADI,
41902,SLAMET MULYO ABADI (xCOMMANDO),
45562,SM. INDONESIA - 4,
45406,SOERYA  81,
86811035001,SOERYA  81,
86811035011,SOERYA  82,
86811034928,SOERYA  85,
86811035352,SOERYA  86,
86811035344,SOERYA  87,
35303,SOERYA  88,
86811035013,SOERYA  88,
86811035356,SOERYA  89,
86811034992,SOERYA 83,
R/2843/XI/2002/C,SOLAR MARINER,
31121703,SOLAVIDE,
4625120,SORONG PERMAI,
40512708,SOYO ASIH,
40408554,SOYO ASIH - I,
40408553,SOYO LUMINTU,
40408915,SOYO MANDIRI,
31061095,SOYO MANDIRI EXPRES,
40510788,SOYO TAMBAH BAHAGIA,
40409714,SOYO TAMBAH BERKAH,
4630137,SOYO TAMBAH LANCAR,
40513440,SOYO TAMBAH MAKMUR,
31058868,SOYO TAMBAH MULYO,
31069905,SOYO TAMBAH REJEKI,
86811035653,SPL -  XVII (xBONECOM - XVII),
86811035662,SPL - I,
4650028,SPL - II,
4519486,SPL - IX,
86811035636,SPL - IX (xBONECOM - IX),
86811035678,SPL - VII,
86811034941,SPL - XIX,
86811034941,SPL - XIX (xBONECOM - XIX),
4519488,SPL - XVII,
86811034971,SPL - XXI,
4762803,SPOB Putri Harapan kapal tanke,
97124,SRI AGUNG,
125102,SRI ANDALAS II,
4573725,SRI DEWATA - 11,
4654460,SRI DEWATA - 67,
40511967,SRI DEWI - 3,
4557009,SRI INTAN - 2,
42136,SRI MARIANA - V,
74057,SRI MARIANA - VI,
52547,SRI MARIANA 07,
4596429,SRI MEGA TOP,
45708,SRI MUKTI,
40510789,SRI MUKTI,
R/2893/XII/2001/C,SRI NAKORN 15,
40409614,SRI RAHAYU,
86811705522,SRI RAHAYU,
97125,SRI RIZKI,
86811704428,SRI TANJUNG,
40511131,SRI WIJAYA,
74067,SRI WIJAYA SAKTI,
4617234,STAR DOLPHIN,
86811037065,STAR DOLPHIN,
R/2843/XI/2002/C,STAR MARINER,
59656,STARCKI 01,
56678,STARCKI 02,
123999,STARCKI 03,
4952220,STARCKI 04,
4952226,STARCKI 05,
4952217,STARCKI 07,
50496,STARCKI 10,
50232,STARCKI 11,
4949269,STARINDO JAYA,
40510309,STARINDO JAYA - V,
40408869,STARINDO JAYA I,
4889684,STARINDO JAYA II,
40409340,STARINDO JAYA MAJU,
4.04E+12,STARINDO JAYA MAJU,
40510251,STARINDO JAYA MAJU - II,
40408923,STARINDO JAYA MAJU - VI,
10019,STARINDO JAYA MAJU - VII,
110019,STARINDO JAYA MAJU - VII,
40511885,STARINDO JAYA MAJU - VIII,
56066,STARINDO JAYA MAJU I,
40409575,STARINDO JAYA MAJU-V,
40510310,STARINDO JAYA VI,
4537826,STARINDO JAYA VII,
4596426,STARINDO PRIMA,
889,SUBUR BARU,
124892,SUBUR BARU,
4574537,SUBUR JAYA,
4608902,SUBUR SETIA,
4795947,SUDITA - 2 (xJAOSAMUTNAVA 2),
4945344,SUDITA 10 (x JAOSAMUTNAVA 10),
4924183,SUDITA 11,
4924183,SUDITA 11 (x. BV 4936 TS),
4924191,SUDITA 12,
4924191,SUDITA 12 (x. BV 5371 TS),
4575838,SUDITA 13,
4735901,SUDITA 14,
4735901,SUDITA 14 (xBV 4937 TS),
4575837,SUDITA 15,
4795947,SUDITA 2,
86811703163,SUDITA 2,
4795948,SUDITA 3,
86811703161,SUDITA 3,
4795948,SUDITA 3 (xJAOSAMUTNAVA 3),
86811703158,SUDITA 4,
86811703162,SUDITA 5 (x JAOSAMUTNAVA 5),
4945341,SUDITA 6,
4924180,SUDITA 7,
4924180,SUDITA 7 (x. JAOSAMUTNAVA 7),
4945347,SUDITA 8 (x JAOSAMUTNAVA 8),
4945346,SUDITA 9,
4958132,SUGIH ABADI JAYA,
4905061,SUGIH JAYA - III,
R/1957/VIII/2002/C,SUI YU LENG No.8,
86811703814,SUKA DAMAI - II,
86811707398,SUKA DAMAI - III,
4491881,SUKA MAJU,
4570742,SUKA MAJU,
4752793,SUKA MAJU,
40510249,SUKA MAJU,
4750744,SUKA MAJU - II,
86811708694,SUKA MULYA - JS,
40512449,SUKA MULYA - JS3,
40514762,SUKA MULYA JS-2,
86811038824,SUKSES ABADI,
8.68E+15,SUKSES ABADI,
4773424,SUKSES ABADI - 02,
4.77E+11,SUKSES ABADI - 02,
50298,SUKSES ABADI - I,
50298,SUKSES ABADI I,
87128,SUKSES ABADI JAYA,
86811701021,SUKSES JAYA,
140436,SUKSES JAYA - II,
4569094,SUKSES MAJU,
4752792,SUKSES MAJU,
40408352,SUKSES MAJU 5,
4689403,SUKSES PERKASA,
4477162,SUKSES RAYA,
4737076,SUKSES WIJAYA - 68,
4924181,SUKSES WIJAYA - 68,
4596457,SULTRA ABADI,
45528,SULTRA BAHARI,
4596455,SULTRA KURNIA,
86811035780,SULTRA MANDIRI  - 01,
86811035348,SULTRA MANDIRI - 02,
86811035348,SULTRA MANDIRI - 02 (xSAM CHA.),
86811035645,SULTRA MANDIRI - 03,
86811035645,SULTRA MANDIRI - 03 (xSAM SEU.),
4574524,SULTRA REJEKI,
45127,SULTRA REZEKI,
65140,SULTRA SAMUDRA MAKMUR 303,
4596459,SULTRA SENTOSA,
56281,SUMAN JAYA PERKASA,
40408369,SUMAN JAYA PERKASA -  XV,
50449,SUMAN JAYA PERKASA - II,
125290,SUMAN JAYA PERKASA - II,
4809411,SUMAN JAYA PERKASA - III,
4958161,SUMAN JAYA PERKASA - IX,
4.96E+11,SUMAN JAYA PERKASA - IX,
4624202,SUMAN JAYA PERKASA - V,
4952097,SUMAN JAYA PERKASA - VI,
4544158,SUMAN JAYA PERKASA - VII,
86811008483,SUMAN JAYA PERKASA - VII,
31109393,SUMAN JAYA PERKASA - VIII,
86811035764,SUMAN JAYA PERKASA - VIII,
4958143,SUMAN JAYA PERKASA - X,
52592,SUMAN JAYA PERKASA - XI,
123981,SUMAN JAYA PERKASA - XII,
4556674,SUMAN JAYA PERKASA - XVIII,
31109393,SUMAN JAYA PERKASA VIII [1],
40408369,SUMAN JAYA PERKASA XV,
86811035642,SUMANJAYA PERKASA  - 99,
140607,SUMANJAYA PERKASA - 99,
4606102,SUMATERA  AGUNG,
4870389,SUMATERA AGUNG,
4956267,SUMBER  MAS,
4610094,SUMBER ABADI,
31099587,SUMBER ABADI,
86811701024,SUMBER ABADI,
4584368,SUMBER ABADI - 8,
31100123,SUMBER ABADI - III,MV
31099587,SUMBER ABADI [2],
31100123,SUMBER ABADI III,
31070032,SUMBER AGUNG,
45364,SUMBER ALAM,
4554613,SUMBER ALAM,
4770867,SUMBER ALAM,
40510106,SUMBER ALAM,
4735898,SUMBER ANUGERAH - I,
4735899,SUMBER ANUGERAH - IV,
4732313,SUMBER ANUGERAH III,
4958148,SUMBER ANUGERAH- II,
4602000,SUMBER BAHAGIA,
4922191,SUMBER BAHARI,
43931,SUMBER BAHARI - II,
43932,SUMBER BAHARI - III,
4933518,SUMBER BALI - 168,
4920745,SUMBER BALI 268,
4920745,SUMBER BALI 268 (xHAI JUN S...),
40510199,SUMBER BAROKAH - 03,
4556752,SUMBER BARU,
4610232,SUMBER BARU,
4735467,SUMBER BARU,
4587976,SUMBER BARU -II,
124815,SUMBER BERAS -2,
4583653,SUMBER BERJAYA-I,
40513426,SUMBER BERKAH,
4870404,SUMBER BINTANG REZEKI,
41988,SUMBER BUANA - 35,
40409694,SUMBER BUANA - 35,
125440,SUMBER CITRA,
4684143,SUMBER CITRA,
4510139,SUMBER FORTUNA,
4570755,SUMBER HARAPAN,
4933515,SUMBER HARAPAN - 68,
45480,SUMBER HARAPAN JAYA,
4572492,SUMBER HARAPAN JAYA,
4941357,SUMBER HARAPAN No. 01,
4917044,SUMBER HARAPAN NO. 02,
4933510,SUMBER HARAPAN No. 07,
4939212,SUMBER HARAPAN No. 08,
4920746,SUMBER HARAPAN No. 11,
4939211,SUMBER HARAPAN No. 21,
4905090,SUMBER HARAPAN No. 22,
4917043,SUMBER HARAPAN No. 27,
4941360,SUMBER HARAPAN No.06,
4934252,SUMBER HARAPAN No.12,
4616296,SUMBER HARAPAN No.18,
4569109,SUMBER HARTA MINA - 01,
40515081,SUMBER HIDUP BARU,
996,SUMBER INDAH,
35271,SUMBER INDAH,
4587262,SUMBER JADI,
41016,SUMBER JAYA,
4552110,SUMBER JAYA,
4583654,SUMBER JAYA,
4680619,SUMBER JAYA,
4952143,SUMBER JAYA,
4961341,SUMBER JAYA,
65166,SUMBER JAYA  B,
4567483,SUMBER JAYA - 10,
68992,SUMBER JAYA - 1A,
45121,SUMBER JAYA - 28,
73775,SUMBER JAYA - A,
4458999,SUMBER JAYA - B,
4552508,SUMBER JAYA - I,
65222,SUMBER JAYA - V,
4574523,SUMBER JAYA - V,
45438,SUMBER JAYA - VIII,
4552117,SUMBER JAYA 8,
41904,SUMBER JAYA ABADI - III,
87121,SUMBER JAYA II,
