found_flag,year,mmsi,flag_country_name,flag_iso3,shipname,callsign,imo,known_label,inferred_label,inferred_label_allyears,known_length,ais_length,inferred_length,known_tonnage,inferred_tonnage,known_engine_power,inferred_engine_power,active_positions,active_hours,gap_hours,active_days,fraction_time_high_seas,frac_fishing_high_seas,eez_first,frac_in_eez_first,eez_second,frac_in_eez_second,is_high_seas
,2016,111111317,Invalid MMSI,NA,WUDE-3,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,32.625016,NA,180.2637877,NA,321.6316489,411,816.3627778,5193.499167,167,0.965996831,0.925430586,NA,NA,NA,NA,TRUE
,2016,111111666,Invalid MMSI,NA,SGS002002,66,NA,NA,squid_jigger,squid_jigger,NA,NA,46.03250043,NA,581.9957575,NA,858.1998493,4818,918.6944444,928.0883333,146,0.954269032,0.996707821,China,0.995763493,NA,0.004236507,TRUE
,2014,111191622,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,31.88927856,NA,191.0115079,NA,639.4927918,1185,427.2988889,73.7875,31,0.533159265,0.978357298,China,0.02249612,NA,0.97750388,TRUE
,2015,111191622,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,31.88927856,NA,191.0115079,NA,639.4927918,13495,3352.850278,848.5683333,310,0.126043402,0.097265034,American Samoa,0.003925986,Cook Islands,0.551646595,TRUE
,2016,111191622,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,31.88927856,NA,191.0115079,NA,639.4927918,6937,1257.0725,NA,69,0.08316865,0.077857974,Federated States of Micronesia,0.922223316,NA,0.077776684,TRUE
,2015,111224510,Invalid MMSI,NA,NA,NA,NA,NA,passenger,drifting_longlines,NA,NA,19.17879286,NA,42.2790142,NA,5603.408508,579,959.3572222,NA,184,0.969094867,0.997588205,Spain,0.001945603,NA,0.998054397,TRUE
Venezuela,2015,122408213,Invalid MMSI,NA,ORINOCO II,YYDX,8381826,purse_seines,purse_seines,purse_seines,NA,75,68.82482209,NA,1570.300758,NA,3004.340832,5755,2646.85,1391.668333,154,0.117605976,0.24792156,Costa Rica,0.723579943,Colombia,0.010890798,TRUE
Venezuela,2016,122408213,Invalid MMSI,NA,ORINOCO II,YYDX,8381826,purse_seines,purse_seines,purse_seines,NA,75,68.82482209,NA,1570.300758,NA,3004.340832,46087,5751.506389,806.3761111,325,0.409225537,0.421327493,Nicaragua,0.425094628,Costa Rica,0.001430799,TRUE
,2012,123111111,Invalid MMSI,NA,VENTUARI,YYGZ,NA,NA,NA,purse_seines,NA,69.83507853,72.48545918,NA,1672.61537,NA,3224.665061,4426,3254.268056,566.9016667,179,0.362256018,0.459423507,NA,NA,NA,NA,TRUE
,2013,123111111,Invalid MMSI,NA,VENTUARI,YYGZ,NA,NA,NA,purse_seines,NA,70,72.48545918,NA,1672.61537,NA,3224.665061,4874,2737.796944,1600.843056,155,0.155676401,0.485076632,NA,NA,NA,NA,TRUE
Mexico,2014,123450020,Invalid MMSI,NA,NAIR II,XCOH,NA,purse_seines,purse_seines,purse_seines,NA,70,75.69620942,NA,1694.853223,NA,3646.80493,9773,5563.618333,128.4877778,276,0.668150645,0.7121957,Mexico,0.221318049,Clipperton Island,0.710559895,TRUE
,2013,123450020,Invalid MMSI,NA,NAIR II,XCOH,NA,purse_seines,purse_seines,purse_seines,NA,70,75.69620942,NA,1694.853223,NA,3646.80493,4051,4812.307778,71.3525,226,0.872268922,0.945897209,Ecuador,0.004065044,Mexico,0.036375895,TRUE
Mexico,2016,123450020,Invalid MMSI,NA,NAIR II,XCOH,NA,purse_seines,purse_seines,purse_seines,NA,70,75.69620942,NA,1694.853223,NA,3646.80493,26995,5211.551667,NA,274,0.47903051,0.396008468,Mexico,0.545175021,Clipperton Island,0.399308486,TRUE
Mexico,2015,123450020,Invalid MMSI,NA,NAIR II,XCOH,NA,purse_seines,purse_seines,purse_seines,NA,70,75.69620942,NA,1694.853223,NA,3646.80493,10149,4477.832222,636.9538889,243,0.618900462,0.585304283,Mexico,0.582089255,Clipperton Island,0.392909481,TRUE
,2012,123450020,Invalid MMSI,NA,NAIR II,XCOH,NA,purse_seines,purse_seines,purse_seines,NA,70,75.69620942,NA,1694.853223,NA,3646.80493,4860,3846.884444,NA,189,0.821118728,0.895056803,Clipperton Island,0.890882086,Mexico,0.041424584,TRUE
,2012,123450100,Invalid MMSI,NA,NAIR,XCNR,NA,NA,purse_seines,purse_seines,NA,NA,75.13627303,NA,1842.847388,NA,3535.0504,8341,3697.200278,NA,194,0.878556257,0.935173751,Mexico,0.015832678,Guatemala,0.922691761,TRUE
Mexico,2014,123450100,Invalid MMSI,NA,NAIR,XCNR,NA,NA,purse_seines,purse_seines,NA,NA,75.13627303,NA,1842.847388,NA,3535.0504,12192,3009.051111,305.3761111,162,0.830252561,0.923472815,Mexico,0.024215987,Clipperton Island,0.912424504,TRUE
Mexico,2016,123450100,Invalid MMSI,NA,NAIR,XCNR,NA,NA,purse_seines,purse_seines,NA,NA,75.13627303,NA,1842.847388,NA,3535.0504,20590,4204.801667,327.8708333,229,0.763783908,0.82760235,Guatemala,0.002508547,Mexico,0.159926039,TRUE
Mexico,2015,123450100,Invalid MMSI,NA,NAIR,XCNR,NA,NA,purse_seines,purse_seines,NA,NA,75.13627303,NA,1842.847388,NA,3535.0504,10715,2745.848611,3576.251944,146,0.812740264,0.901419966,Mexico,0.10395712,Guatemala,0.888739155,TRUE
Mexico,2015,123450800,Invalid MMSI,NA,CARTADEDECES,XCCB,NA,purse_seines,purse_seines,purse_seines,NA,NA,67.51718631,NA,1553.23088,NA,3098.000179,5126,5853.361944,NA,272,0.478087562,0.446868974,Clipperton Island,0.123433349,Mexico,0.374309711,TRUE
,2012,123450800,Invalid MMSI,NA,CARTADEDECES,XCCB,NA,purse_seines,purse_seines,purse_seines,NA,NA,67.51718631,NA,1553.23088,NA,3098.000179,3741,3040.489444,NA,167,0.51364667,0.647265145,Clipperton Island,0.019743897,Ecuador,0.642891061,TRUE
Mexico,2016,123450800,Invalid MMSI,NA,CARTADEDECES,XCCB,NA,purse_seines,purse_seines,purse_seines,NA,NA,67.51718631,NA,1553.23088,NA,3098.000179,13520,5151.109722,NA,279,0.385701543,0.367214002,Guatemala,0.366231362,Costa Rica,0.038602147,TRUE
,2013,123450800,Invalid MMSI,NA,CARTADEDECES,XCCB,NA,purse_seines,purse_seines,purse_seines,NA,NA,67.51718631,NA,1553.23088,NA,3098.000179,8777,5356.045,25.62055556,274,0.640622024,0.675668059,Costa Rica,0.003631645,Mexico,0.663520603,TRUE
Mexico,2014,123450800,Invalid MMSI,NA,CARTADEDECES,XCCB,NA,purse_seines,purse_seines,purse_seines,NA,NA,67.51718631,NA,1553.23088,NA,3098.000179,9257,5488.5775,NA,271,0.463123058,0.478110884,Guatemala,0.003481198,Mexico,0.474635556,TRUE
,2016,168000001,Invalid MMSI,NA,AIB1560282-1,NA,NA,NA,drifting_longlines,drifting_longlines,NA,8,29.40538938,NA,208.8496671,NA,599.7780536,771,875.5180556,2264.399444,76,0.93788487,0.94318109,China,0.956895942,NA,0.043104058,TRUE
,2016,168000002,Invalid MMSI,NA,AIB1560283-1,NA,NA,NA,drifting_longlines,drifting_longlines,NA,8,41.20355437,NA,205.7802606,NA,803.6368059,1698,1199.271389,2461.633333,103,0.853902585,0.87390011,China,0.011932441,Japan,0.874232612,TRUE
,2016,200000171,Invalid MMSI,NA,NET FISHING,NA,NA,NA,NA,fixed_gear,NA,NA,20.49313948,NA,48.9086398,NA,233.0228576,46,103.5355556,6665.211111,44,0.996907477,1,NA,NA,NA,NA,TRUE
,2013,200002110,Invalid MMSI,NA,LURONGYUANYU.916,NA,NA,NA,NA,trawlers,NA,41,33.87228159,NA,204.2306655,NA,728.9005189,2100,964.7794444,426.7325,70,0.311539599,1,NA,NA,NA,NA,TRUE
,2016,200004544,Invalid MMSI,NA,LU,NA,NA,NA,drifting_longlines,drifting_longlines,NA,21,27.60229215,NA,131.1156205,NA,649.9660226,6696,3912.706667,223.765,198,0.403230906,0.546996101,American Samoa,8.04E-04,Fiji,0.48501974,TRUE
,2014,200005029,Invalid MMSI,NA,NA,88999,NA,NA,NA,trawlers,NA,45,35.82875123,NA,163.8660073,NA,460.9786657,979,506.7158333,1798.615556,55,0.06638808,0.073084333,Japan,0.244937732,China,0.11506554,TRUE
China,2014,200006169,Invalid MMSI,NA,LURONGYUANYU899,BBIR2,NA,NA,NA,squid_jigger,NA,NA,57.42907837,NA,1164.622762,NA,1266.019303,503,1746.046389,4664.856111,174,0.673292584,0.626797933,South Africa,0.068070828,China,0.931929172,TRUE
,2015,200006169,Invalid MMSI,NA,NA,BBIR2,NA,NA,NA,squid_jigger,NA,78,57.42907837,NA,1164.622762,NA,1266.019303,1054,2480.298333,1430.786111,175,0.834528412,0.872263303,China,8.95E-04,Argentina,0.100550493,TRUE
China,2016,200006178,Invalid MMSI,NA,LURONGYUANYU 818,BCFA5,NA,NA,cargo_or_tanker,trawlers,NA,59,80.74743979,NA,3036.719957,NA,2371.720979,248,234.9747222,3836.548889,24,0.766239174,0.796669849,NA,NA,NA,NA,TRUE
,2014,200006178,Invalid MMSI,NA,"2087,",NA,NA,NA,cargo_or_tanker,trawlers,NA,NA,80.74743979,NA,3036.719957,NA,2371.720979,1998,4356.729722,1769.342778,309,0.893436666,0.919637311,Uruguay,0.901269364,Argentina,0.07180824,TRUE
China,2015,200006178,Invalid MMSI,NA,LURONGYUANYU 818,BCFA5,NA,NA,cargo_or_tanker,trawlers,NA,57.57364341,80.74743979,NA,3036.719957,NA,2371.720979,1063,2081.406389,5382.962778,209,0.845997112,0.969457747,China,3.31E-04,South Africa,0.016879126,TRUE
China,2015,200006637,Invalid MMSI,NA,LURONGYUANYU998,BBIR1,NA,NA,NA,squid_jigger,NA,NA,69.2053718,NA,1499.703639,NA,1657.072144,1785,1945.239444,1351.802778,257,0.696354542,0.699414863,Singapore,3.24E-04,South Korea,0.719218348,TRUE
China,2014,200006637,Invalid MMSI,NA,LURONGYUANYU998,BBIR1,NA,NA,NA,squid_jigger,NA,74,69.2053718,NA,1499.703639,NA,1657.072144,754,1251.932778,4706.383611,163,0.749863803,0.987740534,China,0.435552671,South Africa,0.564447329,TRUE
,2014,200006661,Invalid MMSI,NA,NA,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,70.03717936,NA,1369.731542,NA,1918.761289,686,2205.5175,5246.216389,167,0.812959016,0.9336623,China,0.001731831,South Africa,0.944667565,TRUE
China,2016,200006661,Invalid MMSI,NA,LU RONG YUAN YU 829,BCFA,NA,NA,drifting_longlines,drifting_longlines,NA,58,70.03717936,NA,1369.731542,NA,1918.761289,2754,4610.428611,1704.926944,313,0.957655958,0.985726228,Uruguay,0.011903692,Argentina,0.984967209,TRUE
,2015,200006661,Invalid MMSI,NA,NA,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,70.03717936,NA,1369.731542,NA,1918.761289,2538,2683.433333,2563.936389,212,0.760042123,0.887370337,Singapore,4.89E-04,Malaysia,7.17E-04,TRUE
,2015,200006667,Invalid MMSI,NA,NA,NA,NA,NA,NA,drifting_longlines,NA,NA,68.55434595,NA,1104.765985,NA,1665.437909,537,2014.857778,2815.340833,192,0.826478766,0.915346483,Falkland Islands,0.002284888,China,0.938052788,TRUE
,2016,200006667,Invalid MMSI,NA,NA,NA,NA,NA,NA,drifting_longlines,NA,NA,68.55434595,NA,1104.765985,NA,1665.437909,281,1509.985556,2512.790278,126,0.979314162,1,NA,1,NA,NA,TRUE
,2014,200006667,Invalid MMSI,NA,NA,NA,NA,NA,NA,drifting_longlines,NA,NA,68.55434595,NA,1104.765985,NA,1665.437909,909,3142.515833,4494.8425,255,0.856735353,0.935338867,NA,1,NA,NA,TRUE
,2014,200007342,Invalid MMSI,NA,NA,0,NA,NA,trawlers,fixed_gear,NA,NA,26.23106281,NA,217.2331438,NA,293.4765218,143,88.12972222,470.3094444,20,0.252542927,0.709103819,China,0.451489886,NA,0.548510114,TRUE
,2015,200008102,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,trawlers,NA,NA,58.43420763,NA,849.8780886,NA,1095.795426,2004,1265.950278,1223.418611,98,0.661775117,0.653628478,China,0.678170611,South Korea,0.256376879,TRUE
,2016,200008102,Invalid MMSI,NA,AAA,FA,NA,NA,trawlers,trawlers,NA,NA,58.43420763,NA,849.8780886,NA,1095.795426,2425,2331.446111,1716.405,167,0.807645377,0.84806645,North Korea,0.014409393,China,0.824851973,TRUE
,2015,200008115,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,trawlers,NA,60,47.70009792,NA,699.1073657,NA,1233.91826,1827,1215.051944,1654.228889,94,0.49443226,0.129013865,South Africa,0.043528875,China,0.606117805,TRUE
,2016,200008115,Invalid MMSI,NA,LURONG,NA,NA,NA,trawlers,trawlers,NA,NA,47.70009792,NA,699.1073657,NA,1233.91826,2934,2247.001667,2649.235278,180,0.759221377,0.799962166,China,0.159321582,South Korea,0.021449869,TRUE
China,2016,200008124,Invalid MMSI,NA,FU YUAN YU 072,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,50.26737965,NA,481.4301151,NA,995.6303119,3009,1200.551944,24.48416667,53,0.979994618,0.997715881,China,0.997294436,NA,0.002705564,TRUE
China,2015,200008124,Invalid MMSI,NA,FU YUAN YU 072,NA,NA,NA,drifting_longlines,drifting_longlines,NA,NA,50.26737965,NA,481.4301151,NA,995.6303119,8908,3602.624167,3301.814444,205,0.897705604,0.976601387,China,0.014565381,NA,0.985434619,TRUE
China,2015,200008125,Invalid MMSI,NA,FU YUAN YU 073,NA,NA,NA,NA,drifting_longlines,NA,NA,49.58455721,NA,514.2718666,NA,1125.8276,6948,3390.579444,3467.403056,172,0.908988792,0.967998601,China,0.978868129,NA,0.021131871,TRUE
China,2016,200008125,Invalid MMSI,NA,FU YUAN YU 073,NA,NA,NA,NA,drifting_longlines,NA,NA,49.58455721,NA,514.2718666,NA,1125.8276,2472,1162.253333,24.56083333,52,1,1,NA,1,NA,NA,TRUE
China,2016,200008650,Invalid MMSI,NA,LURONGYUANYU212,BBLM6,NA,drifting_longlines,drifting_longlines,drifting_longlines,37.08,41,37.32894392,265,289.9400772,751.6,910.5248319,11022,6068.568889,1183.908333,326,0.442617832,0.509431835,American Samoa,0.008595245,Cook Islands,0.526280492,TRUE
China,2015,200008650,Invalid MMSI,NA,LURONGYUANYU212,BBLM6,NA,drifting_longlines,drifting_longlines,drifting_longlines,37.08,41,37.32894392,265,289.9400772,751.6,910.5248319,5738,5816.321667,781.3063889,334,0.625627343,0.721230635,Federated States of Micronesia,0.283138237,South Korea,0.706745198,TRUE
,2015,200010002,Invalid MMSI,NA,NA,NA,9738428,NA,other_fishing,other_fishing,NA,66,24.16890782,NA,66.32887691,NA,347.4120404,538,76.51222222,NA,17,0.575081419,0.930140437,China,0.900836441,Taiwan,0.062607074,TRUE
,2015,200010821,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,trawlers,NA,NA,40.32784027,NA,381.5100029,NA,763.3810082,824,882.2263889,1197.901944,68,0.699871182,0.639316066,China,0.690716098,South Korea,0.251145773,TRUE
,2016,200010821,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,trawlers,NA,NA,40.32784027,NA,381.5100029,NA,763.3810082,723,353.9813889,58.66638889,29,0.422510829,0.511250692,China,0.413930397,North Korea,0.087625573,TRUE
,2016,200014525,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,trawlers,NA,NA,25.68695284,NA,265.3206957,NA,612.1453394,897,531.6344444,1288.2925,89,0.706630182,0.619451025,China,0.593789735,NA,0.406210265,TRUE
,2015,200050570,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,squid_jigger,NA,NA,54.03495356,NA,742.3017774,NA,1267.33191,1575,1179.7275,1431.568889,80,0.668101956,0.703304182,South Korea,0.03350437,Saint Helena,0.013163612,TRUE
,2016,200050570,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,squid_jigger,NA,NA,54.03495356,NA,742.3017774,NA,1267.33191,2503,2603.057222,611.2416667,180,0.860280342,0.91618139,China,0.099205721,NA,0.900794279,TRUE
,2014,349052425,Invalid MMSI,NA,SAPT0JOE JORGE,HO-2836,NA,purse_seines,purse_seines,purse_seines,56.9,57,72.25170357,1342,1639.233371,NA,3395.952368,14952,6350.073333,NA,320,0.647844811,0.89778437,Clipperton Island,0.064313312,El Salvador,0.023900362,TRUE
,2013,349052425,Invalid MMSI,NA,CAPT JOE JORGE,HO-2836,NA,purse_seines,purse_seines,purse_seines,56.9,57,72.25170357,1342,1639.233371,NA,3395.952368,9808,4693.386111,NA,232,0.49388469,0.639529066,Peru,0.012919995,Colombia,0.006149046,TRUE
,2015,349052425,Invalid MMSI,NA,SAPT0JOE JORGE,HO-2836,7124996,purse_seines,purse_seines,purse_seines,56.9,57,72.25170357,1342,1639.233371,NA,3395.952368,28353,6868.645556,136.8133333,339,0.541871932,0.758601035,Guatemala,0.009078833,Panama,0.025000455,TRUE
,2016,349052425,Invalid MMSI,NA,SAPT0JOE JORGE,HO-2836,NA,purse_seines,purse_seines,purse_seines,56.9,57,72.25170357,1342,1639.233371,NA,3395.952368,29777,6733.506111,331.075,315,0.192397058,0.234731009,El Salvador,0.008028653,Guatemala,0.003195753,TRUE
,2012,349052425,Invalid MMSI,NA,CAPT JOE JORGE,HO-2836,NA,purse_seines,purse_seines,purse_seines,56.9,57,72.25170357,1342,1639.233371,NA,3395.952368,9487,6599.826111,NA,325,0.504485635,0.669285944,Clipperton Island,0.675590482,Colombia,0.01840916,TRUE
United States,2014,365878412,Invalid MMSI,NA,CAPE BRETON,WDE2397,NA,purse_seines,purse_seines,purse_seines,74.8025,NA,65.70450946,2019,1411.876321,2905.5,3010.514869,33631,6208.085278,NA,344,0.639985161,0.688884129,American Samoa,0.694278062,United States Minor Outlying Islands,0.010308394,TRUE
United States,2015,365878412,Invalid MMSI,NA,CAPE BRETON,WDE2397,NA,purse_seines,purse_seines,purse_seines,74.8025,NA,65.70450946,2019,1411.876321,2905.5,3010.514869,48708,6337.580833,NA,340,0.377393351,0.462407759,Tuvalu,0.026397602,American Samoa,0.014755573,TRUE
,2013,365878412,Invalid MMSI,NA,CAPE BRETON,WDE2397,NA,purse_seines,purse_seines,purse_seines,74.8025,NA,65.70450946,2019,1411.876321,2905.5,3010.514869,13220,3131.200278,NA,189,0.496067653,0.569541302,United States Minor Outlying Islands,0.569285067,American Samoa,0.0084827,TRUE
United States,2016,365878412,Invalid MMSI,NA,CAPE BRETON,WDE2397,NA,purse_seines,purse_seines,purse_seines,74.8025,NA,65.70450946,2019,1411.876321,2905.5,3010.514869,42176,2748.585,63.58916667,162,0.774195724,0.920391418,Mexico,0.011677173,French Polynesia,0.919558404,TRUE
,2014,400000009,Invalid MMSI,NA,NA,NA,NA,NA,NA,squid_jigger,NA,NA,50.23929545,NA,752.2611056,NA,935.0890611,1302,3944.558611,972.0772222,189,0.951051753,0.994078412,NA,1,NA,NA,TRUE
,2012,400000009,Invalid MMSI,NA,NA,NA,NA,NA,NA,squid_jigger,NA,NA,50.23929545,NA,752.2611056,NA,935.0890611,951,2748.902222,878.1938889,121,0.982959868,0.992065089,NA,NA,NA,NA,TRUE
China,2014,400288837,Invalid MMSI,NA,PUYUAN837,NA,NA,NA,NA,squid_jigger,NA,43,53.3805976,NA,648.9527375,NA,1016.003533,710,1991.817222,1251.016667,105,0.930569711,0.964038204,Peru,0.030480072,NA,0.969519928,TRUE
China,2016,400288837,Invalid MMSI,NA,PUYUAN837,NA,NA,NA,NA,squid_jigger,NA,43,53.3805976,NA,648.9527375,NA,1016.003533,935,2645.745,3869.346944,158,0.999984425,1,NA,1,NA,NA,TRUE
China,2015,400288837,Invalid MMSI,NA,PUYUAN837,NA,NA,NA,NA,squid_jigger,NA,43,53.3805976,NA,648.9527375,NA,1016.003533,1748,3931.145556,815.9222222,188,0.949311357,0.979132719,Peru,0.984115235,NA,0.015884765,TRUE
,2012,424426611,Invalid MMSI,NA,HSIANG FA 26,S7SB,NA,drifting_longlines,NA,drifting_longlines,55.25,85,90.47024609,520,2480.516876,NA,4390.494361,6889,5152.053056,164.6291667,240,0.711337212,0.773544138,NA,NA,NA,NA,TRUE
Japan,2016,433226000,Invalid MMSI,NA,FUKUSEKI MARU NO.3,JCND,9250646,NA,drifting_longlines,drifting_longlines,NA,57,54.74080114,NA,605.5778934,NA,1021.259664,140234,5769.940556,NA,266,0.933377397,0.992755458,South Africa,0.00436691,Japan,0.002842528,TRUE
,2012,444042912,Invalid MMSI,NA,ELSPETH,6NHK,7827483,purse_seines,NA,purse_seines,68.425,76,68.20401909,845,1210.308075,NA,2998.793386,20931,6607.636667,NA,350,0.159315092,0.184402822,NA,NA,NA,NA,TRUE
,2012,444055910,Invalid MMSI,NA,21HAEIN,DTBV6,8609668,NA,NA,drifting_longlines,NA,65,53.81277507,NA,734.6560287,NA,987.3925222,1809,3486.606944,178.3897222,169,0.293692823,0.237419632,NA,NA,NA,NA,TRUE
South Korea,2014,444080710,Invalid MMSI,NA,SHILLA HARVESTER,6KCA5,NA,purse_seines,NA,purse_seines,79.9,NA,76.76078012,2035.666667,1554.857275,3375,3820.525516,34856,5595.825556,608.1458333,319,0.370077293,0.513276192,Nauru,0.007002812,Federated States of Micronesia,0.013497894,TRUE
,2012,444080710,Invalid MMSI,NA,SHILLA HARVESTER,6KCA5,NA,purse_seines,NA,purse_seines,79.9,NA,76.76078012,2035.666667,1554.857275,3375,3820.525516,18489,5661.014167,NA,294,0.288944762,0.334249786,NA,NA,NA,NA,TRUE
South Korea,2015,444080710,Invalid MMSI,NA,SHILLA HARVESTER,6KCA5,NA,purse_seines,NA,purse_seines,79.9,NA,76.76078012,2035.666667,1554.857275,3375,3820.525516,30629,3627.456667,NA,186,0.465417103,0.562555898,Solomon Islands,0.050087499,South Korea,0.003615022,TRUE
,2012,444095214,Invalid MMSI,NA,O RYONG 371,DTBN9,8904020,drifting_longlines,NA,drifting_longlines,49.61,55,52.38938856,632,545.1612548,NA,1004.632737,20503,2531.859722,NA,112,0.671437623,0.663052992,NA,NA,NA,NA,TRUE
Federated States of Micronesia,2015,452005511,Invalid MMSI,NA,SEIPAL,V6P1164,9016545,purse_seines,purse_seines,purse_seines,61.88,65,67.51412965,1096,1468.720957,1985,2892.285736,54407,6749.938889,NA,365,0.278912062,0.325651358,Solomon Islands,0.010147506,Papua New Guinea,0.009132989,TRUE
Federated States of Micronesia,2016,452005511,Invalid MMSI,NA,SEIPAL,V6P1164,9016545,purse_seines,purse_seines,purse_seines,61.88,65,67.51412965,1096,1468.720957,1985,2892.285736,29882,2612.106667,NA,139,0.123770595,0.43825802,Philippines,0.009811978,Nauru,0.008448034,TRUE
,2015,568169862,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,NA,drifting_longlines,NA,NA,30.53008597,NA,151.8080205,NA,642.8176958,6105,2064.700278,122.6297222,179,0.600189651,0.754419727,United States Minor Outlying Islands,0.748322269,Tuvalu,0.21610426,TRUE
,2014,568169862,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,NA,drifting_longlines,NA,NA,30.53008597,NA,151.8080205,NA,642.8176958,8115,4035.3825,107.5716667,229,0.223999389,0.186960851,Solomon Islands,0.908692896,Fiji,0.086342206,TRUE
,2016,590826000,Invalid MMSI,NA,LAPAZ UNO,3POES7,8717829,NA,squid_jigger,squid_jigger,NA,60,43.22716294,NA,351.9283532,NA,900.0017746,4512,526.4166667,859.4163889,28,1,1,NA,1,NA,NA,TRUE
,2015,600014098,Invalid MMSI,NA,BEN10,NA,NA,NA,drifting_longlines,drifting_longlines,NA,34,29.23596117,NA,164.2352956,NA,612.8797501,23051,2882.6225,NA,139,0.647655614,0.790904009,Fiji,0.794079062,New Zealand,0.201625923,TRUE
,2016,600014098,Invalid MMSI,NA,BEN10,NA,NA,NA,drifting_longlines,drifting_longlines,NA,34,29.23596117,NA,164.2352956,NA,612.8797501,47934,7674.2325,29.06444444,354,0.220586711,0.278608613,Fiji,0.28901635,Norfolk Island,0.708769578,TRUE
,2013,685221000,Invalid MMSI,NA,F/V CAP HORN 1,FQBI,9246968,NA,NA,drifting_longlines,NA,60,56.79130475,NA,1180.534395,NA,1958.135177,31421,4794.768889,25.60555556,297,0.313009536,0.187929339,NA,NA,NA,NA,TRUE
,2015,709750116,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,NA,drifting_longlines,NA,35,31.41539143,NA,166.6624025,NA,669.9386332,2486,1298.914167,1226.201111,123,0.532335271,0.741607645,Fiji,0.006701483,Tuvalu,0.019152894,TRUE
,2014,709750116,Invalid MMSI,NA,AIWEI-B,NA,NA,NA,NA,drifting_longlines,NA,NA,31.41539143,NA,166.6624025,NA,669.9386332,4994,3376.094444,754.0538889,197,0.423121693,0.512631557,Solomon Islands,0.398110609,NA,0.601889391,TRUE
,2012,766659160,Invalid MMSI,NA,"X9XD</I]14""I=9RLD0W^",D0-<7AD,NA,NA,NA,drifting_longlines,NA,NA,50.84994751,NA,541.7478827,NA,1128.31805,1911,2593.817778,46.68222222,115,0.942139262,1,NA,NA,NA,NA,TRUE
Venezuela,2015,774559424,Invalid MMSI,NA,CANAIMA,YYEM,NA,purse_seines,purse_seines,purse_seines,57.755,50,72.65656412,1125.1275,1844.624674,NA,2985.498202,23275,5779.981667,156.9502778,310,0.361302381,0.609682883,Mexico,0.004604045,Venezuela,0.61783065,TRUE
Venezuela,2014,774559424,Invalid MMSI,NA,CANAIMA,YYEM,NA,purse_seines,purse_seines,purse_seines,57.755,50.85729331,72.65656412,1125.1275,1844.624674,NA,2985.498202,14357,5484.51,838.1302778,295,0.657517146,0.861994922,Costa Rica,0.004886363,Panama,0.011544692,TRUE
,2012,774559424,Invalid MMSI,NA,CANAIMA,YYEM,NA,purse_seines,purse_seines,purse_seines,57.755,72,72.65656412,1125.1275,1844.624674,NA,2985.498202,7332,2003.983611,2127.575278,241,0.54914199,0.867025359,Venezuela,0.008725985,Clipperton Island,0.864585862,TRUE
Venezuela,2016,774559424,Invalid MMSI,NA,CANAIMA,YYEM,NA,purse_seines,purse_seines,purse_seines,57.755,NA,72.65656412,1125.1275,1844.624674,NA,2985.498202,32799,6611.848333,NA,346,0.132279036,0.276927906,Costa Rica,0.672417675,Venezuela,0.279782494,TRUE
,2015,800033817,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,squid_jigger,NA,NA,37.9898954,NA,688.6620326,NA,941.1379391,818,636.9925,7593.603611,77,0.999996127,1,NA,1,NA,NA,TRUE
,2014,800033817,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,squid_jigger,NA,NA,37.9898954,NA,688.6620326,NA,941.1379391,378,436.1913889,5978.517222,63,1,1,NA,1,NA,NA,TRUE
,2016,800033817,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,squid_jigger,NA,NA,37.9898954,NA,688.6620326,NA,941.1379391,3539,1324.394167,5780.627778,168,1,1,NA,1,NA,NA,TRUE
,2013,812041068,Invalid MMSI,NA,NA,NA,NA,NA,NA,fixed_gear,NA,42,52.10846883,NA,932.4986564,NA,1165.020991,657,380.2838889,4835.193611,84,0.523633917,0.504696254,NA,NA,NA,NA,TRUE
,2015,900028532,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,62.04982076,NA,877.7370503,NA,1887.283641,2370,4412.440833,610.3269444,202,0.913593644,1,Argentina,0.003014116,NA,0.996985884,TRUE
