ffa_vid,vessel_name,ircs,mmsi,uvi_imo_number,vessel_type,length,tonnage,engine_power,crew
36477.0,CHARNG SHING YUAN NO.168,BJ5120,416004594.0,NA,Longline,23.9,99.25,745.7,18.0
36478.0,QUEEN ALEXANDRA,P2V5559,553111690.0,9703253.0,Single Purse Seine,79.5,1893.0,3355.65,39.0
36479.0,HUA NAN YU 739,BZXD38,412460113.0,NA,Longline,38.15,296.0,596.0,18.0
36480.0,HUA NAN YU 738,BZXD37,412460112.0,NA,Longline,38.15,296.0,596.0,18.0
36481.0,HUA NAN YU 737,BZXD36,412460111.0,NA,Longline,38.15,296.0,596.0,18.0
36483.0,SEIN SKY,DSRO7,NA,NA,Fish Carrier,124.7,5469.0,5219.9000000000005,21.0
36484.0,CHOKYU MARU NO.35,JEXV,432411e3,NA,Longline,56.77,471.0,735.0,25.0
36485.0,FONG KUO NO.188,BL2115,416243600.0,9712125.0,Single Purse Seine,71.79,1428.0,2684.52,40.0
36486.0,NO.622 DONG WON,DTAA5,NA,NA,Longline,49.61,424.0,882.5985,25.0
36487.0,SIERRA LARA,PCOZ,244820009.0,9120205.0,Fish Carrier,117.27,5100.0,4902.0,19.0
36488.0,KAILE 888,P2V5566,553111698.0,9708241.0,Single Purse Seine,71.79,1349.0,2647.0,38.0
36489.0,FUKUYO MARU NO.7,7JPQ,432942e3,9057939.0,Longline,57.43,436.0,736.0,24.0
36490.0,FONG KUO NO.828,BL2107,416242900.0,9712137.0,Single Purse Seine,70.59,1467.0,2647.7954999999997,40.0
36491.0,HUANG FU,BI2473,416003600.0,8652770.0,Longline,53.7,535.0,820.27,30.0
36493.0,SHEN GANG FA 15,BZXD52,412460281.0,NA,Longline,43.18,302.0,890.0,18.0
36494.0,SHEN GANG FA 16,BZXD53,412460282.0,9731119.0,Longline,43.18,302.0,890.0,18.0
36495.0,SHEN GANG FA 17,BZXD54,412460283.0,9731133.0,Longline,43.18,302.0,890.0,18.0
36496.0,SHEN GANG FA 18,BZXD55,412460284.0,NA,Longline,43.18,302.0,890.0,18.0
36497.0,FONG KUO NO.189,BL2113,416243700.0,9720213.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
36498.0,SHEN LIAN CHENG 881,BZXD92,412460114.0,NA,Longline,38.15,296.0,596.0,18.0
36499.0,SHEN LIAN CHENG 882,BZXD93,412460115.0,NA,Longline,38.15,296.0,596.0,18.0
36500.0,SAJO POSEDONIA,6KCC5,NA,9683623.0,Single Purse Seine,79.56,1016.0,3357.8871,29.0
36501.0,MARITA 88,P2V5580,553111712.0,9720354.0,Single Purse Seine,70.59,1557.0,2647.0,40.0
36502.0,SHEN GANG FA 716,BZXD63,412460287.0,9741475.0,Longline,43.18,302.0,850.0,18.0
36504.0,SHEN GANG FA 718,BZXD65,412460283.0,9741487.0,Longline,43.18,302.0,850.0,18.0
36505.0,SHEN GANG FA 719,BZXD66,412460289.0,9741499.0,Longline,43.18,302.0,850.0,18.0
36506.0,SHEN GANG FA 19,BZXD56,412460285.0,NA,Longline,43.18,302.0,850.0,18.0
36507.0,SHEN GANG FA 715,BZXD62,412460286.0,NA,Longline,43.18,302.0,850.0,18.0
36508.0,HAI XING 616,BZ9VZ,412420906.0,NA,Longline,47.0,461.0,604.017,20.0
36509.0,HAI XING 615,BZ8VZ,412420905.0,NA,Longline,47.0,461.0,810.0,20.0
36510.0,FRIO ANTWERP,3FVX3,352784e3,9078282.0,Fish Carrier,125.03,7307.0,7158.72,20.0
36511.0,EIYU MARU NO.21,NA,NA,NA,Longline,25.04,19.0,736.0,10.0
36512.0,SHEN LIAN CHENG 883,BZXD94,412460116.0,NA,Longline,38.15,296.0,596.0,18.0
36513.0,SHEN LIAN CHENG 884,BZXD95,412460117.0,NA,Longline,38.15,296.0,596.0,18.0
36514.0,SHEN LIAN CHENG 885,BZXD96,412460118.0,NA,Longline,38.15,296.0,596.0,18.0
36515.0,ASIAN CHEMI,DSOY9,440663e3,9116216.0,Bunker,106.5,4815.0,3089.0947499999997,19.0
36516.0,LIAO YUAN YU 88,BZYL6,412209183.0,8809206.0,Longline,55.6,558.0,735.0,25.0
36517.0,HONG YANG 111,BZ6VY,412420876.0,9755799.0,Longline,52.0,510.0,657.7074,28.0
36519.0,LU RONG YUAN YU 136,BCFA1,NA,9730440.0,Longline,NA,NA,NA,NA
36520.0,LU RONG YUAN YU 137,BCFA2,NA,9730464.0,Longline,NA,NA,NA,NA
36521.0,LU RONG YUAN YU 138,BCFA3,412331012.0,9730476.0,Longline,NA,NA,NA,NA
36522.0,LU RONG YUAN YU 139,BCFA4,412331013.0,9730488.0,Longline,NA,NA,NA,NA
36523.0,FRIO ANTARCTIC,D7NU,440257e3,8807466.0,Fish Carrier,124.7,4988.0,5150.0,23.0
36524.0,FRIO ATLANTIC,3EXR3,373443e3,8911487.0,Fish Carrier,120.5,6420.0,6653.321825,20.0
36525.0,FRIO PACIFIC,HOAL,352515e3,8324244.0,Fish Carrier,145.2362962962963,6117.0,5803.0851375,20.0
36526.0,SAJO ALEXANDRIA,6KCC7,NA,9683635.0,Single Purse Seine,79.56,1016.0,3357.8871,29.0
36527.0,XIN SHI JI 157,BZ9VX,412420892.0,8672213.0,Longline,49.8,496.0,1029.0,26.0
36528.0,XIN SHI JI 158,BZ1VY,412420893.0,NA,Longline,NA,496.0,NA,NA
36529.0,JIH YU NO.668,BL2100,NA,9732876.0,Single Purse Seine,70.59,1467.0,2646.0,40.0
36530.0,OCEAN LION,T3QA2,NA,9047312.0,Bunker,69.95,999.0,1323.0,14.0
36531.0,YUAN BAO NO. 888,BI2540,416097500.0,8661202.0,Longline,57.6,696.0,1176.798,30.0
36532.0,TAI HONG 8,BZTX2,412331014.0,NA,Longline,56.94,684.0,745.7,30.0
36533.0,JIN HUI 18,BZU8E,412371194.0,9733404.0,Single Purse Seine,75.34,1792.0,2648.0,38.0
36534.0,HAKKO MARU NO.35,7JPV,432966e3,9690315.0,Single Purse Seine,70.15,1470.0,2647.0,26.0
36535.0,TAIKO MARU NO.8,7JQX,432971e3,9709829.0,Longline,57.43,479.0,736.0,24.0
36536.0,LIM DISCOVERER,6KCA2,440104e3,9683647.0,Single Purse Seine,79.56,1016.0,3631.559,28.0
36538.0,DISCOVERY 105,4DFB8,548051500.0,9729295.0,Single Purse Seine,71.79,1100.0,2647.0,35.0
36539.0,FAIR BRAVO NO.707,BL2116,416004728.0,9738703.0,Single Purse Seine,70.59,1288.0,2647.7954999999997,40.0
36540.0,KAIGATA MARU NO.128,7JRE,432984e3,9709831.0,Longline,57.41,479.0,736.0,24.0
36541.0,TAIYO MARU NO.2,7JES,432708e3,9565364.0,Single Purse Seine,70.34,1350.0,2942.0,29.0
36543.0,SEIN QUEEN,D7MY,440214e3,8807430.0,Fish Carrier,136.83,5893.0,4670.4170625,21.0
36544.0,MAAN YIH FENG NO.16,BJ4590,416000804.0,NA,Longline,23.97,79.42,678.587,15.0
36545.0,MAAN YIH FENG NO.26,BJ4719,416000476.0,NA,Longline,28.2,97.5,708.4150000000001,15.0
36546.0,MAAN YIH FENG NO.166,BJ4928,416196600.0,NA,Longline,28.1,95.66,715.8720000000001,14.0
36547.0,LU QING YUAN YU 017,BZYX8,412331026.0,8821199.0,Longline,53.51,577.0,548.0895,30.0
36548.0,GILONTAS NO.363,YJTQ8,577218e3,8668822.0,Longline,23.8,99.66,NA,15.0
36549.0,GILONTAS NO.393,YJTR2,57722e4,8668834.0,Longline,23.8,99.66,600.0,15.0
36550.0,FU YUAN YU 559,BZ8US,412440032.0,9016571.0,Longline,54.2,577.0,698.299999999999,30.0
36551.0,CHUNG KUO NO.88,YJRW5,577069e3,8662012.0,Fish Carrier,23.9,98.0,832.0,15.0
36552.0,YUE XIA YU 90092,BZXQ52,412480433.0,8671960.0,Longline,28.722962962962963,122.0,197.03703703703704,10.962962962962964
36553.0,YUE XIA YU 90093,BZXQ53,412480434.0,NA,Longline,26.94,122.0,147.64860000000002,12.0
36554.0,FRIO CHIKUMA,3FWG8,353306e3,9184536.0,Fish Carrier,135.03,7367.0,7060.788,20.0
36555.0,FRIO HELLENIC,3FVQ8,353981e3,9081679.0,Fish Carrier,148.0,9997.0,11632.92,22.0
36556.0,FRIO MOGAMI,3FSC9,357735e3,9184548.0,Fish Carrier,135.03,7377.3125,7060.788,20.0
36557.0,FRIO SHINANO,3FNR3,352349e3,9073385.0,Fish Carrier,134.02,7307.0,7060.788,20.0
36558.0,SUI YUAN YU 30,BZWA32,412460295.0,9742675.0,Longline,39.9,295.0,500.0,13.0
36559.0,SUI YUAN YU 31,BZWA33,412460296.0,9742687.0,Longline,39.9,295.0,500.0,13.0
36560.0,HSIANG FU,YJTH9,577161e3,9684067.0,Fish Carrier,96.94,3350.0,2700.0,21.0
36561.0,PALAU TUNA 01,YJTU3,577248e3,9746487.0,Longline,18.75,42.0,551.0,8.0
36562.0,SUI YUAN YU 32,BZWA34,412460297.0,9742699.0,Longline,39.9,295.0,500.0,NA
36563.0,MONALINDA 77,DUA6165,NA,NA,Fish Carrier,81.88,995.87,2386.2400000000002,23.0
36564.0,CAPELLA,LYSG,277348e3,9047257.0,Fish Carrier,134.02,7313.0,7060.0,17.0
36565.0,TOA MARU,NA,NA,NA,Longline,16.4,19.0,478.0799999999991,10.0
36566.0,FRIO ATHENS,YJQN2,576711e3,8710340.0,Fish Carrier,141.58,8519.0,7225.8330000000005,20.0
36567.0,FRIO DOLPHIN,YJQK2,NA,8807442.0,Fish Carrier,141.58,8519.0,7225.8330000000005,23.0
36568.0,ZEFYROS,YJQK7,576689e3,8916748.0,Fish Carrier,141.0,8483.0,7867.135,20.0
36569.0,PACIFIC ENDEAVOUR,3DSN,NA,NA,Longline,22.8,44.46,410.09865384615387,10.0
36571.0,HU YU 918,BZU4E,412371197.0,9745952.0,Longline,49.3,411.0,596.0,19.0
36572.0,HU YU 919,BZU5E,412371198.0,9745964.0,Longline,49.3,411.0,596.0,19.0
36573.0,YING JEN NO.636,BI2252,NA,8651491.0,Longline,54.0,705.0,809.048625,30.0
36574.0,JIN XIANG 6,BZYB6,412209233.0,9766267.0,Longline,37.6,271.0,810.0,18.0
36575.0,SEGYERO,6KCD2,440195e3,9713973.0,Single Purse Seine,79.6,1012.0,3684.5037,29.0
36576.0,LU QING YUAN YU 021,BZYX2,NA,9748502.0,Longline,59.6,698.0,1176.0,31.0
36577.0,LU QING YUAN YU 022,BZYX3,NA,9748514.0,Longline,59.6,698.0,1176.0,31.0
36578.0,LU QING YUAN YU 023,BZYX4,NA,9748526.0,Longline,59.6,698.0,1176.0,31.0
36579.0,LU QING YUAN YU 026,BZYX5,NA,9748538.0,Longline,59.6,698.0,1176.0,31.0
36580.0,LU QING YUAN YU 027,BZYX6,NA,9748540.0,Longline,59.6,698.0,1176.0,31.0
36581.0,LU QING YUAN YU 028,BZYX7,NA,9748552.0,Longline,59.6,698.0,1176.0,31.0
36582.0,GOLDEN HARVESTER,H4GH,NA,NA,Single Purse Seine,62.25,348.0,1640.0,28.0
36583.0,NUPLA SOLWARA,P2V5603,553111735.0,9745823.0,Single Purse Seine,71.79,1350.0,2647.7954999999997,40.0
36584.0,NO.2 JOCHOH,3FVR4,NA,NA,Fish Carrier,120.75,4546.0,3900.0,NA
36585.0,MIRAERO,6KCD5,444000950.0,9713985.0,Single Purse Seine,79.6,1012.0,3684.5037,29.0
36586.0,FRIO AEGEAN I,3FSS8,NA,9196357.0,Fish Carrier,126.39,7355.0,7158.72,22.0
36587.0,AYA MARU NO.58,NA,431301296.0,NA,Longline,16.48,19.0,139.7447625,8.0
36590.0,ATMODA,3FNT8,351478e3,8909076.0,Fish Carrier,144.34,12413.0,7704.5724,21.0
36591.0,CHIEN CHANG NO.36,BH3282,416631e3,8749456.0,Longline,52.65,497.0,882.5985,32.0
36592.0,SIERRA KING,PESF,244542e3,8810786.0,Fish Carrier,107.69,3979.0,4200.0,13.0
36593.0,FRIO KYKNOS,3ETB8,356728e3,9035072.0,Fish Carrier,116.33,6082.0,7057.163116999993,20.0
36594.0,FRIO OCEANIC,3FYF8,354671e3,8801814.0,Fish Carrier,133.59,8487.0,7941.801940999925,20.0
36595.0,P PIONEER,D7OC,440265e3,9213222.0,Bunker,110.0,5160.0,2895.5531,20.0
36596.0,SARONIC BREEZE,H9PE,371156e3,9041540.0,Fish Carrier,129.19,6399.0,4086.436,20.0
36597.0,JIN XIANG 7,BZYB7,412209234.0,NA,Longline,37.6,271.0,810.0,18.0
36598.0,GUANG YUAN YU 338,BZWY47,412460084.0,9742352.0,Longline,36.34,277.0,540.0,14.0
36599.0,GUANG YUAN YU 339,BZWY48,412460083.0,9742364.0,Longline,36.34,277.0,540.0,14.0
36600.0,DOLORES 858,DUFO,548895e3,9753662.0,Single Purse Seine,71.79,1100.0,2684.52,35.75
36601.0,PACIFIC JOURNEY NO.1,P2V5601,553111733.0,9720550.0,Single Purse Seine,70.8,1408.0,2673.3345,NA
36602.0,PACIFIC JOURNEY NO.888,P2V5602,553111734.0,9720562.0,Single Purse Seine,70.8,1408.0,2673.3345,NA
36603.0,XIN LONG 66,BZ1VW,41240896.0,9741621.0,Longline,47.6,462.0,800.0,17.0
36604.0,XIN LONG 67,BZ2VW,412420901.0,9741633.0,Longline,47.6,462.0,596.5600000000001,17.0
36605.0,XIN LONG 68,BZ3VW,412420902.0,9741645.0,Longline,47.6,462.0,800.0,17.0
36606.0,XIN LONG 69,BZ4VW,412420903.0,9741657.0,Longline,47.6,462.0,537.0531400000001,17.0
36608.0,MAJESTIC SUN,P2V5610,553111743.0,9699567.0,Single Purse Seine,79.9,2338.0,3309.0,29.0
36609.0,NUPLA KANU,P2V5606,553111738.0,9746281.0,Single Purse Seine,71.79,1350.0,2647.7954999999997,35.0
36610.0,YUH FA NO.201,YJTA2,576881e3,NA,Fish Carrier,46.3,531.62,745.7,24.0
36611.0,SEA PEARL,YJUT4,577324e3,9008639.0,Fish Carrier,120.7,4430.0,4121.0,23.296296296296298
36612.0,OCEAN FORTUNE 1,3DN6667,NA,NA,Longline,14.94,19.0,475.0,7.0
36613.0,MAJESTIC STAR,P2V5611,553111744.0,9699579.0,Single Purse Seine,79.9,2338.0,3309.0,29.0
36614.0,EIYU MARU NO.28,NA,NA,NA,Longline,25.4,19.0,670.0,10.0
36615.0,ANGEL 17,V7IF2,NA,NA,Bunker,113.98,5373.0,3883.0,18.0
36616.0,MOAKONA,T3QN2,529783e3,9699581.0,Single Purse Seine,79.9,2338.0,3309.0,29.0
36617.0,SIMBUN 88,P2V5605,553111736.0,9745469.0,Single Purse Seine,70.59,1562.0,2617.0,40.0
36618.0,MIA MARU NO.58,NA,NA,NA,Longline,25.4,19.0,736.0,10.0
36619.0,TUNA QUEEN,HPFK,352894e3,NA,Fish Carrier,120.75,4499.0,3034.9990000000003,21.0
36620.0,ASIAN COSMOS,3FLM8,356517e3,NA,Fish Carrier,130.02,6971.0,7158.72,25.0
36621.0,DOLORES 859,DUGM,548905e3,9763681.0,Single Purse Seine,71.79,1100.0,2648.02,35.142857142857146
36622.0,JIH YU NO.768,BL2117,416247600.0,9765976.0,NA,NA,NA,NA,NA
36623.0,JIH YU NO.768,BL2117,NA,NA,Single Purse Seine,70.59,1484.0,2646.0,40.0
36624.0,JIN XIANG 11,BZYB2,412201817.0,NA,Longline,37.6,271.0,810.0,18.0
36625.0,DOLLY 898,DUGQ,548906e3,9076246.0,Fish Carrier,133.95,6964.0,5100.67,51.0
36626.0,DE CHAN,BJ5100,NA,NA,Longline,21.32,99.8,700.58515,12.0
36627.0,DE CHAN NO.26,BJ5094,NA,NA,Longline,21.0,99.13,700.58515,18.0
36628.0,LU RONG YUAN YU 212,BBLM6,412331086.0,NA,Longline,41.7,265.0,750.0,15.0
36629.0,F/B JOHN MICHAEL,DUM3101,548401400.0,NA,Fish Carrier,53.52,449.0,745.7,21.0
36630.0,LIAN JYI HSING,BI2037,41673e3,7234210.0,Fish Carrier,71.4,995.0,1617.0,35.0
36631.0,KOYO MARU NO.55,7JLZ,432948e3,9641663.0,Single Purse Seine,69.45,1331.0,2647.0,NA
36632.0,LU RONG YUAN YU 866,BCFC6,412331078.0,9770658.0,Light Seiner,56.0,720.0,1470.0,23.0
36633.0,LU RONG YUAN YU 867,BCFC7,412331079.0,9770660.0,Light Seiner,56.0,720.0,1470.0,23.0
36634.0,JEY HOPE,DSQF6,441557e3,9465605.0,Bunker,114.4,5667.0,3995.0,18.0
36635.0,COOL EXPRESO,PDKK,245317e3,9085479.0,Fish Carrier,126.29,5471.0,5400.0,13.0
36636.0,LU WEI YUAN YU 488,BBZY4,NA,9719161.0,Longline,49.98,454.0,1e3,15.0
36637.0,LU WEI YUAN YU 188,BBZY1,NA,9714484.0,Longline,44.98,454.0,1e3,15.0
36638.0,ANGEL 18,T3QZ2,529794e3,9167710.0,Bunker,117.27,6332.0,3603.0,NA
36639.0,SEIN GRACE,YJUM8,577315e3,8609979.0,Fish Carrier,124.7,4963.0,4670.4170625,22.0
36640.0,FRIO LAS PALMAS,3EBI9,356609e3,8908193.0,Fish Carrier,148.5,9070.0,6766.5885,20.0
36641.0,HOSHIN MARU NO.78,7JQB,432962e3,9690303.0,Longline,57.1,439.0,736.0,25.0
36642.0,XINYA 10,BZXH22,412460278.0,NA,Longline,44.8,362.0,540.0,19.0
36643.0,XINYA 11,BZXH23,412460279.0,NA,Longline,44.8,362.0,540.0,19.0
36644.0,SHOYU MARU NO.18,7JTE,431128e3,9746657.0,Single Purse Seine,79.61,1788.0,2941.995,23.0
36645.0,KOYO MARU NO.88,7JSS,431167e3,NA,Single Purse Seine,79.99,1884.0,2942.0,28.0
36646.0,KWILA 888,P2V5624,553111759.0,9764271.0,Single Purse Seine,71.79,1350.0,2647.7954999999997,40.0
36647.0,CAPE ANN,WDH8357,366967350.0,7429097.0,Single Purse Seine,72.42,2110.0,4101.35,25.0
36648.0,HONG AN NO.2,BH3258,NA,8651489.0,Longline,53.15,449.0,820.27,30.0
36649.0,HONG RONG NO.168,BJ4818,416175800.0,NA,Longline,25.5,98.0,694.0,15.0
36650.0,FENG HUI 5,BZ7VV,412420846.0,8668626.0,Longline,47.59,460.0,735.0,22.0
36651.0,XIN SHI JI 112,BZV5N,412420919.0,9774020.0,Single Purse Seine,75.34,1813.0,2648.0,38.0
36652.0,JIN XIANG 12,BZYB3,412201818.0,NA,Longline,37.6,271.0,810.0,18.0
36653.0,NORTHERN ODYSSEY,3DNF,520276e3,1738.0,Longline,20.7,65.9,447.6,10.0
36654.0,MALVA 888,P2V5627,553111761.0,9761396.0,Single Purse Seine,70.59,1562.0,2647.0,40.0
36655.0,TUNA PRINCESS,H3CN,352241e3,9314612.0,Fish Carrier,113.37,4522.0,3034.9990000000003,20.0
36656.0,GLORY PACIFIC NO.1,P2V5630,553111765.0,9732656.0,Single Purse Seine,70.8,1408.0,2648.0,41.0
36657.0,GLORY PACIFIC NO.8,P2V5629,553111764.0,9732668.0,Single Purse Seine,70.8,1408.0,2648.0,41.0
36658.0,NUPLA KUMUL,P2V5636,553111771.0,9771951.0,Single Purse Seine,71.79,1350.0,2646.0,40.0
36659.0,ZHONG SHUI 617,BZSW,412331099.0,NA,Longline,29.0,157.0,351.0,11.0
36660.0,ZHONG SHUI 627,BZSW2,412331101.0,NA,Longline,29.0,157.0,351.0,11.0
36661.0,ZHONG SHUI 637,BZSW3,412331102.0,NA,Longline,29.0,157.0,351.0,11.0
36662.0,ZHONG SHUI 647,BZSW4,412331103.0,NA,Longline,29.0,157.0,351.0,11.0
36663.0,ZHONG SHUI 657,BZSW5,412331104.0,NA,Longline,29.0,157.0,351.0,11.0
36664.0,ZHONG SHUI 667,BZSW6,412331105.0,NA,Longline,29.0,157.0,351.0,11.0
36665.0,GREEN TOLEDO,D5IJ6,636016916.0,9015785.0,Fish Carrier,119.55,5617.0,5369.04,19.0
36666.0,FENG HUI 17,BZ5VW,412420851.0,8668664.0,Longline,47.59,460.0,735.0,22.0
36667.0,HAI FENG 668,3EIN8,354062e3,8800236.0,Fish Carrier,124.7,4970.0,4436.915,25.0
36668.0,ASIA STAR NO.1,V6P07,510022e3,NA,Fish Carrier,NA,NA,NA,NA
36669.0,EASTERN PRELUDE,V7JX2,538002582.0,9272723.0,Bunker,111.06,5770.0,4200.0,19.0
36670.0,PALAU TUNA 02,YJTW3,577265e3,NA,Longline,21.5,48.0,372.85,8.0
36671.0,TUNA STAR,YJUR2,NA,8909367.0,Longline,57.75,618.0,735.49875,25.0
36672.0,TUNA LANE NO.2,YJQB3,576664e3,9715646.0,Longline,23.8,93.18,745.7,14.0
36673.0,SOLTAI NO.101,H4PU,55700300.0,NA,Pole and Line,37.65,199.0,662.0,34.0
36674.0,SOLTAI 105,H4PT,NA,NA,Pole and Line,37.65,199.0,662.0,34.0
36675.0,SEIN PRINCESS,3FTJ4,372199e3,8609981.0,Fish Carrier,124.7,4963.0,5148.49125,21.0
36676.0,FENG HUI 8,BZU5B,412420849.0,8668652.0,Longline,41.0,460.0,735.0,22.0
36677.0,JIH YU NO.868,BL2119,416247900.0,9781542.0,Single Purse Seine,70.59,1484.0,2647.7954999999997,40.0
36678.0,XIN SHI JI 111,BZV4N,412420918.0,9781645.0,Single Purse Seine,75.34,1813.0,2648.0,38.0
36679.0,BOADA NO.5,YJQB8,576699e3,9004281.0,Longline,55.1,582.0,1043.98,30.0
36680.0,CHIN YOU WEN,BZME,416122800.0,7513953.0,Longline,56.3,718.0,1043.98,30.0
36681.0,JIN CHANG NO.5,BJ5082,416004342.0,NA,Longline,23.92,98.3,700.58515,15.0
36682.0,FENG HUI 7,BZ9VV,412420848.0,8668640.0,Longline,47.59,460.0,735.0,22.0
36683.0,LAKE NOVA,D7AL,308564e3,9009669.0,Fish Carrier,115.0,5225.0,5001.0,20.0
36684.0,HU YU 927,BZV7T,NA,9784738.0,Longline,49.9,560.0,671.0,20.0
36685.0,SHEN GANG FA 720,BZXD69,412463406.0,9787209.0,Longline,43.18,302.0,828.0,18.0
36686.0,HU YU 928,BZV8T,NA,9784740.0,Longline,49.9,560.0,671.0,20.0
36687.0,HU YU 929,BZV9T,NA,9784673.0,Longline,49.9,560.0,671.0,20.0
36688.0,LU RONG YUAN YU 868,BCFC8,412331122.0,9787144.0,Single Purse Seine,56.0,720.0,1470.0,23.0
36689.0,LU RONG YUAN YU 869,BCFC9,412331123.0,9787156.0,Single Purse Seine,56.0,720.0,1470.0,23.0
36690.0,HAI GONG YOU 306,3EDS9,370178e3,9150614.0,Bunker,144.08,11375.0,6480.0,19.0
36691.0,JIANN FURE CHYUN NO.1,BK7174,416002109.0,NA,Longline,21.35,43.75,404.9151,9.0
36692.0,HSIEH FENG NO.788,BL2121,NA,9789582.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
36693.0,AVUNDA REEFER,3EJD5,352351e3,9072824.0,Fish Carrier,134.02,7313.0,6355.0,NA
36694.0,ANGEL 29,T3SW2,529839e3,NA,Bunker,123.0,5944.0,4471.0,19.0
36695.0,NESTOS REEFER,3EAJ9,370115e3,9045156.0,Fish Carrier,134.0,7303.0,7056.5591,20.0
36696.0,GREEN CONCORDIA,D5IV3,636016998.0,9011038.0,Fish Carrier,119.55,5617.0,5369.04,19.0
36697.0,DHARA,3EQZ7,NA,8904941.0,Fish Carrier,146.02,6557.0,6935.01,22.0
36698.0,PONTOS,HONN,374014e3,8908739.0,Fish Carrier,74.05,1610.0,NA,23.0
36699.0,CRYSTAL REEFER,3FFY5,35424e4,9017276.0,Fish Carrier,NA,NA,NA,NA
36700.0,JIN XIANG 8,BZYB8,412201849.0,9794599.0,Longline,NA,NA,NA,NA
36701.0,JINXIANG 9,BZYB9,412201851.0,9794604.0,Longline,NA,NA,NA,NA
36702.0,NIKKO MARU NO.111,7JUT,431255e3,9775189.0,Pole and Line,NA,NA,NA,NA
36703.0,JIH YU NO.168,BKKN,416004e3,9794745.0,Single Purse Seine,NA,NA,NA,NA
36704.0,SOUTHERN SEA 301,H4SR,557005500.0,9764415.0,Single Purse Seine,NA,NA,NA,NA
36705.0,B PACIFIC,V70I5,NA,9697296.0,Bunker,NA,NA,NA,NA
